,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token
28,28.0,60.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,252.0,"Although the weather was cold at the time of my examinations , this accumulation of solid sewage , the settlings of a quarter of a century or more , exhaled a faint , sickening smell .",faint sickening this accumulation of solid sewage smell,Olfactive,Quality,36.0,although weather cold time examinations accumulation solid sewage settlings quarter century exhaled faint sickening smell,faint sickening accumulation solid sewage smell
560,561.0,1278.0,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,17.0,"For how should I think but by the smell of his oyntments , my sin-sicke and soule soiled conscience should be cured , who had power to raise dead Lazarus stinking in his graue , hauing bene foure dayes buried ?",of his oyntments dead Lazarus smell stinking,Olfactive,Smell\_Source,41.0,think smell oyntments sinsicke soule soiled conscience cured power raise dead lazarus stinking graue hauing bene foure dayes buried,oyntments dead lazarus smell stinking
21,21.0,45.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,164.0,"The pipe also conveying the solid and liquid matter down to a drain under the flooring of the houses is leaky , and the lower part of the houses , more especially of No . 4 , is often covered with liquid sewage , and smells abominably .",abominably liquid sewage smells,Olfactive,Quality,48.0,pipe also conveying solid liquid matter drain flooring houses leaky lower part houses especially no often covered liquid sewage smells abominably,abominably liquid sewage smells
141,141.0,299.0,009E Erasmus Darwin 1794 Zoonomia or the laws of organic life London 1794 ECCO TCP_MED.txt,8.0,"Light , sound , and odours , are unknown to the foetus in the womb , which , except the few sensations and motions already mentioned , sleeps away its time insensible of the busy world .",unknown odours,Olfactive,Quality,37.0,light sound odours unknown foetus womb except sensations motions already mentioned sleeps away time insensible busy world,unknown odours
463,463.0,1039.0,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,16.0,"THE true Spanish Snuff is very fine and redish , to make it take red Snuff in Grains , beat it in a Mortar , and pass it very fine through a Sieve ; and being cleansed before it is colour ' d , as I prescribe in the beginning of this Treatise , perfume it only with Flowers , then with some Spanish Perfume or other , and ' tis done .",THE true Spanish Snuff it only with Flowers some Spanish Perfume perfume,Olfactive,Odour\_Carrier,73.0,true spanish snuff fine redish make take red snuff grains beat mortar pass fine sieve cleansed colour prescribe beginning treatise perfume only flowers spanish perfume tis done,true spanish snuff only flowers spanish perfume perfume
579,580.0,1324.0,081E Cassells Book of the Household 1890__178_distribution_HOUS.txt,2.0,One of the difficulties associated with the burning of refuse is that servants say they cannot dispose of it thus because it makes a bad smell .,bad refuse it smell,Olfactive,Quality,27.0,one difficulties associated burning refuse servants say cannot dispose thus because makes bad smell,bad refuse smell
497,497.0,1134.0,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,10.0,"The Ambergris must be well rubbed in the mortar ; and by degrees two pounds of powder , either white or grey , must : be added to it , till the Ambergris is thoroughly incorporated with the powder ; then sift through a hair sieve , and mix all the three powders together .",all the three powders,Olfactive,Smell\_Source,55.0,ambergris must well rubbed mortar degrees two pounds powder either white grey must added till ambergris thoroughly incorporated powder sift hair sieve mix three powders together,three powders
334,334.0,778.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,54.0,"In ozaena from ulceration of the nasal cartilages , and in rodent fibroid ulcers , there is a most offensive discharge , but the odour is not like the smell of decomposing pus from ordinary ulcers .",is not like the smell of decomposing pus from ordinary ulcers odour,Olfactive,Evoked\_Odorant,37.0,ozaena ulceration nasal cartilages rodent fibroid ulcers offensive discharge odour not like smell decomposing pus ordinary ulcers,not like smell decomposing pus ordinary ulcers odour
293,293.0,687.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,57.0,Such a conclusion is further supported by the fact that by many the odor of new shoes is sometimes desired as an adjuvant to coitus .,of new shoes odor,Olfactive,Smell\_Source,26.0,conclusion supported fact many odor new shoes sometimes desired adjuvant coitus,new shoes odor
14,14.0,28.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,112.0,"In Wellington-street , Albion-street , there is , after rain , a pool of stagnant water , from which , during the hot weather , a disagreeable stench arises .",disagreeable a pool of stagnant water which stench,Olfactive,Quality,30.0,wellingtonstreet albionstreet rain pool stagnant water hot weather disagreeable stench arises,disagreeable pool stagnant water stench
573,574.0,1308.0,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,2.0,"The first has always a foetid odour , while that of the other is highly vinous , pungent and aromatic .",foetid highly vinous pungent aromatic The first of the other odour that,Olfactive,Quality,21.0,first always foetid odour highly vinous pungent aromatic,foetid highly vinous pungent aromatic first odour
261,261.0,603.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,23.0,"Moreover , the smell of the negress is said to be musky in character , and among Europeans a musky odor is said to be characteristic of blondes .",musky musky of the negress of blondes smell odor,Olfactive,Quality,29.0,moreover smell negress said musky character among europeans musky odor said characteristic blondes,musky musky negress blondes smell odor
289,289.0,679.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,53.0,ISTacke has also recorded the case of a shoe fetichist who declared that the sexual attraction of shoes ( usually his wife ' s ) lay largely in the odor of the leather .,of the leather odor,Olfactive,Smell\_Source,34.0,istacke also recorded case shoe fetichist declared sexual attraction shoes usually wife lay largely odor leather,leather odor
92,92.0,207.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,123.0,"A soft unctious Substance , generally of a dusky white , or rather brown Colour , supposed to be found in a Pod or Bag growing on the lower Part of the Belly of the Civet Cat ; it is a Perfume of a strong and rather disagreeable Smell in Substance ; but the Perfumers know how to render it very grateful , by using it in very small Quantities .",strong rather disagreeable very grateful it Perfume Smell,Olfactive,Quality,71.0,soft unctious substance generally dusky white rather brown colour supposed found pod bag growing lower part belly civet cat perfume strong rather disagreeable smell substance perfumers know render grateful using small quantities,strong rather disagreeable grateful perfume smell
474,474.0,1074.0,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,8.0,"In Africa , and principally in Tunis , an essential oil of cassie is made , which is sold at about £4 per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence .",oil of cassie essential,Olfactive,Odour\_Carrier,39.0,africa principally tunis essential oil cassie made sold £ per ounce french italian flowers not sufficiently powerful yield essence,oil cassie essential
98,98.0,218.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,143.0,"A factitious Preparation of mineral Substances , mixed with Perfume , in a round or oval Shape , and gilt ; it is , ( where the Gilding is rubbed off ) brownish , but the Inside is of a Straw Colour : it is of very little Demand .",Perfume,Olfactive,Smell\_Word,50.0,factitious preparation mineral substances mixed perfume round oval shape gilt gilding rubbed brownish inside straw colour little demand,perfume
188,188.0,413.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,13.0,"Strong Bitters only , or pure Bitters , without any Aromatick or Fetid Odor , or Pungency ; such is the Bitterness in Bitter Almonds , and Centaury , their parts are more fixed than any of the other Strong Bitters : These cleanse the Stomach from Acid Phlegm ; open the Liver , by correcting the coagulating Acids in the Blood ; they mix with Acids , and pass by rine ; they preserve the Blood from coagulation , and help the office of the crude Bile in Hydropical Cachexies ; they have an Astriction by their Acid and Earthy Parts , which abounding in Bitters , help the Oyl in correcting Acids .",Aromatick Fetid Pungency Odor,Olfactive,Quality,115.0,strong bitters only pure bitters without aromatick fetid odor pungency bitterness bitter almonds centaury parts fixed strong bitters cleanse stomach acid phlegm open liver correcting coagulating acids blood mix acids pass rine preserve blood coagulation help office crude bile hydropical cachexies astriction acid earthy parts abounding bitters help oyl correcting acids,aromatick fetid pungency odor
387,387.0,870.0,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,83.0,"It has an aromatic odour , and a spicy and pungent flavour , leaving a sensation of coldness in the mouth .",aromatic odour,Olfactive,Quality,22.0,aromatic odour spicy pungent flavour leaving sensation coldness mouth,aromatic odour
272,272.0,636.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,33.0,In the same way elephants emit a musky odor from their facial glands during the rutting season .,musky elephants odor,Olfactive,Quality,18.0,way elephants emit musky odor facial glands rutting season,musky elephants odor
442,442.0,988.0,056E Thomas Reid 1764 An inquiry into the human mind__102_distribution_SCIE.txt,21.0,"The smell of a rose is a certain aff ection or feeling of the mind ; and as it is not constant , but comes and goes , we want to know when and where we may expect it , and are uneasy till we find something , which being present , brings this feeling along with it , and being removed , removes it .",of a rose smell,Olfactive,Smell\_Source,66.0,smell rose certain aff ection feeling mind not constant comes goes want know may expect uneasy till find something present brings feeling along removed removes,rose smell
568,569.0,1295.0,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,10.0,"If the Wine be sweet enough , add of Spirits of Wine one Pound to a Hogshead , and give the Cask a strong Scent .",the Cask strong Spirits of Wine Scent,Olfactive,Odour\_Carrier,26.0,wine sweet enough add spirits wine one pound hogshead give cask strong scent,cask strong spirits wine scent
122,122.0,260.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,72.0,"Chuse thin-skinned Pods that have not been cut open , for the Smell of the Musk is so powerful , that Pieces of Liver or any thing else may be mixed with it , and sometimes Lead Shot to make it heavy .",so powerful of the Musk Smell,Olfactive,Quality,43.0,chuse thinskinned pods not cut open smell musk powerful pieces liver thing else may mixed sometimes lead shot make heavy,powerful musk smell
594,595.0,1362.0,084E Frederick John Smith 1915 Domestic Hygeine __75_distribution_HOUS.txt,3.0,"We may , however , state , enpassant on such subjects , that when her nose persistently , or even casually , suggests to her that there is an offensive smell in a certain room in the house in which she is nursing , she might think of a gas-jet not turned off , of leaking gas or soil-pipes , or an old forgotten cesspool , or leaking drain , and mention her suspicions to the doctor or to the responsible head of the house .",offensive smell,Olfactive,Quality,86.0,may however state enpassant subjects nose persistently even casually suggests offensive smell certain room house nursing might think gasjet not turned leaking gas soilpipes old forgotten cesspool leaking drain mention suspicions doctor responsible head house,offensive smell
285,285.0,670.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,5.0,"In that interesting novel — dealing with the adventures of a Jewish maiden at the Persian court of Xerxes — which under the title of Esther has found its way into the Old Testament we are told that it was customary in the royal harem at Shushan to submit the women to a very prolonged course of perfuming before they were admitted to the king : 	_	_	_	
5-68	1374-1377	six	Time[18]	_	_	
5-69	1378-1384	months	Time[18]	_	_	
5-70	1385-1389	with	Smell\_Source[19]	_	_	
5-71	1390-1393	oil	Smell\_Source[19]	_	_	
5-72	1394-1396	of	Smell\_Source[19]	_	_	
5-73	1397-1402	myrrh	Smell\_Source[19]	_	_	
5-74	1403-1406	and	_	_	_	
5-75	1407-1410	six	Time[20]	_	_	
5-76	1411-1417	months	Time[20]	_	_	
5-77	1418-1422	with	Smell\_Source[21]	_	_	
5-78	1424-1429	sweet	Smell\_Source[21]|Quality[22]	_	_	
5-79	1430-1435	odors	Smell\_Source[21]|Smell\_Word[23]	*|*|*|*	5-78[22_23]|5-75[20_23]|5-68[18_23]|5-70[19_23]	
5-80	1435-1436	.	_	_	_	
5-81	1436-1437	",the women perfuming,Olfactive,Smell\_Source,149.0,interesting novel — dealing adventures jewish maiden persian court xerxes — title esther found way old testament told customary royal harem shushan submit women prolonged course perfuming admitted king six time months time smellsource oil smellsource smellsource myrrh smellsource six time months time smellsource sweet smellsourcequality odors smellsourcesmellword,women perfuming
511,511.0,1165.0,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,7.0,"Several different types of clover , of course , also add to the fragrance of the hayfield odour .",of the hayfield odour fragrance,Olfactive,Smell\_Source,19.0,several different types clover course also add fragrance hayfield odour,hayfield odour fragrance
405,405.0,906.0,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,25.0,"They neither in colour as a rule bear the burnish and talismanic impress of the sunlight , or in form do they attain the feathery etherealness of the day fliers ; their antennae and various organs seem fairly heavy and moth-like , and moth-like also are the expansile scent pencils of hair that garnish the hind tibiae of the legs of many of the males .",pencils of hair scent,Olfactive,Smell\_Source,66.0,neither colour rule bear burnish talismanic impress sunlight form attain feathery etherealness day fliers antennae various organs seem fairly heavy mothlike mothlike also expansile scent pencils hair garnish hind tibiae legs many males,pencils hair scent
587,588.0,1345.0,083E Estelle D Buchanan 1913 Household bacteriology__75_distribution_HOUS.txt,13.0,These have an intensely disagreeable fecal odor .,intensely disagreeable fecal These odor,Olfactive,Quality,8.0,intensely disagreeable fecal odor,intensely disagreeable fecal odor
315,315.0,736.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,21.0,Now this is not the odour of the breath in cases of fetid abscess or ozaena . 2 .,of the breath abscess ozaena odour fetid,Olfactive,Smell\_Source,19.0,not odour breath cases fetid abscess ozaena,breath abscess ozaena odour fetid
344,344.0,798.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,8.0,It is a special characteristic of fibroid and cartilaginous ulcerations to be fetid .,fibroid and cartilaginous ulcerations fetid,Olfactive,Smell\_Source,14.0,special characteristic fibroid cartilaginous ulcerations fetid,fibroid cartilaginous ulcerations fetid
116,116.0,248.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,38.0,CARDAMON SEEDS .,CARDAMON SEEDS,Olfactive,Smell\_Source,3.0,cardamon seeds,cardamon seeds
48,48.0,112.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,77.0,"The inhalation of the pestilential vapours arising from such a nuisance had , at the time of my visit , already begun its work .",vapours pestilential,Olfactive,Odour\_Carrier,25.0,inhalation pestilential vapours arising nuisance time visit already begun work,vapours pestilential
189,189.0,415.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,15.0,"Elder-Bitters and Smells , as in Scorphularia ; these have a discussing Faculty outwardly , by their Fetidness and Bitterness .",Scorphularia their Smells Fetidness,Olfactive,Smell\_Source,21.0,elderbitters smells scorphularia discussing faculty outwardly fetidness bitterness,scorphularia smells fetidness
277,277.0,651.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,42.0,"It is the perfumes containing musk , Piesse states in his well-known book on the Art of Perfumery , which sell best .",musk perfumes,Olfactive,Smell\_Source,23.0,perfumes containing musk piesse states wellknown book art perfumery sell best,musk perfumes
42,42.0,96.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,35.0,"I therefore made it my business to visit those works repeatedly , and to spend some hours on the 10 promises ; I must premise by stating , that no means has yet been discovered of carrying on the process of gas-making without offensive odours .",offensive odours,Olfactive,Quality,46.0,therefore made business visit works repeatedly spend hours promises must premise stating no means yet discovered carrying process gasmaking without offensive odours,offensive odours
53,53.0,124.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,90.0,Complaints have been often made of the smell of the mud of the mill-stream between Mill-pond Bridge and the Surrey Mills .,of the mud of the mill-stream smell,Olfactive,Smell\_Source,22.0,complaints often made smell mud millstream millpond bridge surrey mills,mud millstream smell
34,34.0,74.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,277.0,"A strong acid smell also always pervades the atmosphere in the neighbourhood of the factories , while the mixing is going on .",the atmosphere strong acid smell,Olfactive,Odour\_Carrier,23.0,strong acid smell also always pervades atmosphere neighbourhood factories mixing going,atmosphere strong acid smell
527,527.0,1204.0,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,3.0,"Strongly scented ground makes tracking difficult , as the animal or human scent is overpowered : thus clover fields , or any highly scented crops , and manured fields , are decided drawbacks .",ground Strongly overpowered highly animal human clover fields crops manured fields scented scent scented,Olfactive,Odour\_Carrier,34.0,strongly scented ground makes tracking difficult animal human scent overpowered thus clover fields highly scented crops manured fields decided drawbacks,ground strongly overpowered highly animal human clover fields crops manured fields scented scent scented
254,254.0,584.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,15.0,"A man would wear this scent at the back of his neck during a dance in order to attract the attention of a particular girl ; it was believed to act with magical certainty , after the manner of a charm ( Reports of the Cambridge Anthropological Expedition to Torres Straits , vol . v , pp . 211 , 222 , and 328 ) .",scent,Olfactive,Smell\_Word,66.0,man would wear scent back neck dance order attract attention particular girl believed act magical certainty manner charm reports cambridge anthropological expedition torres straits vol v pp,scent
134,134.0,285.0,009E Erasmus Darwin 1794 Zoonomia or the laws of organic life London 1794 ECCO TCP_MED.txt,18.0,"That the internal membrane of the nostrils may be kept always moist , for the better perception of odours , there are two canals , that conduct the tears after they have done their office in moistening and cleaning the ball of the eye into a sack , which is called the lacrymal sack ; and from which there is a duct , that opens into the nostrils : the aperture of this duct is formed of exquisite sensibility , and when it is stimulated by odorous particles , or by the dryness or coldness of the air , the sack contracts itself , and pours more of its contained moisture on the organ of smell .",particles odours odorous smell,Olfactive,Smell\_Source,117.0,internal membrane nostrils may kept always moist better perception odours two canals conduct tears done office moistening cleaning ball eye sack called lacrymal sack duct opens nostrils aperture duct formed exquisite sensibility stimulated odorous particles dryness coldness air sack contracts pours contained moisture organ smell,particles odours odorous smell
467,467.0,1053.0,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,4.0,"Get a Wooden Box , as big as you have occasion for , line within with dry Paper , lay in it a Bed of Snuff an Inch thick , then a Bed of Flowers , and so along till you have no more of it ; let it lay so in the Flowers Twenty four Hours : then searce your Snuff , to take out the Flowers , and renew them at the same time ; continue so doing four or five days ; and when you think your Snuff is Perfum ' d enough with Flowers , keep it very close in your Boxes , in a very dry place ; don ' t meddle with it when the Flowers are within , because it will not heat .",Snuff with Flowers Perfum ' d,Olfactive,Odour\_Carrier,131.0,get wooden box big occasion line within dry paper lay bed snuff inch thick bed flowers along till no let lay flowers twenty four hours searce snuff take flowers renew time continue four five days think snuff perfum enough flowers keep close boxes dry place meddle flowers within because not heat,snuff flowers perfum
512,512.0,1167.0,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,8.0,"This odour is probably the result of glucosidal decomposition of constituents present in the plants , resulting in the formation of a little coumarin .",odour,Olfactive,Smell\_Word,25.0,odour probably result glucosidal decomposition constituents present plants resulting formation little coumarin,odour
119,119.0,254.0,008E Anon 1779 A short history of drugs.txt_distribution.txt,45.0,"Is a kind of Pepper , with this Difference , that it has a Tail or Stalk to each Berry , and is much more aromatic than Pepper , resembling Jamaica Pepper , called by the common People All-spice ; it is generally bought on the Malabar Coast , and should be dry , sound and clean .",resembling Jamaica Pepper much more aromatic,Olfactive,Evoked\_Odorant,58.0,kind pepper difference tail stalk berry much aromatic pepper resembling jamaica pepper called common people allspice generally bought malabar coast dry sound clean,resembling jamaica pepper much aromatic
427,427.0,957.0,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,7.0,I kept a mouse producing putrid air in this manner for the space of several months .,air putrid a mouse,Olfactive,Odour\_Carrier,17.0,kept mouse producing putrid air manner space several months,air putrid mouse
574,575.0,1311.0,079E William Black 1835 A practical treatise on brewing__72_distribution_HOUS.txt,5.0,"An experienced brewer with a very sensitive smell , should be able to judge even by walking through a brew-house , whether or not it is in trim , and I again repeat that no man who has not both a very sensitive smell and taste , can be a good brewer .",very sensitive very sensitive smell smell,Olfactive,Quality,53.0,experienced brewer sensitive smell able judge even walking brewhouse whether not trim again repeat no man not sensitive smell taste good brewer,sensitive sensitive smell smell
392,392.0,877.0,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,99.0,"Pale yellow or nearly colourless , with the very fragrant odour of the flowers , and a hot bitter aromatic taste .",very fragrant odour,Olfactive,Quality,22.0,pale yellow nearly colourless fragrant odour flowers hot bitter aromatic taste,fragrant odour
394,394.0,881.0,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,11.0,"Muller as delicious ; but in such cases a caution , as Professor Westwood has noticed , is doubtless needful , for may not these bright beings that bathe in sunlight and vapoury distillations the livelong day , gather odour as they fly about .",delicious,Olfactive,Quality,45.0,muller delicious cases caution professor westwood noticed doubtless needful may not bright beings bathe sunlight vapoury distillations livelong day gather odour fly,delicious
333,333.0,776.0,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,52.0,"Besides , the odour evolved is not at all like that of the fetid pus expectorated in cases of empyema , in which the cavity communicates with a bronchus , so that if the purulent bronchial excretion do undergo change , there must be something in its composition in these cases of a special character .",of the fetid pus odour,Olfactive,Smell\_Source,56.0,besides odour evolved not like fetid pus expectorated cases empyema cavity communicates bronchus purulent bronchial excretion undergo change must something composition cases special character,fetid pus odour
424,424.0,948.0,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,4.0,"After a short time , the water contracts an extremely fetid and offensive smell , which seems to indicate that the putrid effluvium pervades the water , and affects the neighbouring air ; and since , after this , there is often no increase of the air , that seems to be the very substance which is carried off through the water , as fast as it is generated ; and the offensive smell is a sufficient proof that it is not fixed air .",the water air fetid offensive putrid offensive smell effluvium smell,Olfactive,Odour\_Carrier,85.0,short time water contracts extremely fetid offensive smell seems indicate putrid effluvium pervades water affects neighbouring air since often no increase air seems substance carried water fast generated offensive smell sufficient proof not fixed air,water air fetid offensive putrid offensive smell effluvium smell
430,430.0,964.0,054E Oliver Goldsmith 1774 An history of the earth and animated nature__193_distribution_SCIE.txt,7.0,It has generally an agreeable aromatic odour when it is warmed ; and by some it is considered as a most grateful perfume .,agreeable aromatic a most grateful It it odour perfume,Olfactive,Quality,24.0,generally agreeable aromatic odour warmed considered grateful perfume,agreeable aromatic grateful odour perfume
390,390.0,875.0,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,91.0,"Colourless or pale greenish-yellow , with the characteristic odour of the fruit , and a warm aromatic taste .",odour,Olfactive,Smell\_Word,19.0,colourless pale greenishyellow characteristic odour fruit warm aromatic taste,odour
431,431.0,967.0,055E William Babington 1811 A syllabus of a course of lectures__51_distribution_SCIE.txt,1.0,Of Muriatic Acid .,Muriatic Acid,Olfactive,Smell\_Source,4.0,muriatic acid,muriatic acid
25,25.0,55.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,212.0,"At 28 , Princes Street , besides a full cesspool , and a choked drain , there is in the washhouse , a pool of stagnant sewage . 21 All the inmates of the place , complain of sickness and headache ' and a woman employed to wash clothes on the premises , was ' from the effect of the stench , suddenly seized with vomiting and purging , and forced to leave her work .",a pool of stagnant sewage stench,Olfactive,Smell\_Source,76.0,princes street besides full cesspool choked drain washhouse pool stagnant sewage inmates place complain sickness headache woman employed wash clothes premises effect stench suddenly seized vomiting purging forced leave work,pool stagnant sewage stench
198,198.0,437.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,27.0,"An Oyl may be distilled from these Plants , which has the Taste , Smell , and Vertue of these Plants : Whence I conclude , the Taste and Smell to proceed from the Oyl and Volatile Salt associated .",of these Plants An Oyl from the Oyl Volatile Salt Smell Smell,Olfactive,Evoked\_Odorant,40.0,oyl may distilled plants taste smell vertue plants whence conclude taste smell proceed oyl volatile salt associated,plants oyl oyl volatile salt smell smell
271,271.0,633.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,32.0,Some lizards have a musky odor which is heightened at the sexual season ; crocodiles during the pairing season emit from their submaxillary glands a musky odor which pervades their haunts .,musky musky Some lizards crocodiles odor odor,Olfactive,Quality,32.0,lizards musky odor heightened sexual season crocodiles pairing season emit submaxillary glands musky odor pervades haunts,musky musky lizards crocodiles odor odor
425,425.0,951.0,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,5.0,"For this has a very agreeable flavour , whether it be produced by fermentation , or extracted from chalk by oil of vitriol ; affecting not only the mouth , but even the nostrils ; with a pungency which is peculiarly pleasing to a certain degree , as any person may easily satisfy himself , who will chuse to make the experiment .",peculiarly pleasing pungency,Olfactive,Quality,63.0,agreeable flavour whether produced fermentation extracted chalk oil vitriol affecting not only mouth even nostrils pungency peculiarly pleasing certain degree person may easily satisfy chuse make experiment,peculiarly pleasing pungency
45,45.0,104.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,57.0,I tasted the water from the butt at No . 21 ; it was strongly impregnated with the flavour of drainage .,the water from the butt it with the flavour of drainage impregnated,Olfactive,Odour\_Carrier,22.0,tasted water butt no strongly impregnated flavour drainage,water butt flavour drainage impregnated
62,62.0,141.0,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,26.0,"In a noisome smell people imagine a deadly pestilence , probably because patients affected with such epidemic diseases as smallpox , typhus , and diphtheria , give off nauseating odours .",noisome nauseating patients affected with such epidemic diseases smell odours,Olfactive,Quality,31.0,noisome smell people imagine deadly pestilence probably because patients affected epidemic diseases smallpox typhus diphtheria give nauseating odours,noisome nauseating patients affected epidemic diseases smell odours
230,230.0,524.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,69.0,"By the afore-mentioned Instances it appears , that Opiates have very hot Effluviums , which offend the Smell .",very hot Opiates Effluviums,Olfactive,Quality,19.0,aforementioned instances appears opiates hot effluviums offend smell,hot opiates effluviums
227,227.0,514.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,64.0,"Fresh Tabaco smells Narcotick about the Flowers , and is Bitter , Mucilaginous , and Acrid : It much resembles Henbane by its Figure , Oyl and Clamminess to the Touch ; but by its Bitterness and Pungency , Solanum Lignosum .",Solanum Lignosum Narcotick Bitter Mucilaginous Acrid Fresh Tabaco its smells Pungency,Olfactive,Evoked\_Odorant,42.0,fresh tabaco smells narcotick flowers bitter mucilaginous acrid much resembles henbane figure oyl clamminess touch bitterness pungency solanum lignosum,solanum lignosum narcotick bitter mucilaginous acrid fresh tabaco smells pungency
213,213.0,477.0,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,47.0,"So is Galbanum , Assa Faetida , and Sagapenum .",Galbanum Assa Faetida Sagapenum,Olfactive,Smell\_Source,10.0,galbanum assa faetida sagapenum,galbanum assa faetida sagapenum
302,302.0,706.0,017E Henry Austin 1857 Report on the meanings of deodorizing and utilizing the sewage of towns__112_PUB.txt,4.0,"Burns , the local Surveyor of Ely , having , as early as 1834 , made some successful experiments in treating gas water with clay , was induced recently to apply it , in conjunction with lime , for deodorizing the sewage , on completion of the drainage works of Ely .",clay in conjunction with lime deodorizing,Olfactive,Smell\_Source,52.0,burns local surveyor ely early made successful experiments treating gas water clay induced recently apply conjunction lime deodorizing sewage completion drainage works ely,clay conjunction lime deodorizing
12,12.0,24.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,110.0,"Latreille , whose house is situated near the outlet into the Thames , have much suffered in health from the stenches generated when the pond is emptied .",stenches,Olfactive,Smell\_Word,28.0,latreille whose house situated near outlet thames much suffered health stenches generated pond emptied,stenches
36,36.0,81.0,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,294.0,"In consequence of a letter addressed to me in the beginning of the month , complaining of the stenches emanating from the premises of Messrs .",stenches,Olfactive,Smell\_Word,26.0,consequence letter addressed beginning month complaining stenches emanating premises messrs,stenches
278,278.0,653.0,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,43.0,It is certainly true that in its simple form the odor of musk is not nowadays highly considered in Europe .,of musk odor,Olfactive,Smell\_Source,21.0,certainly true simple form odor musk not nowadays highly considered europe,musk odor
