,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
1137,593,694,"Territorial disputes spurred warnings, prompting negotiations bridging diplomatic chasms regionally.",False,Territorial disputes spurred warnings prompting negotiations bridging diplomatic chasms regionally,territorial dispute spur warning prompt negotiation bridge diplomatic chasm regionally
1138,594,695,"Street drummers performed rhythms, attracting gatherings at crowded urban intersections.",False,Street drummers performed rhythms attracting gatherings at crowded urban intersections,street drummer perform rhythm attract gathering crowded urban intersection
1139,595,696,"Dedicated genealogists tracked migrations, linking families separated by centuries-long journeys.",False,Dedicated genealogists tracked migrations linking families separated by centuries-long journeys,dedicated genealogist track migration link family separate century long journey
1140,596,697,"Programming instructors assigned challenges, cultivating problem-solving approaches among software developers.",False,Programming instructors assigned challenges cultivating problem-solving approaches among software developers,programming instructor assign challenge cultivate problem solve approach software developer
1141,597,698,"Water treatment facilities modernized systems, guaranteeing cleanliness for city populations.",False,Water treatment facilities modernized systems guaranteeing cleanliness for city populations,water treatment facility modernize system guarantee cleanliness city population
1142,598,699,"Fireworks technicians synchronized displays, thrilling festival audiences through nighttime pyrotechnics.",False,Fireworks technicians synchronized displays thrilling festival audiences through nighttime pyrotechnics,firework technician synchronize display thrill festival audience nighttime pyrotechnic
1143,599,700,"Healthcare agencies distributed vaccines, shielding populations from infectious disease outbreaks.",False,Healthcare agencies distributed vaccines shielding populations from infectious disease outbreaks,healthcare agency distribute vaccine shielding population infectious disease outbreak
1144,600,701,"Soldiers tested ballistic armor, improving defense protocols under combat guidelines.",False,Soldiers tested ballistic armor improving defense protocols under combat guidelines,soldier test ballistic armor improve defense protocol combat guideline
1145,601,702,"Street barbers offered haircuts, revitalizing traditions overshadowed by salon expansions.",False,Street barbers offered haircuts revitalizing traditions overshadowed by salon expansions,street barber offer haircut revitalize tradition overshadow salon expansion
1146,602,703,"Consultants recommended reviews, modernizing archival methods within historical museum departments.",False,Consultants recommended reviews modernizing archival methods within historical museum departments,consultant recommend review modernize archival method historical museum department
1147,603,704,"Storm chasers documented tornado funnels, warning residents about incoming disturbances.",False,Storm chasers documented tornado funnels warning residents about incoming disturbances,storm chaser document tornado funnel warn resident incoming disturbance
1148,604,705,"Archivists labeled crates, storing priceless manuscripts inside climate-controlled repository vaults.",False,Archivists labeled crates storing priceless manuscripts inside climate-controlled repository vaults,archivist label crate store priceless manuscript climate control repository vault
1149,605,706,"Diplomats convened conferences, forging treaties to stabilize politically fragile regions.",False,Diplomats convened conferences forging treaties to stabilize politically fragile regions,diplomat convene conference forge treaty stabilize politically fragile region
1150,606,707,"Baristas brewed latte art, captivating customers seeking beverage experiences daily.",False,aristas brewed latte art captivating customers seeking beverage experiences daily,arista brew latte art captivate customer seek beverage experience daily
1151,607,708,"Medical interns researched procedures, acquiring expertise through hospital rotations semester.",False,Medical interns researched procedures acquiring expertise through hospital rotations semester,medical intern research procedure acquire expertise hospital rotation semester
1152,608,709,"Ceremonial drummers led parades, uniting onlookers across metropolitan districts worldwide.",False,Ceremonial drummers led parades uniting onlookers across metropolitan districts worldwide,ceremonial drummer lead parade unite onlooker metropolitan district worldwide
1153,609,710,"Graphic designers updated brochures, modernizing brand visibility throughout consumer populations.",False,Graphic designers updated brochures modernizing brand visibility throughout consumer populations,graphic designer update brochure modernize brand visibility consumer population
1154,610,711,"Undergraduates formed study groups, refining strategies while juggling extracurricular demands.",False,Undergraduates formed study groups refining strategies while juggling extracurricular demands,undergraduate form study group refining strategy juggle extracurricular demand
1155,611,712,"Mathematicians verified proofs, sharing results through peer-reviewed journal publication channels.",False,Mathematicians verified proofs sharing results through peer-reviewed journal publication channels,mathematician verify proof share result peer review journal publication channel
1156,612,713,"Poetry circles critiqued verses, stimulating creative thought among literary enthusiasts.",False,Poetry circles critiqued verses stimulating creative thought among literary enthusiasts,poetry circle critique stimulate creative thought literary enthusiast
1157,613,714,"Game developers organized hackathons, encouraging prototypes aimed at generating engagement.",False,"Game developers organized hackathons, encouraging prototypes aimed at generating engagement",game developer organize hackathon encourage prototype aim generate engagement
1158,614,715,"Shepherds guided flocks, relocating animals between highland and lowland pastures.",False,Shepherds guided flocks relocating animals between highland and lowland pastures,shepherd guide flock relocate animal lowland pasture
1159,615,716,"Revolutionary architects proposed domes, reshaping skylines within emerging suburban developments.",False,Revolutionary architects proposed domes reshaping skylines within emerging suburban developments,revolutionary architect propose dome reshape skyline emerge suburban development
1160,616,717,"Scientific cameras captured meteor trails, supporting hypotheses regarding debris streams.",False,Scientific cameras captured meteor trails supporting hypotheses regarding debris streams,scientific camera capture meteor trail support hypothesis debris stream
1161,617,718,"District planners modernized lighting, illuminating streets to reduce crime spikes.",False,District planners modernized lighting illuminating streets to reduce crime spikes,district planner modernize light illuminate street reduce crime spike
1162,618,719,"Leading choreographers integrated drones, orchestrating performances within enormous stadium venues.",False,Leading choreographers integrated drones orchestrating performances within enormous stadium venues,lead choreographer integrate drone orchestrate performance enormous stadium venue
1163,619,720,"District attorneys disclosed evidence, proving conspiracy charges during lengthy trials.",False,District attorneys disclosed evidence proving conspiracy charges during lengthy trials,district attorney disclose evidence prove conspiracy charge lengthy trial
1164,620,721,"Dramatic cosplayers assembled wardrobes, surprising judges throughout fan conventions overseas.",False,Dramatic cosplayers assembled wardrobes surprising judges throughout fan conventions overseas,dramatic cosplayer assemble wardrobe surprising judge fan convention overseas
1165,621,722,"Teachers introduced storytelling apps, boosting literacy programs among disadvantaged populations.",False,Teachers introduced storytelling apply boosting literacy programs among disadvantaged populations,teacher introduce storytelling apply boost literacy program disadvantaged population
1166,622,723,"Coworking spaces offered resources, cultivating innovation throughout expanding digital industries.",False,working spaces offered resources cultivating innovation throughout expanding digital industries,working space offer resource cultivate innovation expand digital industry
1167,623,724,"Administrators allocated budgets, revamping campuses by integrating advanced technological infrastructures.",False,Administrators allocated budgets revamping campuses by integrating advanced technological infrastructures,administrator allocate budget revamp campus integrate advanced technological infrastructure
1168,624,725,"Hurricanes battered coastlines, halting commerce across maritime shipping corridors temporarily.",False,Hurricanes battered coastlines halting commerce across maritime shipping corridors temporarily,hurricane batter coastline halt commerce maritime shipping corridor temporarily
1169,625,726,"Botanical experts crossbred flowers, attempting improvements in greenhouse horticulture worldwide.",False,Botanical experts crossbred flowers attempting improvements in greenhouse horticulture worldwide,botanical expert crossbreed flower attempt improvement greenhouse horticulture worldwide
1170,626,727,"Robotics clubs challenged peers, constructing prototypes for technology expos nationwide.",False,Robotics clubs challenged peers constructing prototypes for technology expos nationwide,robotic club challenge peer construct prototype technology expos nationwide
1171,627,728,"Quantum researchers produced entangled particles, unraveling mysteries behind interactions daily.",False,Quantum researchers produced entangled particles unraveling mysteries behind interactions daily,quantum researcher produce entangle particle unravel mystery interaction daily
1172,628,729,"Pilgrim routes extended centuries, welcoming travelers seeking guidance across landmarks.",False,Pilgrim routes extended centuries welcoming travelers seeking guidance across landmarks,route extend century welcome traveler seek guidance landmark
1173,629,730,"Podcasters debated conspiracies, attracting listeners longing for perplexing alternative theories.",False,poetasters debated conspiracies attracting listeners longing for perplexing alternative theories,poetaster debate conspiracy attract listener long perplexing alternative theory
1174,630,731,"Skilled sommeliers recommended pairings, dazzling clients during culinary tasting sessions.",False,Skilled sommeliers recommended pairings dazzling clients during culinary tasting sessions,skilled sommelier recommend pairing dazzling client culinary tasting session
1175,631,732,"Sociology majors performed interviews, analyzing themes informed policy reform proposals.",False,Sociology majors performed interviews analyzing themes informed policy reform proposals,sociology major perform interview analyze theme inform policy reform proposal
1176,632,733,"Developers funded hackerspaces, boosting solutions among diverse community innovators globally.",False,"Developers funded hackerspaces, boosting solutions among diverse community innovators globally",developer fund hackerspace boost solution diverse community innovator globally
1177,633,734,"Litigation teams presented exhibits, challenging contracts within corporate power struggles.",False,Litigation teams presented exhibits challenging contracts within corporate power struggles,litigation team present exhibit challenging contract corporate power struggle
1178,634,735,"Camp instructors taught archery, introducing novices to stance and technique.",False,Camp instructors taught archery introducing novices to stance and technique,camp instructor teach archery introduce novice stance technique
1179,635,736,"Healers practiced acupuncture, aiding patients with ailments through noninvasive needles.",False,Healers practiced acupuncture aiding patients with ailments through noninvasive needles,healer practice acupuncture aid patient ailment noninvasive needle
1180,636,737,"Harbor pilots navigated tankers, preventing collisions while coordinating offloading schedules.",False,Harbor pilots navigated tankers preventing collisions while coordinating offloading schedules,harbor pilot navigate tanker prevent collision coordinate offload schedule
1181,637,738,"Volunteer medics attended marathons, assisting runners coping with exhaustion injuries.",False,Volunteer medics attended marathons assisting runners coping with exhaustion injuries,volunteer medic attend marathon assist runner cope exhaustion injury
1182,638,739,"Mentorship platforms supported freelancers, offering opportunities to expand professional networks.",False,Mentorship platforms supported freelancers offering opportunities to expand professional networks,mentorship platform support freelancer offer opportunity expand professional network
1183,639,740,"Junior chefs whisked batter, perfecting pastries served during workshop sessions.",False,Junior chefs whisked battery perfecting pastries served during workshop sessions,junior chef whisk battery perfecting pastry serve workshop session
1184,640,741,"Veteran anchors delivered broadcasts, reporting conflicts shaping sentiment every morning.",False,Veteran anchors delivered broadcasts reporting conflicts shaping sentiment every morning,veteran anchor deliver broadcast report conflict shape sentiment morning
1185,641,742,"Nautical engineers updated hull designs, lowering drag for vessel efficiency.",False,Nautical engineers updated hull designs lowering drag for vessel efficiency,nautical engineer update hull design lower drag vessel efficiency
1186,642,743,"Tournament directors enforced rules, ensuring fairness across professional gaming circuits.",False,Tournament directors enforced rules ensuring fairness across professional gaming circuits,tournament director enforce rule ensure fairness professional gaming circuit
1187,643,744,"Coding enthusiasts organized sprints, bridging gaps between novice and developers.",False,Coding enthusiasts organized sprints bridging gaps between novice and developers,code enthusiast organize sprint bridge gap novice developer
1188,644,745,"Retirees arranged caravans, touring historical battlegrounds across multiple European regions.",False,Retirees arranged caravans touring historical battlegrounds across multiple European regions,retiree arrange caravan tour historical battleground multiple european region
1189,645,746,"Horse breeders evaluated lineage, selecting champions bred for equestrian achievements.",False,Horse breeders evaluated lineage selecting champions bred for equestrian achievements,horse breeder evaluate lineage select champion breed equestrian achievement
1190,646,747,"Local filmmakers filmed epics, highlighting folklore among remote hillside communities.",False,Local filmmakers filmed epics highlighting folklore among remote hillside communities,local filmmaker film epic highlight folklore remote hillside community
1191,647,748,"Paramilitary forces trained recruits, fortifying positions against territorial infiltration attempts.",False,Paramilitary forces trained recruits fortifying positions against territorial infiltration attempts,paramilitary force train recruit fortify position territorial infiltration attempt
1192,648,749,"Shoreline developers introduced piers, boosting tourism within once-declining coastal economies.",False,Shoreline developers introduced piers boosting tourism within once-declining coastal economies,shoreline developer introduce pier boost tourism decline coastal economy
1193,649,750,"Migrant workers formed collectives, advocating compensation across agricultural supply chains.",False,Migrant workers formed collectives advocating compensation across agricultural supply chains,migrant worker form collective advocate compensation agricultural supply chain
1194,650,751,"Astrophotographers calibrated equipment, capturing galaxies billions of light years away.",False,Astrophotographers calibrated equipment capturing galaxies billions of light years away,astrophotographer calibrate equipment capture galaxy billion light year away
1195,651,752,"Improv comedians inspired laughter, shaping sketches through audience member suggestions.",False,improve comedians inspired laughter shaping sketches through audience member suggestions,improve comedian inspire laughter shape sketch audience member suggestion
1196,652,753,"Safety auditors inspected rigs, enforcing standards within oil exploration sectors.",False,Safety auditors inspected rigs enforcing standards within oil exploration sectors,safety auditor inspect rig enforce standard oil exploration sector
1197,653,754,"Traditional artisans dyed fabrics, adding patterns reflecting techniques across generations.",False,Traditional artisans dyed fabrics adding patterns reflecting techniques across generations,traditional artisan dye fabric add pattern reflect technique generation
1198,654,755,"Epidemiologists flagged variants, coordinating responses that minimized epidemic consequences globally.",False,Epidemiologists flagged variants coordinating responses that minimized epidemic consequences globally,epidemiologist flag variant coordinating response minimize epidemic consequence globally
1199,655,756,"Aquaponics pioneers tested designs, synergizing aquaculture with produce farming methods.",False,Aquaponics pioneers tested designs energizing aquaculture with produce farming methods,aquaponic pioneer test design energize aquaculture produce farming method
1200,656,757,"Monsoon rains overwhelmed levees, triggering evacuations throughout river delta communities.",False,Monsoon rains overwhelmed levees triggering evacuations throughout river delta communities,monsoon rain overwhelm levee trigger evacuation river delta community
1201,657,758,"Cultural festivals exhibited handicrafts, highlighting diversity thriving among regional enclaves.",False,Cultural festivals exhibited handicrafts highlighting diversity thriving among regional enclaves,cultural festival exhibit handicraft highlight diversity thrive regional enclave
1202,658,759,"Acclaimed critics applauded ballets, inspiring choreographers to refine dance movement.",False,Acclaimed critics applauded ballets inspiring choreographers to refine dance movement,acclaim critic applaud ballet inspire choreographer refine dance movement
1203,659,760,"Electricians wired circuits, preventing overloads throughout commercial complexes under construction.",False,Electricians wired circuits preventing overloads throughout commercial complexes under construction,electrician wire circuit prevent overload commercial complex construction
1204,660,761,"Merchants revived caravan routes, rejuvenating interregional trade across significant deserts.",False,Merchants revived caravan routes rejuvenating interregnal trade across significant deserts,merchant revive caravan route rejuvenate interregnal trade significant desert
1205,661,762,"Healthcare educators taught basics, equipping communities for fundamental first-aid emergencies.",False,Healthcare educators taught basics equipping communities for fundamental firsthand emergencies,healthcare educator teach basic equip community fundamental firsthand emergency
1206,662,763,"Rowers heaved oars, propelling sleek shells forward during regatta heats.",False,Rowers heaved oars propelling sleek shells forward during regatta heats,rower heave oar propel sleek shell forward regatta heat
1207,663,764,"Big-box retailers expanded online, addressing consumer preferences shaped by e-commerce.",False,Big-box retailers expanded online addressing consumer preferences shaped by e-commerce.,big box retailer expand online address consumer preference shape e commerce
1208,664,765,"Highland farmers bred yaks, adapting livestock production to elevated conditions.",False,Highland farmers bred yaks adapting livestock production to elevated conditions,farmer breed yak adapt livestock production elevated condition
1209,665,766,"Rock climbers practiced grips, strengthening hands before tackling cliff faces.",False,Rock climbers practiced grips strengthening hands before tackling cliff faces,rock climber practice grip strengthen hand tackle cliff face
1210,666,767,"Mobile clinics vaccinated children, delivering healthcare throughout underserved rural homesteads.",False,Mobile clinics vaccinated children delivering healthcare throughout undeserved rural homesteads,mobile clinic vaccinate child deliver healthcare undeserved rural homestead
1211,667,768,"Novice genealogists uncovered archives, discovering family ties bridging cultural backgrounds.",False,Novice genealogists uncovered archives discovering family ties bridging cultural backgrounds,novice genealogist uncover archive discover family tie bridge cultural background
1212,668,769,"Talented drummers improvised beats, enthralling passersby outside metropolitan transit stations.",False,Talented drummers improvised beats enthralling passersby outside metropolitan transit stations,talented drummer improvise beat enthral passersby metropolitan transit station
1213,669,770,"Geneticists sequenced frogs, identifying markers correlated with resistance against pathogens.",False,Geneticists sequenced frogs identifying markers correlated with resistance against pathogens,geneticist sequence frog identify marker correlate resistance pathogen
1214,670,771,"Diorama creators constructed landscapes, depicting scenes from eras through miniatures.",False,Diorama creators constructed landscapes depicting scenes from eras through miniatures,diorama creator construct landscape depict scene era miniature
1215,671,772,"Clinical trials monitored patients, tracking developments related to gene therapies.",False,Clinical trials monitored patients tracking developments related to gene therapies,clinical trial monitor patient track development relate gene therapy
1216,672,773,"Undercover investigators infiltrated syndicates, collecting evidence for law enforcement operations.",False,Undercover investigators infiltrated syndicates collecting evidence for law enforcement operations,undercover investigator infiltrate syndicate collect evidence law enforcement operation
1217,673,774,High-altitude balloon ascents verified pressure effects across uncharted atmospheric layers.,False,High-altitude balloon ascents verified pressure effects across uncharted atmospheric layers,high altitude balloon ascent verify pressure effect uncharted atmospheric layer
1218,674,775,"Calligraphy masters taught brush strokes, preserving traditions passed down generations.",False,Calligraphy masters taught brush strokes preserving traditions passed down generations,calligraphy master teach brush stroke preserve tradition pass generation
1219,675,776,"Costume wardrobes used upcycled materials, promoting approaches within performing arts.",False,Costume wardrobes used recycled materials promoting approaches within performing arts,costume wardrobe recycled material promote approach perform art
1220,676,777,"Crypto miners validated blocks, securing decentralized ledgers fueling financial transactions.",False,crypt miners validated blocks securing decentralized ledgers fueling financial transactions,crypt miner validate block secure decentralized ledger fuel financial transaction
1221,677,778,"Art teachers hosted tutorials, showcasing sculpture techniques for adolescent creativity.",False,Art teachers hosted tutorials showcasing sculpture techniques for adolescent creativity,art teacher host tutorial showcase sculpture technique adolescent creativity
1222,678,779,"Mountain watchers documented goat herds, analyzing movement patterns in habitats.",False,Mountain watchers documented goat herds analyzing movement patterns in habitats,mountain watcher document goat herd analyze movement pattern habitat
1223,679,780,"Technical illustrators drafted diagrams, clarifying robotics assembly steps for participants.",False,Technical illustrators drafted diagrams clarifying robotics assembly steps for participants,technical illustrator draft diagram clarify robotic assembly step participant
1224,680,781,"Rural villages launched cooperatives, bolstering microfinance programs within development models.",False,Rural villages launched cooperatives bolstering microfinance programs within development models,rural village launch cooperative bolster microfinance program development model
1225,681,782,"Art therapists combined mediums, helping clients explore traumas through expression.",False,Art therapists combined mediums helping clients explore traumas through expression,art therapist combine medium help client explore trauma expression
1226,682,783,"Bee experts tracked hives, measuring pollen availability across crop fields.",False,Bee experts tracked hives measuring pollen availability across crop fields,bee expert track hive measure pollen availability crop field
1227,683,784,"Videographers edited reels, refining angles that showcased scenic travel locations.",False,Videographers edited reels refining angles that showcased scenic travel locations,videographer edit reel refining angle showcase scenic travel location
1228,684,785,"Marine explorers discovered wreckage, reconstructing timelines associated with ship passages.",False,Marine explorers discovered wreckage reconstructing timeline associated with ship passages,marine explorer discover wreckage reconstruct timeline associate ship passage
1229,685,786,"Equity advocates championed legislation, uplifting underrepresented segments through policy frameworks.",False,Equity advocates championed legislation uplifting underrepresented segments through policy frameworks,equity advocate champion legislation uplift underrepresented segment policy framework
1230,686,787,"Magazine editors discussed deadlines, coordinating improvements amid hectic publishing cycles.",False,Magazine editors discussed deadlines coordinating improvements amid hectic publishing cycles,magazine editor discuss deadline coordinate improvement hectic publishing cycle
1231,687,788,"Fossil hunters unearthed raptors, analyzing bone fragments within paleontological zones.",False,Fossil hunters unearthed raptors analyzing bone fragments within paleontological zones,fossil hunter unearth raptor analyze bone fragment paleontological zone
1232,688,789,"Graphic novel artists storyboarded arcs, captivating fans awaiting plot developments.",False,Graphic novel artists storyboard arcs captivating fans awaiting plot developments,graphic novel artist arc captivate fan await plot development
1233,689,790,"Industrial researchers tested coatings, extending metal durability against corrosive environments.",False,Industrial researchers tested coatings extending metal durability against corrosive environments,industrial researcher test coating extend metal durability corrosive environment
1234,690,791,"Aerial firefighters doused flames, preventing forest destruction across mountainous terrain.",False,Aerial firefighters doused flames preventing forest destruction across mountainous terrain,aerial firefighter douse flame prevent forest destruction mountainous terrain
1235,691,792,"Racing drivers honed reflexes, anticipating collisions throughout adrenaline-charged circuit laps.",False,Racing drivers honed reflexes anticipating collisions throughout adrenaline-charged circuit laps,race driver hone reflex anticipate collision adrenaline charge circuit lap
1236,692,793,"Traditional markets showcased textiles, reflecting artisanal craftsmanship from tribal collectives.",False,Traditional markets showcased textiles reflecting artisanal craftsmanship from tribal collectives,traditional market showcase textile reflect artisanal craftsmanship tribal collective
1237,693,794,"Notable anthropologists unveiled theories, challenging assumptions formed by generation research.",False,Notable anthropologists unveiled theories challenging assumptions formed by generation research,notable anthropologist unveil theory challenge assumption form generation research
1238,694,795,"Cost estimators drafted proposals, advising companies adopting industrial production systems.",False,Cost estimators drafted proposals advising companies adopting industrial production systems,cost estimator draft proposal advise company adopt industrial production system
1239,695,796,"Street magicians conjured illusions, delighting pedestrians amid bustling attraction zones.",False,Street magicians conjured illusions delighting pedestrians amid bustling attraction zones,street magician conjure illusion delight pedestrian bustle attraction zone
1240,696,797,"Thermal cameras detected wildlife, assisting conservationists examining habitats during hours.",False,Thermal cameras detected wildlife assisting conservationists examining habitats during hours,thermal camera detect wildlife assist conservationist examine habitat hour
1241,697,798,"Language activists protected dialects, establishing cultural programs within endangered villages.",False,Language activists protected dialects establishing cultural programs within endangered villages,language activist protect dialect establish cultural program endanger village
1242,698,799,"Molecular chefs manipulated textures, showcasing experimental dishes during gastronomic events.",False,Molecular chefs manipulated textures showcasing experimental dishes during gastronomic events,molecular chef manipulate texture showcase experimental dish gastronomic event
1243,699,800,"Tea importers diversified blends, enticing connoisseurs pursuing international beverage traditions.",False,Tea importers diversified blends enticing connoisseurs pursuing international beverage traditions,tea importer diversify blend entice connoisseur pursue international beverage tradition
1244,700,801,Southeastern reefs guided oceanographers surveying coral bleaching within protected waters.,False,Southeastern reefs guided oceanographers surveying coral bleaching within protected waters,reef guide oceanographers survey coral bleaching protect water
1245,701,802,"Skilled botanists analyzed spore samples, advancing knowledge about fungal diversity.",False,Skilled botanists analyzed spore samples advancing knowledge about fungal diversity,skilled botanist analyze spore sample advance knowledge fungal diversity
1246,702,803,"Political cartoonists depicted satire, highlighting controversies overshadowed by mainstream coverage.",False,Political cartoonists depicted satire highlighting controversies overshadowed by mainstream coverage,political cartoonist depict satire highlight controversy overshadow mainstream coverage
1247,703,804,"Countryside mothers baked breads, feeding harvest crews finishing daily labor.",False,Countryside mothers baked breads feeding harvest crews finishing daily labor,countryside mother bake bread feed harvest crew finish daily labor
1248,704,805,"Virtual assistants automated tasks, streamlining processes for corporate department managers.",False,Virtual assistants automated tasks streamlining processes for corporate department managers,virtual assistant automate task streamline process corporate department manager
1249,705,806,"Grassland ecologists documented biodiversity, ensuring ecosystems endured climatic fluctuations globally.",False,Grassland ecologists documented biodiversity ensuring ecosystems endured climatic fluctuations globally,grassland ecologist document biodiversity ensure ecosystem endure climatic fluctuation globally
1250,706,807,"Refugee families crossed frontiers, facing hardships while seeking living conditions.",False,Refugee families crossed frontiers facing hardships while seeking living conditions,refugee family cross frontier face hardship seek living condition
1251,707,808,"Football referees enforced fairness, monitoring collisions during every championship match.",False,Football referees enforced fairness monitoring collisions during every championship match,football referee enforce fairness monitoring collision championship match
1252,708,809,"Mountain roads tested brakes, challenging travelers steering vehicles amid switchbacks.",False,Mountain roads tested brakes challenging travelers steering vehicles amid switchbacks,mountain road test brake challenge traveler steer vehicle switchback
1253,709,810,"Architects planned expansions, optimizing spaces around evolving metropolitan community needs.",False,Architects planned expansions optimizing spaces around evolving metropolitan community needs,architect plan expansion optimize space evolve metropolitan community need
1254,710,811,"Pediatric wards employed games, encouraging child patients undergoing hospital treatments.",False,Pediatric wards employed games encouraging child patients undergoing hospital treatments,pediatric ward employ game encourage child patient undergo hospital treatment
1255,711,812,"Engineers tested prototypes, refining elements supporting interplanetary robotic exploration missions.",False,Engineers tested prototypes refining elements supporting interplanetary robotic exploration missions,engineer test prototype refining element support interplanetary robotic exploration mission
1256,712,813,"Opera houses hosted galas, financing scholarships benefiting vocal performance prodigies.",False,Opera houses hosted galas financing scholarships benefiting vocal performance prodigies,opera house host gala financing scholarship benefit vocal performance prodigy
1257,713,814,"Ecological tours revealed sloths, captivating travelers along rainforest canopy walkways.",False,Ecological tours revealed sloths captivating travelers along rainforest canopy walkways,ecological tour reveal sloth captivate traveler rainforest canopy walkway
1258,714,815,"Amateur historians reexamined letters, challenging biases within national archives worldwide.",False,Amateur historians reexamined letters challenging biases within national archives worldwide,amateur historian reexamine letter challenge bias national archive worldwide
1259,715,816,"Seamstresses embroidered patterns, highlighting heritage passed down through ancestral lineages.",False,Seamstresses embroidered patterns highlighting heritage passed down through ancestral lineages,seamstress embroider pattern highlight heritage pass ancestral lineage
1260,716,817,"Builders completed highways, enabling supply routes bridging once-isolated resource hubs.",False,Builders completed highways enabling supply routes bridging once-isolated resource hubs,builder complete highway enable supply route bridge isolate resource hub
1261,717,818,"Orchard workers gathered produce, stacking crates onto tractor-drawn wagons daily.",False,Orchard workers gathered produce stacking crates onto tractor-drawn wagons daily,orchard worker gather produce stack crate tractor draw wagon daily
1262,718,819,"Volunteer tutors improved literacy, distributing textbooks throughout established learning facilities.",False,Volunteer tutors improved literacy distributing textbooks throughout established learning facilities,volunteer tutor improve literacy distribute textbook establish learn facility
1263,719,820,"Vegan recipe channels thrived, guiding followers toward plant-based dietary habits.",False,Vegan recipe channels thrived guiding followers toward plant-based dietary habits,vegan recipe channel thrive guide follower plant base dietary habit
1264,720,821,"Cross-country caravans formed routes, ferrying merchants across sweeping desert plains.",False,Cross-country caravans formed routes ferrying merchants across sweeping desert plains,cross country caravan form route ferry merchant sweep desert plain
1265,721,822,"Literary critics dissected metaphors, spotlighting nuance overlooked by mainstream readers.",False,Literary critics dissected metaphors spotlighting nuance overlooked by mainstream readers,literary critic dissect metaphor spotlight nuance overlook mainstream reader
1266,722,823,"E-learning platforms expanded globally, delivering content for self-paced skill development.",False,learning platforms expanded globally delivering content for self-paced skill development,learn platform expand globally deliver content self pace skill development
1267,723,824,"Weavers braided mats, selling crafts supporting local fair-trade cooperatives worldwide.",False,Weavers braided mats selling crafts supporting local fair-trade cooperatives worldwide,weaver braid mat sell craft support local fair trade cooperative worldwide
1268,724,825,"Journalism internships offered experiences, teaching basics behind investigative reporting procedures.",False,Journalism internships offered experiences teaching basics behind investigative reporting procedures,journalism internship offer experience teach basic investigative reporting procedure
1269,725,826,"Fossil displays amazed visitors, illustrating evolution among prehistoric reptile species.",False,Fossil displays amazed visitors illustrating evolution among prehistoric reptile species,fossil display amazed visitor illustrate evolution prehistoric reptile specie
1270,726,827,"Distance runners paced themselves, persevering through terrain encountered during ultramarathons.",False,Distance runners paced themselves persevering through terrain encountered during ultramarathons.,distance runner pace persevere terrain encounter ultramarathon
1271,727,828,"Marine wind turbines harvested energy, contributing electricity along settlement grids.",False,Marine wind turbines harvested energy contributing electricity along settlement grids,marine wind turbine harvest energy contribute electricity settlement grid
1272,728,829,"Anthropologists deciphered carvings, unveiling traditions shared among coastal tribes regionally.",False,Anthropologists deciphered carvings unveiling traditions shared among coastal tribes regionally,anthropologist decipher carving unveil tradition share coastal tribe regionally
1273,729,830,"Board-game enthusiasts invented variants, engaging participants with reimagined puzzle mechanics.",False,boardgames enthusiasts invented variants engaging participants with imagined puzzle mechanics,boardgame enthusiast invent variant engage participant imagined puzzle mechanic
1274,730,831,"Animal rescues rehabilitated strays, placing them into permanent homes worldwide.",False,Animal rescues rehabilitated strays placing them into permanent homes worldwide,animal rescue rehabilitate stray place permanent home worldwide
1275,731,832,"Dive instructors checked equipment, preparing novices for certification near atolls.",False,Dive instructors checked equipment preparing novices for certification near atolls,dive instructor check equipment prepare novice certification atoll
1276,732,833,"Travellers ascended volcanoes, documenting craters formed by centuries-old geologic upheavals.",False,Travellers ascended volcanoes documenting craters formed by centuries-old geologic upheavals,traveller ascend volcano document crater form century old geologic upheaval
1277,733,834,"Automotive historians restored prototypes, showcasing designs impacting mass transportation concepts.",False,Automotive historians restored prototypes showcasing designs impacting mass transportation concepts,automotive historian restore prototype showcasing design impact mass transportation concept
1278,734,835,"Novel viruses emerged, prompting quarantines mandated under emergency health protocols.",False,Novel viruses emerged prompting quarantines mandated under emergency health protocols,novel virus emerge prompt quarantine mandate emergency health protocol
1279,735,836,"Hemp cultivators legalized production, inspiring entrepreneurs building textile supply chains.",False,Hemp cultivators legalized production inspiring entrepreneurs building textile supply chains,hemp cultivator legalize production inspire entrepreneur build textile supply chain
1280,736,837,"Census analysts revised guidelines, standardizing forms used for demographic assessments.",False,Census analysts revised guidelines standardizing forms used for demographic assessments,census analyst revise guideline standardize form demographic assessment
1281,737,838,"Pasture expansions boosted ranches, creating grazing opportunities among border territories.",False,Pasture expansions boosted ranches creating grazing opportunities among border territories,pasture expansion boost ranch create graze opportunity border territory
1282,738,839,"Astrogeologists simulated meteoroid impacts, examining crater formation across body surfaces.",False,Astrogeologists simulated meteoroid impacts examining crater formation across body surfaces,astrogeologist simulate meteoroid impact examine crater formation body surface
1283,739,840,"Shoemakers handcrafted boots, appealing to clientele desiring individualized footwear solutions.",False,Shoemakers handcrafted boots appealing to clientèle desiring individualized footwear solutions,shoemaker handcraft boot appeal clientèle desire individualized footwear solution
