,clean_sentence,clean_token,ref_type,original_ref_type
233,demolition crew dismantle condemn building clear ground expansive city revitalization project,demolition crew dismantle condemn buildingscity,Olfactive,Quality
357,novice astronomer document star cluster enhance astrometry precision technique,astronomer,Olfactive,Quality
393,warm smell beeswax candle fill dimly light chapel,warm smell beeswax candle,Olfactive,Quality
391,harness compute cluster advance genomic datum analysis,nan,Olfactive,Quality
160,costume historian document garment identify trend early european fashion,historian,Olfactive,Quality
190,forensic expert reconstruct crime scene gather evidence lead conclusive conviction,expert crime scene,Olfactive,Quality
268,magician perform illusion enchanting crowd hand movement showcase,magician crowd,Olfactive,Quality
397,social worker advocate therapy offer resource alleviate trauma confront survivor,social worker,Olfactive,Quality
244,urban farmer erect greenhouse cultivate organic produce bustle city intersection,urban farmer greenhouse organic produce bustle city intersection,Olfactive,Quality
296,chemistry teacher perform experiment reinforce concept advanced laboratory coursework,chemistry teacher experiment laboratory,Olfactive,Quality
335,soft floral perfume cling silk scarf,soft floral perfume silk,Olfactive,Quality
226,coastal resident evacuate home heed urgent warning incoming hurricane landfall,coastal resident hurricane,Olfactive,Quality
184,mechanical engineer design prosthesis restore mobility disabled patient efficiently,mechanical engineer patient,Olfactive,Quality
19,solitary monk meditate quietly whispering pine steep cliff,monkpine steep cliff,Olfactive,Quality
170,human right lawyer defend case advocate justice marginalized community globally,lawyer,Olfactive,Quality
79,housekeeping staff sanitize corridor enforce hygiene protocol hospital complex,housekeeping staff sanitize hospital,Olfactive,Quality
267,hiker prepare meticulously pack supply multi day mountainous trekking expedition,hikerssupplie mountainous trekking,Olfactive,Quality
18,friend recount humorous story glow ember riverside campfire,campfire,Olfactive,Quality
316,diplomat establish protocol avert conflict escalation border region globally,diplomat,Olfactive,Quality
113,lighthouse keeper maintain beacon guide ship safely dangerous offshore reef,lighthouse keeper beacon offshore reef,Olfactive,Quality
318,steam broccoli carry sulfurous odor fill dining room,steam sulfurous odor dining,Olfactive,Quality
132,sculptor chisel granite shaping monument commemorate influential political leader worldwide,sculptor chisel granite,Olfactive,Quality
31,horse draw wagon rattle unevenly narrow road border roll meadow,horse draw wagon meadow,Olfactive,Quality
36,seasoned baker knead dough vigorously shape loaf community feast,baker loaf feast,Olfactive,Quality
182,medical illustrator diagram procedure assist surgeon perform complex delicate operation,medical illustrator surgeon operation,Olfactive,Quality
216,suburban cyclist form club conquer scenic weekend trail local park,cyclist local park,Olfactive,Quality
196,urban archaeologist excavate ruin uncover forgotten settlement bury modern street,urban archaeologist excavate ruin bury modern street,Olfactive,Quality
336,soccer captain provide leadership motivate player gruele tournament condition,soccer captain player tournament condition,Olfactive,Quality
232,elderly hiker embrace nature conquer gentle slope seasonal trek club outing,elderly hiker nature outing,Olfactive,Quality
204,space probe survey asteroid identify resource future interplanetary mining mission,space probe asteroid,Olfactive,Quality
368,teach journalist preview headset describe advancement immerse virtual reality realm,tech journalist,Olfactive,Quality
59,rescue boat patrol coastline assist strand passenger sea condition,coastline strand passenger,Olfactive,Quality
123,chemistry student synthesize compound testing formula design industrial production application,chemistry student,Olfactive,Quality
167,international summit establish policy address environmental impact coastal economy worldwide,nan,Olfactive,Quality
6,kayaker navigate choppy rapid jagged cliff low hang storm cloud,kayaker rapid,Olfactive,Quality
300,surf instructor demonstrate maneuver coach novice powerful ocean riptide,novice,Olfactive,Quality
282,ranger patrol grassland observe roam herd nature protection zone,ranger grassland herd nature protection zone,Olfactive,Quality
10,surveyor map treacherous pass steep ridge overlook valley,steep ridgessurveyor,Olfactive,Quality
256,marine reserve protect coral atoll safeguard wildlife crucial ecosystem,marine reserve coral atoll wildlife,Olfactive,Quality
112,classicist translate inscription reveal message lose mediterranean civilization,classicist,Olfactive,Quality
81,electric bus replace vehicle lower emission transport commuter city,electric bus vehicle emission commuter city,Olfactive,Quality
215,musician transcribe folk song preserve melody unique disappear cultural tradition,musician,Olfactive,Quality
243,neighborhood scout camp overnight master survival tactic designate nature reserve,scout camped nature reserve,Olfactive,Quality
217,professor organize field trip immerse student research,professor student field trip,Olfactive,Quality
323,neighborhood committee propose park renovation building playground allocate fund,neighborhood committee park renovation,Olfactive,Quality
283,coastal ranger guard turtle defend hatchle harm migration,coastal ranger turtle hatchling,Olfactive,Quality
198,physiology researcher examine reflex investigate split second reaction high pressure situation,physiology researcher,Olfactive,Quality
169,emergency responder coordinate evacuation protect civilian imminent wildfire threat,emergency responder wildfire,Olfactive,Quality
306,rescue aviator scour canyon search hiker miss wilderness path,aviator canyon hiker wilderness path,Olfactive,Quality
96,violin maker test resonance fine tune wood thickness optimal tonal richness,violin maker wood,Olfactive,Quality
69,arista serve handcraft beverage please patron bustling coffee shop,barista beverage bustle coffee shop,Olfactive,Quality
281,urban gardener cultivate produce help neighbor adopt cost effective nutritional habit,urban gardener produce neighbor,Olfactive,Quality
103,biophysicist examine protein decipher fold pattern affect cellular metabolic process,biophysicist,Olfactive,Quality
165,astrobiologist theorize extremophile speculate extraterrestrial microbial adaptation,astrobiologist,Olfactive,Quality
314,financial regulator audit bank safeguard consumer predatory lending tactic,regulator,Olfactive,Quality
104,mobile ape developer streamline interface refining usability diverse consumer demographic,developer,Olfactive,Quality
337,earthy rich smell pot soil fill nursery,earthy pot soil,Olfactive,Quality
68,retired geologist revisit quarry analyze rock sample excavation layer,geologist quarry,Olfactive,Quality
23,harvest festivity united farmer showcase produce lively weekly market gathering,harvest festivity farmersproduce market gathering,Olfactive,Quality
37,tower reed whisper softly tranquil river flow distant wetland,reed river wetland,Olfactive,Quality
166,submarine captain monitor depth navigate treacherous underwater canyon efficiently,submarine captain,Olfactive,Quality
137,hydrologist measure aquifer manage freshwater resource drought prone agricultural district,hydrologist aquifersfreshwater resource agricultural district,Olfactive,Quality
67,expert archeologist unearth artifact verify ancient timeline museum record,archeologist unearthed artifact,Olfactive,Quality
228,horticulturist crossbred cultivar produce resilient hybrid adapt climate zone,horticulturist cultivar resilient hybrid,Olfactive,Quality
396,fresh zesty aroma lime brighten tropical cocktail station,fresh zesty aroma lime tropical cocktail,Olfactive,Quality
400,space tourist capture video document earth curvature observation deck,space tourist,Olfactive,Quality
203,ski resort expand lift accommodate winter sport enthusiast arrive globally,ski resort winter enthusiast,Olfactive,Quality
142,rock climber ascend cliff navigate overhang require precise grip strength technique,rock climber cliff,Olfactive,Quality
168,drone pilot map territory capture aerial footage governmental surveying project,drone pilot,Olfactive,Quality
324,tranquil fountain bubble softly attract family seek peaceful rest errand,fountain family,Olfactive,Quality
88,agricultural researcher crossbreed grain produce drought resistant crop expand arid region,agricultural researcher grain crop arid region,Olfactive,Quality
344,scriptwriter brainstorm twist keep audience enthral upcoming blockbuster action flick,scriptwriter audience,Olfactive,Quality
214,mathematician solve equation expand theoretical framework generation computing system,mathematician,Olfactive,Quality
345,taxonomy expert classify specimen update database upcoming biological survey,expert specimen,Olfactive,Quality
207,bird sanctuary protect nest ensure specie survive ongoing deforestation effort,bird sanctuary nest deforestation,Olfactive,Quality
326,breathtaking hot air balloon float farmland pleasing crowd sunrise festival,farmland crowd festival,Olfactive,Quality
279,rugged mountaineer cross glacier defy blizzard staggering alpine altitude,mountaineer glacier blizzard alpine altitude,Olfactive,Quality
295,geologist pore strata interpreting evidence prehistoric climate change,geologist,Olfactive,Quality
219,accomplished pianist master prelude delight evening gathering candlelit concert venue,pianistsevene gathering candlelit concert venue,Olfactive,Quality
311,veteran mountaineer brave avalanche hone survival tactic summit attempt,avalanche,Olfactive,Quality
147,aerospace contractor optimize satellite enhance datum transmission rate global communication network,aerospace contractor,Olfactive,Quality
38,falcon dive rapidly surprising small prey wide grassland plain nearby,falcon small grassland,Olfactive,Quality
11,cat lounge contentedly unwarmed windowsill long peaceful afternoon indoor,cat,Olfactive,Quality
354,serene monk chant mantra ancient temple surround carve pillar,monk ancient temple,Olfactive,Quality
229,cheerful busker encourage applause entertaining pedestrian busy urban avenue,cheerful busker pedestrian busy urban avenue,Olfactive,Quality
124,bird watcher identify warbler log movement seasonal migratory corridor,bird watcher warbler,Olfactive,Quality
212,paleoclimatologie examine sediment reveal atmospheric shift prehistoric geological age,paleoclimatologist sediment,Olfactive,Quality
273,fire dancer mesmerize audience execute routine blaze torch nightly,fire dancer audience blaze torch,Olfactive,Quality
328,curator unveil relic detail archaeological breakthrough discover submerge dwelling,curator relic submerge dwelling,Olfactive,Quality
131,museum donor fund exhibition enrich collection display major global institution,museum donor collection,Olfactive,Quality
373,mentor supervise bootcamp cultivate leadership quality business owner globally,mentor business owner,Olfactive,Quality
388,crisp clean scent morning dew cling grass,crisp scent morning,Olfactive,Quality
299,climb parapet overtake fortress abandon century long political upheaval,ivy fortress abandon,Olfactive,Quality
367,poetry club host slams invigorate creativity emerge speak word enthusiast,poetry club,Olfactive,Quality
191,clockmaker repair gear restore century old timepiece private collector worldwide,clockmaker,Olfactive,Quality
254,blacksmith repair vintage armor sustain tradition forget modernization,blacksmith vintage armor,Olfactive,Quality
376,operator guide excursion showcase wildlife hide forest undergrowth,wildlife forest undergrowth,Olfactive,Quality
178,campaign strategist adjust message tailoring outreach diverse demographic segment,campaign strategist,Olfactive,Quality
231,ranger patrol campground uphold guideline design fire prevention wildlife protection,ranger campground fire wildlife,Olfactive,Quality
385,crush mint leave release sharp refreshing scent air,crush leave release sharp refresh scent,Olfactive,Quality
