,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text,Unnamed: 0.1,Number
1473,929,,,"Regional airlines acquired planes, expanding domestic routes across mountainous archipelago destinations.",,False,Regional airlines acquired planes expanding domestic routes across mountainous archipelago destinations,regional airline acquire plane expand domestic route mountainous archipelago destination,1473.0,1030.0
1114,570,,,"Television producers pitched pilots, securing casting agencies for market demands.",,False,Television producers pitched pilots securing casting agencies for market demands,television producer pitch pilot secure cast agency market demand,1114.0,671.0
1164,620,,,"Dramatic cosplayers assembled wardrobes, surprising judges throughout fan conventions overseas.",,False,Dramatic cosplayers assembled wardrobes surprising judges throughout fan conventions overseas,dramatic cosplayer assemble wardrobe surprising judge fan convention overseas,1164.0,721.0
70,70,,,"The earthy, bitter smell of coffee beans lingered in the caf",,True,The earthy bitter smell of coffee beans lingered in the can,earthy bitter smell coffee bean linger,70.0,71.0
1047,503,,,"Graduate interns compiled references, advancing theses expanding scientific knowledge regionally.",,False,Graduate interns compiled references advancing theses expanding scientific knowledge regionally,graduate intern compile reference advance expand scientific knowledge regionally,1047.0,604.0
299,299,,,'92s gloves.,,True,'92s gloves,glove,299.0,300.0
239,239,,,"The strong, spicy smell of cinnamon sticks filled the festive kitchen.",,True,The strong spicy smell of cinnamon sticks filled the festive kitchen,strong spicy smell cinnamon stick fill festive kitchen,239.0,240.0
1330,786,,,"Traffic planners installed roundabouts, reducing congestion within traveled urban intersections.",,False,Traffic planners installed roundabouts reducing congestion within traveled urban intersections,traffic planner instal roundabout reduce congestion travel urban intersection,1330.0,887.0
1716,1172,,,"Shelters rescued strays, rehabilitating animals before placing them into homes.",,False,Shelters rescued strays rehabilitating animals before placing them into homes,shelter rescue stray rehabilitate animal place home,1716.0,1273.0
926,382,,,"Jungle explorers hacked foliage, uncovering ruins overshadowed by vine cover.",,False,Jungle explorers hacked foliage uncovering ruins overshadowed by vine cover,jungle explorer hack foliage uncovering ruin overshadow vine cover,926.0,483.0
990,446,,,"Ice skaters practiced spins, polishing routines under arena spotlights daily.",,False,Ice skaters practiced spins polishing routines under arena spotlights daily,ice skater practice spin polish routine arena spotlight daily,990.0,547.0
1185,641,,,"Nautical engineers updated hull designs, lowering drag for vessel efficiency.",,False,Nautical engineers updated hull designs lowering drag for vessel efficiency,nautical engineer update hull design lower drag vessel efficiency,1185.0,742.0
2114,1570,,,"Private tutors offered sessions, tailoring lessons to each pupil",,False,Private tutors offered sessions tailoring lessons to each pupil,private tutor offer session tailor lesson pupil,2114.0,1673.0
1442,898,,,"Orchestra conductors directed crescendos, unifying musicians delivering stunning live performances nightly.",,False,Orchestra conductors directed crescendos unifying musicians delivering stunning live performances nightly,orchestra conductor direct crescendo unify musician deliver stunning live performance nightly,1442.0,999.0
471,471,,,"The sharp, herbal scent of eucalyptus infused the steaming sauna air.",,True,The sharp herbal scent of eucalyptus infused the steaming sauna air,sharp herbal scent eucalyptus infuse steaming air,471.0,472.0
2129,1585,,,"Archives revealed diaries, sharing testimonies from survivors recounting wartime occupation details.",,False,Archives revealed diaries sharing testimonies from survivors recounting wartime occupation details,archive reveal diary share testimony survivor recount wartime occupation detail,2129.0,1688.0
674,130,,,Various vendors displayed artisan crafts under tents during fairs statewide.,,False,Various vendors displayed artisan crafts under tents during fairs statewide,vendor display artisan craft tent fair statewide,674.0,131.0
1642,1098,,,"Aquariums exhibited jellyfish tanks, mesmerizing audiences with slow, hypnotic luminescence patterns.",,False,Aquariums exhibited jellyfish tanks mesmerizing audiences with slow hypnotic luminescence patterns,aquarium exhibit jellyfish tank mesmerize audience slow hypnotic luminescence pattern,1642.0,1199.0
670,126,,,"Participants trained regularly, pursuing victory during forthcoming athletic championship events.",,False,Participants trained regularly pursuing victory during forthcoming athletic championship events,participant train regularly pursue victory forthcoming athletic championship event,670.0,127.0
289,289,,,A faint metallic odor came from the iron gate after the rain.,,True,A faint metallic odor came from the iron gate after the rain,faint metallic odor come iron gate rain,289.0,290.0
1885,1341,,,"Metropolitan expansions required rezoning, establishing multi-purpose towers near mass-transit stations.",,False,Metropolitan expansions required rezoning establishing multipurpose towers near mass-transit stations,metropolitan expansion require rezoning establish multipurpose tower mass transit station,1885.0,1444.0
1453,909,,,"Student volunteers organized expeditions, building wells for remote desert communities.",,False,Student volunteers organized expeditions building wells for remote desert communities,student volunteer organize expedition build well remote desert community,1453.0,1010.0
765,221,,,"Gamers streamed live matches, building followings among competitive esports enthusiasts globally.",,False,Gamers streamed live matches building followings among competitive sports enthusiasts globally,gamer stream live match build following competitive sport enthusiast globally,765.0,322.0
987,443,,,"Entrepreneurs launched cooperatives, organizing skilled laborers into fair, profitable ventures.",,False,Entrepreneurs launched cooperatives organizing skilled laborers into fair profitable ventures,entrepreneur launch cooperative organize skilled laborer fair profitable venture,987.0,544.0
1816,1272,,,"Social workers facilitated adoptions, uniting families with waiting foster children.",,False,Social workers facilitated adoptions uniting families with waiting foster children,social worker facilitate adoption unite family wait foster child,1816.0,1374.0
1343,799,,,"Microbiology labs examined samples, isolating cultures to antibiotic advancement globally.",,False,Microbiology labs examined samples isolating cultures to antibiotic advancement globally,microbiology lab examine sample isolate culture antibiotic advancement globally,1343.0,900.0
610,66,,,"Artists blended contrasting pigments, developing paintings with striking emotional resonance.",,False,Artists blended contrasting pigments developing paintings with striking emotional resonance,artist blend contrast pigment develop painting strike emotional resonance,610.0,67.0
1223,679,,,"Technical illustrators drafted diagrams, clarifying robotics assembly steps for participants.",,False,Technical illustrators drafted diagrams clarifying robotics assembly steps for participants,technical illustrator draft diagram clarify robotic assembly step participant,1223.0,780.0
111,111,,,Warm bread rolls carried the comforting scent of home-cooked meals.,,True,Warm bread rolls carried the comforting scent of home-cooked meals,warm bread roll carry comforting scent home cook meal,111.0,112.0
233,233,,,The buttery scent of hollandaise sauce accompanied the steaming eggs Benedict.,,True,The buttery scent of hollandaise sauce accompanied the steaming eggs benedict,buttery scent hollandaise sauce accompany steaming egg,233.0,234.0
508,508,,,"The sweet, tropical scent of mangos brightened the fruit salad bowl.",,True,The sweet tropical scent of mangos brightened the fruit salad bowl,sweet tropical scent mango brighten fruit salad bowl,508.0,509.0
1683,1139,,,"Rare coin auctions attracted collectors, driving bids for significant currencies.",,False,Rare coin auctions attracted collectors driving bids for significant currencies,rare coin auction attract collector drive bid significant currency,1683.0,1240.0
1907,1363,,,"Museum docents explained artifacts, guiding visitors through historical contexts meticulously.",,False,Museum docents explained artifacts guiding visitors through historical contexts meticulously,museum docent explain artifact guide visitor historical context meticulously,1907.0,1466.0
914,370,,,"Hikers prepared meticulously, packing supplies for multi-day mountainous trekking expeditions.",,False,Hikers prepared meticulously packing supplies for multi-day mountainous trekking expeditions,hiker prepare meticulously pack supply multi day mountainous trekking expedition,914.0,471.0
67,67,,,A bouquet of lilies filled the room with a heady perfume.,,True,A bouquet of lilies filled the room with a heady perfume,bouquet lily fill room heady perfume,67.0,68.0
1106,562,,,"Equestrian clubs organized tournaments, awarding ribbons for show-jumping participants seasonally.",,False,Equestrian clubs organized tournaments awarding ribbons for showjumping participants seasonally,equestrian club organize tournament award ribbon showjumpe participant seasonally,1106.0,663.0
1637,1093,,,"Casting directors selected roles, matching personalities suited for progressive film narratives.",,False,Casting directors selected roles matching personalities suited for progressive film narratives,cast director select role match personality suit progressive film narrative,1637.0,1194.0
579,35,,,Cautious travelers checked weather reports before driving through mountainous switchback roads.,,False,Cautious travelers checked weather reports before driving through mountainous switchback roads,cautious traveler check weather report drive mountainous switchback road,579.0,36.0
596,52,,,The final puzzle piece completed everyone,,False,The final puzzle piece completed everyone,final puzzle piece complete,596.0,53.0
128,128,,,The sharp scent of freshly grated ginger tingled her nose.,,True,The sharp scent of freshly grated ginger tingled her nose,sharp scent freshly grate ginger tingle nose,128.0,129.0
1619,1075,,,"Fact-checkers validated sources, fortifying journalistic integrity with meticulous verification procedures.",,False,Fact-checkers validated sources fortifying journalistic integrity with meticulous verification procedures,fact checker validate source fortify journalistic integrity meticulous verification procedure,1619.0,1176.0
29,29,,,A faint floral perfume clung to the note in the envelope.,,True,A faint floral perfume clung to the note in the envelope,faint floral perfume cling note envelope,29.0,30.0
1559,1015,,,"Floral arrangers fashioned bouquets, brightening banquet tables during celebratory evening events.",,False,Floral arrangers fashioned bouquets brightening banquet tables during celebratory evening events,arranger fashion bouquet brighten banquet table celebratory evening event,1559.0,1116.0
1845,1301,,,"Helicopter pilots hovered expertly, rescuing stranded campers from remote mountain clearings.",,False,Helicopter pilots hovered expertly rescuing stranded campers from remote mountain clearings,helicopter pilot hover expertly rescue strand camper remote mountain clearing,1845.0,1404.0
2117,1573,,,"Documentary editors compiled interviews, painting intimate portraits of overlooked historical figures.",,False,Documentary editors compiled interviews painting intimate portraits of overlooked historical figures,documentary editor compile interview paint intimate portrait overlooked historical figure,2117.0,1676.0
2075,1531,,,"Food scientists researched proteins, supporting dietary transitions across developing global populations.",,False,Food scientists researched proteins supporting dietary transitions across developing global populations,food scientist research protein support dietary transition develop global population,2075.0,1634.0
1573,1029,,,"Pioneering educators developed curricula, integrating creativity across interdisciplinary academic subjects.",,False,Pioneering educators developed curricular integrating creativity across interdisciplinary academic subjects,pioneer educator develop curricular integrate creativity interdisciplinary academic subject,1573.0,1130.0
1454,910,,,"Fossil enthusiasts presented findings, informing museum patrons about Triassic-era reptilian evolution.",,False,Fossil enthusiasts presented findings informing museum patrons about Triassic-era reptilian evolution,fossil enthusiast present finding inform museum patron triassic era reptilian evolution,1454.0,1011.0
514,514,,,A faintly floral orange blossom fragrance enhanced the artisan soap.,,True,A faintly floral orange blossom fragrance enhanced the artisan soap,faintly floral orange blossom fragrance enhance artisan soap,514.0,515.0
135,135,,,"A rich, earthy scent of truffles wafted from the gourmet dish.",,True,A rich earthy scent of truffles wafted from the gourmet dish,rich earthy scent truffle waft gourmet dish,135.0,136.0
809,265,,,"Skilled swimmers perfected dives, impressing judges at prestigious international aquatic championships.",,False,Skilled swimmers perfected dives impressing judges at prestigious international aquatic championships,skilled swimmer perfect dive impress judge prestigious international aquatic championship,809.0,366.0
1790,1246,,,"Restaurant owners overhauled kitchens, adopting sustainable practices for environmentally responsible dining.",,False,Restaurant owners overhauled kitchens adopting sustainable practices for environmentally responsible dining,restaurant owner overhaul kitchen adopt sustainable practice environmentally responsible dining,1790.0,1348.0
1281,737,,,"Pasture expansions boosted ranches, creating grazing opportunities among border territories.",,False,Pasture expansions boosted ranches creating grazing opportunities among border territories,pasture expansion boost ranch create graze opportunity border territory,1281.0,838.0
743,199,,,"Electric buses replaced vehicles, lowering emissions while transporting commuters cities.",,False,Electric buses replaced vehicles lowering emissions while transporting commuters cities,electric bus replace vehicle lower emission transport commuter city,743.0,200.0
297,297,,,'e9.,,True,'e9.,,297.0,298.0
483,483,,,"The warm, sugary smell of maple syrup filled the pancake house.",,True,The warm sugary smell of maple syrup filled the pancake house,warm sugary smell maple syrup fill house,483.0,484.0
51,51,,,Perfumed soap left a lingering floral trail on her hands.,,True,Perfumed soap left a lingering floral trail on her hands,perfumed soap leave linger floral trail hand,51.0,52.0
1272,728,,,"Anthropologists deciphered carvings, unveiling traditions shared among coastal tribes regionally.",,False,Anthropologists deciphered carvings unveiling traditions shared among coastal tribes regionally,anthropologist decipher carving unveil tradition share coastal tribe regionally,1272.0,829.0
196,196,,,The earthy aroma of mushrooms cooked in butter filled the skillet.,,True,The earthy aroma of mushrooms cooked in butter filled the skillet,earthy aroma mushroom cook butter fill skillet,196.0,197.0
997,453,,,"Sculptors shaped marble blocks, unveiling figures beneath chiseling over time.",,False,Sculptors shaped marble blocks unveiling figures beneath chiseling over time,sculptor shape marble block unveil figure chisel time,997.0,554.0
1280,736,,,"Census analysts revised guidelines, standardizing forms used for demographic assessments.",,False,Census analysts revised guidelines standardizing forms used for demographic assessments,census analyst revise guideline standardize form demographic assessment,1280.0,837.0
905,361,,,"Climatologists published simulations, predicting temperature spikes amid carbon emission trends.",,False,Climatologists published simulations predicting temperature spikes amid carbon emission trends,climatologist publish simulation predict temperature spike carbon emission trend,905.0,462.0
561,17,,,"Whales surfaced briefly, greeting dawn watchers along a rocky coastline path.",,False,Whales surfaced briefly greeting dawn watchers along a rocky coastline path,whale surface briefly greet dawn watcher rocky coastline path,561.0,18.0
1815,1271,,,"Photography clubs taught framing, elevating snapshots captured by budding enthusiasts daily.",,False,Photography clubs taught framing elevating snapshots captured by budding enthusiasts daily,photography club teach frame elevate snapshot capture bud enthusiast daily,1815.0,1373.0
109,109,,,The metallic smell of blood tinged the sterile hospital air.,,True,The metallic smell of blood tinged the sterile hospital air,metallic smell blood tinge sterile hospital air,109.0,110.0
1273,729,,,"Board-game enthusiasts invented variants, engaging participants with reimagined puzzle mechanics.",,False,boardgames enthusiasts invented variants engaging participants with imagined puzzle mechanics,boardgame enthusiast invent variant engage participant imagined puzzle mechanic,1273.0,830.0
1486,942,,,"Healthcare aides supported elders, improving comfort through attentive daily living assistance.",,False,Healthcare aides supported elders improving comfort through attentive daily living assistance,healthcare aide support elder improve comfort attentive daily living assistance,1486.0,1043.0
332,332,,,"The earthy, damp smell of freshly watered plants filled the greenhouse.",,True,The earthy damp smell of freshly watered plants filled the greenhouse,earthy damp smell freshly water plant fill greenhouse,332.0,333.0
1523,979,,,"Electric grid improvements stabilized supplies, averting blackouts across previously vulnerable regions.",,False,Electric grid improvements stabilized supplies averting blackouts across previously vulnerable regions,electric grid improvement stabilize supply avert blackout previously vulnerable region,1523.0,1080.0
2107,1563,,,"Municipal administrators funded libraries, broadening reading materials for community enrichment programs.",,False,Municipal administrators funded libraries broadening reading materials for community enrichment programs,municipal administrator fund library broaden read material community enrichment program,2107.0,1666.0
548,4,,,"Seven bold knights guarded the fortress under dark, turbulent storm clouds.",,False,Seven bold knights guarded the fortress under dark turbulent storm clouds,bold knight guard fortress dark turbulent storm cloud,548.0,5.0
306,306,,,"The sweet, warm aroma of vanilla extract filled the baker",,True,The sweet warm aroma of vanilla extract filled the baker,sweet warm aroma vanilla extract fill baker,306.0,307.0
1116,572,,,"Habitat managers selected flora, maintaining plant diversity within controlled preserves.",,False,Habitat managers selected floral maintaining plant diversity within controlled preserves,habitat manager select floral maintain plant diversity control preserve,1116.0,673.0
2038,1494,,,"Equestrian vets performed checkups, treating thoroughbreds prepared for challenging seasonal competitions.",,False,Equestrian vets performed checkups treating thoroughbreds prepared for challenging seasonal competitions,equestrian vet perform checkup treat thoroughbred prepare challenge seasonal competition,2038.0,1597.0
1621,1077,,,"Zen practitioners practiced compassion, modeling serenity within stressful modern environments.",,False,Zen practitioners practiced compassion modeling serenity within stressful modern environments,zen practitioner practice compassion model serenity stressful modern environment,1621.0,1178.0
1793,1249,,,"Territorial disputes ended peacefully, cementing alliances that stabilized entire border regions.",,False,Territorial disputes ended peacefully cementing alliances that stabilized entire border regions,territorial dispute end peacefully cement alliance stabilize entire border region,1793.0,1351.0
1234,690,,,"Aerial firefighters doused flames, preventing forest destruction across mountainous terrain.",,False,Aerial firefighters doused flames preventing forest destruction across mountainous terrain,aerial firefighter douse flame prevent forest destruction mountainous terrain,1234.0,791.0
746,202,,,"Professors organized field trips, immersing students in hands-on ecological research.",,False,Professors organized field trips immersing students in hanson ecological research,professor organize field trip immerse student research,746.0,303.0
1553,1009,,,"Missions to asteroids collected samples, advancing extraterrestrial resource exploitation theories.",,False,Missions to asteroids collected samples advancing extraterrestrial resource exploitation theories,mission asteroid collect sample advance extraterrestrial resource exploitation theory,1553.0,1110.0
849,305,,,"Conference planners scheduled sessions, uniting delegates to solve policy obstacles.",,False,Conference planners scheduled sessions uniting delegates to solve policy obstacles,conference planner schedule session unite delegate solve policy obstacle,849.0,406.0
2025,1481,,,"Glass engineers prototyped screens, enhancing durability for next-level consumer electronics usage.",,False,Glass engineers prototyped screens enhancing durability for next-level consumer electronics usage,glass engineer prototype screen enhance durability level consumer electronic usage,2025.0,1584.0
1651,1107,,,"Marine life thrived, replenishing reef systems under environmental conservation policies.",,False,Marine life thrived replenishing reef systems under environmental conservation policies,marine life thrive replenish reef system environmental conservation policy,1651.0,1208.0
719,175,,,"Marathon swimmers endured rough tides, completing distances near coastal reefs.",,False,Marathon swimmers endured rough tides completing distances near coastal reefs,marathon swimmer endure rough tide complete distance coastal reef,719.0,176.0
184,184,,,"The sweet, sugary aroma of caramelized apples filled the air.",,True,The sweet sugary aroma of caramelized apples filled the air,sweet sugary aroma caramelize apple fill air,184.0,185.0
1744,1200,,,"Scientists analyzed ocean currents, predicting variations affecting global shipping efficiency everywhere.",,False,Scientists analyzed ocean currents predicting variations affecting global shipping efficiency everywhere,scientist analyze ocean current predict variation affect global shipping efficiency,1744.0,1302.0
1800,1256,,,"Glassblowers formed vases, mesmerizing onlookers fascinated by molten transformations unfolding.",,False,Glassblowers formed vases mesmerizing onlookers fascinated by molten transformations unfolding,glassblower form vase mesmerize onlooker fascinated molten transformation unfold,1800.0,1358.0
100,100,,,A hint of cinnamon and cloves lingered in the holiday air.,,True,A hint of cinnamon and cloves lingered in the holiday air,hint cinnamon clove linger holiday air,100.0,101.0
764,220,,,"Harsh desert conditions tested hikers, challenging them throughout blistering midday heat.",,False,Harsh desert conditions tested hikers challenging them throughout blistering midday heat,harsh desert condition test hiker challenge blister midday heat,764.0,321.0
1740,1196,,,"Portfolio managers diversified holdings, safeguarding assets despite volatility sweeping exchanges.",,False,Portfolio managers diversified holdings safeguarding assets despite volatility sweeping exchanges,portfolio manager diversify holding safeguard asset volatility sweeping exchange,1740.0,1297.0
1753,1209,,,"Ski patrols coordinated rescue gear, preparing advanced first-aid for hazardous slopes.",,False,Ski patrols coordinated rescue gear preparing advanced firsthand for hazardous slopes,ski patrol coordinate rescue gear prepare advanced firsthand hazardous slope,1753.0,1311.0
1810,1266,,,"Costume directors studied fashion, reflecting period authenticity for cinematic period dramas.",,False,Costume directors studied fashion reflecting period authenticity for cinematic period dramas,costume director study fashion reflect period authenticity cinematic period drama,1810.0,1368.0
416,416,,,"The sweet, fruity scent of strawberries perfumed the summer picnic.",,True,The sweet fruity scent of strawberries perfumed the summer picnic,sweet fruity scent strawberry perfume summer picnic,416.0,417.0
1457,913,,,"Mountain rescue crews braved avalanches, delivering supplies to stranded alpine hikers.",,False,Mountain rescue crews braved avalanches delivering supplies to stranded alpine hikers,mountain rescue crew brave avalanche deliver supply strand alpine hiker,1457.0,1014.0
818,274,,,"Extreme spelunkers descended caverns, mapping labyrinth tunnels hidden beneath ancient lava flows.",,False,Extreme spelunkers descended caverns mapping labyrinth tunnels hidden beneath ancient lava flows,extreme spelunker descend cavern map labyrinth tunnel hide ancient lava flow,818.0,375.0
1871,1327,,,"Chess amateurs replayed classics, studying master games for strategic inspiration daily.",,False,Chess amateurs replayed classics studying master games for strategic inspiration daily,chess amateur replay classic study master game strategic inspiration daily,1871.0,1430.0
1446,902,,,"Zoologists tracked cheetah sprints, quantifying peak speeds across African savannah habitats.",,False,Zoologists tracked cheetah sprints quantifying peak speeds across African savannah habitats,zoologist track sprint quantify peak speed african habitat,1446.0,1003.0
231,231,,,"A faintly sweet, nutty smell rose from the toasted sesame bagels.",,True,A faintly sweet nutty smell rose from the toasted sesame bagels,faintly sweet nutty smell rise toasted sesame bagel,231.0,232.0
529,529,,,A faint metallic odor of rust clung to the abandoned machinery.,,True,A faint metallic odor of rust clung to the abandoned machinery,faint metallic odor rust cling abandon machinery,529.0,530.0
408,408,,,"The sweet, mellow aroma of honeycomb rose from the farmer",,True,The sweet mellow aroma of honeycomb rose from the farmer,sweet mellow aroma honeycomb rise farmer,408.0,409.0
1326,782,,,"Alpine resorts upgraded facilities, targeting tourism throughout winter holiday months.",,False,Alpine resorts upgraded facilities targeting tourism throughout winter holiday months,alpine resort upgrade facility target tourism winter holiday month,1326.0,883.0
588,44,,,Winding roads forced travelers to drive slowly around hairpin mountain bends.,,False,Winding roads forced travelers to drive slowly around hairpin mountain bends,wind road force traveler drive slowly hairpin mountain bend,588.0,45.0
1764,1220,,,"Magicians honed illusions, fine-tuning sleight-of-hand artistry before prestigious stage competitions worldwide.",,False,Magicians honed illusions fine-tuning sleight-of-hand artistry before prestigious stage competitions worldwide,magician hone illusion fine tune sleight hand artistry prestigious stage competition worldwide,1764.0,1322.0
1176,632,,,"Developers funded hackerspaces, boosting solutions among diverse community innovators globally.",,False,"Developers funded hackerspaces, boosting solutions among diverse community innovators globally",developer fund hackerspace boost solution diverse community innovator globally,1176.0,733.0
429,429,,,"The sweet, chocolatey aroma of brownies baked in the warm kitchen.",,True,The sweet chocolatey aroma of brownies baked in the warm kitchen,sweet chocolatey aroma brownie bake warm kitchen,429.0,430.0
1459,915,,,"Nonprofit organizers coordinated donors, distributing provisions wherever urgent crises emerged.",,False,Nonprofit organizers coordinated donors distributing provisions wherever urgent crises emerged,nonprofit organizer coordinate donor distribute provision urgent crisis emerge,1459.0,1016.0
572,28,,,Bewildered tourists glimpsed ancient carvings etched deep into cliff faces.,,False,Bewildered tourists glimpsed ancient carvings etched deep into cliff faces,bewildered tourist glimpse ancient carving etch deep cliff face,572.0,29.0
120,120,,,"Crisp cucumbers exuded a fresh, watery aroma on the chopping board.",,True,Crisp cucumbers exuded a fresh watery aroma on the chopping board,crisp cucumber exude fresh watery aroma chopping board,120.0,121.0
1949,1405,,,"Pediatric nurses entertained toddlers, distracting them during routine immunization procedures.",,False,Pediatric nurses entertained toddlers distracting them during routine immunization procedures,pediatric nurse entertain toddler distract routine immunization procedure,1949.0,1508.0
1900,1356,,,"Biologists dissected plankton, revealing micro-ecosystems critical for entire oceanic food webs.",,False,Biologists dissected plankton revealing micro-ecosystems critical for entire oceanic food webs,biologist dissect plankton reveal micro ecosystem critical entire oceanic food webs,1900.0,1459.0
1393,849,,,"Online instructors assigned quizzes, measuring student retention following interactive video lessons.",,False,Online instructors assigned quizzes measuring student retention following interactive video lessons,online instructor assign quiz measure student retention follow interactive video lesson,1393.0,950.0
56,56,,,"Freshly brewed coffee released a rich, nutty, and comforting fragrance.",,True,Freshly brewed coffee released a rich nutty and comforting fragrance,freshly brew coffee release rich nutty comforting fragrance,56.0,57.0
479,479,,,"The rich, smoky scent of charred wood filled the artist",,True,The rich smoky scent of charred wood filled the artist,rich smoky scent charred wood fill artist,479.0,480.0
1376,832,,,"Collegiate fraternities hosted benefits, supporting charitable institutions within campus networks.",,False,Collegiate fraternities hosted benefits supporting charitable institutions within campus networks,collegiate fraternity host benefit support charitable institution campus network,1376.0,933.0
1670,1126,,,"Activist coalitions raised petitions, demanding investigations into questionable legislative dealings.",,False,Activist coalitions raised petitions demanding investigations into questionable legislative dealings,activist coalition raise petition demand investigation questionable legislative dealing,1670.0,1227.0
495,495,,,"The sharp, zesty smell of oranges invigorated the bustling juice bar.",,True,The sharp zesty smell of oranges invigorated the bustling juice bar,sharp zesty smell orange invigorate bustling juice bar,495.0,496.0
993,449,,,"Water engineers repaired systems, preventing local shortages amid heat waves.",,False,Water engineers repaired systems preventing local shortages amid heat waves,water engineer repair system prevent local shortage heat wave,993.0,550.0
324,324,,,"The earthy, resinous smell of cedarwood chips perfumed the wooden chest.",,True,The earthy resinous smell of cedarwood chips perfumed the wooden chest,earthy resinous smell cedarwood chip perfume wooden chest,324.0,325.0
999,455,,,"Script consultants reviewed dialogue, smoothing character interactions for film projects.",,False,Script consultants reviewed dialogue smoothing character interactions for film projects,script consultant review dialogue smooth character interaction film project,999.0,556.0
1883,1339,,,"College interns assisted curators, learning archival systems within renowned art museums.",,False,College interns assisted curators learning archival systems within renowned art museums,college intern assist curator learn archival system renowned art museum,1883.0,1442.0
485,485,,,"The earthy, damp scent of wet bark clung to the redwood forest.",,True,The earthy damp scent of wet bark clung to the redwood forest,earthy damp scent wet bark cling redwood forest,485.0,486.0
1957,1413,,,"Opera fans debated interpretations, dissecting vocal styles across historical golden ages.",,False,Opera fans debated interpretations dissecting vocal styles across historical golden ages,opera fan debate interpretation dissect vocal style historical golden age,1957.0,1516.0
1375,831,,,"Chess engines introduced moves, revealing solutions surpassing human strategic foresight.",,False,Chess engines introduced moves revealing solutions surpassing human strategic foresight,chess engine introduce move reveal solution surpass human strategic foresight,1375.0,932.0
282,282,,,"The fresh, herbal scent of parsley brightened the kitchen air.",,True,The fresh herbal scent of parsley brightened the kitchen air,fresh herbal scent parsley brighten kitchen air,282.0,283.0
1708,1164,,,"Storm watchers deployed sensors, documenting atmospheric anomalies preceding tornado formations.",,False,Storm watchers deployed sensors documenting atmospheric anomalies preceding tornado formations,storm watcher deploy sensor document atmospheric anomaly precede tornado formation,1708.0,1265.0
1121,577,,,"Treasury officials printed currency, fortifying economies throughout regional markets globally.",,False,Treasury officials printed currency fortifying economies throughout regional markets globally,official print currency fortifying economy regional market globally,1121.0,678.0
1689,1145,,,"Skaters built ramps, practicing aerial maneuvers perfected at tournaments nationwide.",,False,Skaters built ramps practicing aerial maneuvers perfected at tournaments nationwide,skater build ramp practice aerial maneuver perfect tournament nationwide,1689.0,1246.0
2034,1490,,,"Radiation experts monitored isotopes, tracking half-lives relevant to reactor containment protocols.",,False,Radiation experts monitored isotopes tracking half-lives relevant to reactor containment protocols,radiation expert monitor isotope track half life relevant reactor containment protocol,2034.0,1593.0
1756,1212,,,"Orchestras performed fanfares, rallying supportive audiences seeking grand ceremonial overtures nightly.",,False,Orchestras performed fanfares rallying supportive audiences seeking grand ceremonial overtures nightly,orchestra perform fanfare rally supportive audience seek grand overture nightly,1756.0,1314.0
840,296,,,"High school counselors advised seniors, clarifying scholarship opportunities and career pathways.",,False,High school counselors advised seniors clarifying scholarship opportunities and career pathways,high school counselor advise senior clarify scholarship opportunity career pathway,840.0,397.0
1644,1100,,,"Observers tracked border crossings, preparing humanitarian relief for displaced families.",,False,Observers tracked border crossings preparing humanitarian relief for displaced families,observer track border crossing prepare humanitarian relief displace family,1644.0,1201.0
602,58,,,Delighted children constructed elaborate sandcastles along clear shorelines each sunny weekend.,,False,Delighted children constructed elaborate sandcastles along clear shorelines each sunny weekend,delighted child construct elaborate sandcastle clear shoreline sunny weekend,602.0,59.0
1100,556,,,"Fire investigators gathered forensics, explaining ignition causes behind structural infernos.",,False,Fire investigators gathered forensics explaining ignition causes behind structural infernos,fire investigator gather forensic explain ignition cause structural infernos,1100.0,657.0
1316,772,,,"Election committees validated ballots, confirming outcomes peacefully despite margin differences.",,False,Election committees validated ballots confirming outcomes peacefully despite margin differences,election committee validate ballot confirm outcome peacefully margin difference,1316.0,873.0
494,494,,,"The smoky, rich aroma of black tea steeped in the porcelain teapot.",,True,The smoky rich aroma of black tea steeped in the porcelain teapot,smoky rich aroma black tea steep porcelain teapot,494.0,495.0
2072,1528,,,"Truckers navigated convoys, ensuring swift delivery despite storms threatening rural highways.",,False,Truckers navigated convoys ensuring swift delivery despite storms threatening rural highways,trucker navigate convoy ensure swift delivery storm threaten rural highway,2072.0,1631.0
1073,529,,,"Data analysts visualized trends, revealing preferences shaping brand marketing campaigns.",,False,Data analysts visualized trends revealing preferences shaping brand marketing campaigns,datum analyst visualize trend reveal preference shape brand marketing campaign,1073.0,630.0
290,290,,,"The warm, sugary aroma of caramel apples filled the festival grounds.",,True,The warm sugary aroma of caramel apples filled the festival grounds,warm sugary aroma caramel apple fill festival ground,290.0,291.0
1818,1274,,,"Gubernatorial debates outlined platforms, clarifying candidates",,False,Gubernatorial debates outlined platforms clarifying candidates,gubernatorial debate outline platform clarify candidate,1818.0,1376.0
69,69,,,The sharp tang of lemon zest brightened the kitchen's aroma.,,True,The sharp tang of lemon zest brightened the kitchen's aroma,sharp tang lemon zest brighten kitchen aroma,69.0,70.0
