,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
233,233,,,faint powdery lavend scent cling freshly launder sheet,,True,,faint powdery lavend scent cling freshly launder sheet
308,808,,,local merchant expand inventory accommodate urgent demand import digital good,,False,,local merchant expand inventory accommodate urgent demand import digital good
111,111,,,perfume bloom gardenia envelop small greenhouse,,True,,perfume bloom gardenia envelop small greenhouse
834,1334,,,novel virus emerge prompt quarantine mandate emergency health protocol,,False,,novel virus emerge prompt quarantine mandate emergency health protocol
1318,1818,,,graduate mentor organize seminar discuss current theory experimental neuroscience circle,,False,,graduate mentor organize seminar discuss current theory experimental neuroscience circle
675,1175,,,terrarium specialist curate insect establish micro ecosystem curious watcher daily,,False,,terrarium specialist curate insect establish micro ecosystem curious watcher daily
389,889,,,archivist label genealogical file ensure family historian access relevant documentation promptly,,False,,archivist label genealogical file ensure family historian access relevant documentation promptly
1174,1674,,,glider pilot soar gracefully exploit thermal column extended flight duration,,False,,glider pilot soar gracefully exploit thermal column extended flight duration
245,745,,,calligraphy instructor demonstrate stroke teach cursive elegance traditional writing school,,False,,calligraphy instructor demonstrate stroke teach cursive elegance traditional writing school
868,1368,,,dramatist adapt classic tragedy update language preserve thematic complexity,,False,,dramatist adapt classic tragedy update language preserve thematic complexity
1038,1538,,,laboratory robotic automate experiment minimize error tight scientific research schedule,,False,,laboratory robotic automate experiment minimize error tight scientific research schedule
651,1151,,,paleoanthropologist reconstruct skeleton reveal connection uncovered fossil record globally,,False,,paleoanthropologist reconstruct skeleton reveal connection uncovered fossil record globally
76,576,,,tower reed whisper softly tranquil river flow distant wetland,,False,,tower reed whisper softly tranquil river flow distant wetland
681,1181,,,city resident revive courtyard plant greenery brightening cramped living complex,,False,,city resident revive courtyard plant greenery brightening cramped living complex
318,818,,,animal handler train service dog prepare assistance duty statewide,,False,,animal handler train service dog prepare assistance duty statewide
1078,1578,,,solar boat test prototype championing emission free travel inland waterway,,False,,solar boat test prototype championing emission free travel inland waterway
324,324,,,fruity sweet aroma mango perfume tropical orchard,,True,,fruity sweet aroma mango perfume tropical orchard
929,1429,,,renaissance scholar compile manuscript piece perspective scientific revolution,,False,,renaissance scholar compile manuscript piece perspective scientific revolution
344,844,,,troupe director instruct actor refine comedic timing playful improvisational sketch,,False,,troupe director instruct actor refine comedic timing playful improvisational sketch
237,237,,,sweet floral aroma honeysuckle carry breeze,,True,,sweet floral aroma honeysuckle carry breeze
499,999,,,botany student measure growth rate compile observation documentation session,,False,,botany student measure growth rate compile observation documentation session
1087,1587,,,nonprofit director launch cooperative facilitate job training marginalized urban resident,,False,,nonprofit director launch cooperative facilitate job training marginalized urban resident
824,1324,,,journalism internship offer experience teach basic investigative reporting procedure,,False,,journalism internship offer experience teach basic investigative reporting procedure
633,1133,,,pathologist examine tissue aid physician diagnose ailment hospital environment,,False,,pathologist examine tissue aid physician diagnose ailment hospital environment
113,613,,,compact car bypass traffic jam accelerate open service road,,False,,compact car bypass traffic jam accelerate open service road
70,70,,,faint whiff gasoline come recently park care,,True,,faint whiff gasoline come recently park care
1089,1589,,,warehouse manager track inventory implement software streamline industrial distribution process,,False,,warehouse manager track inventory implement software streamline industrial distribution process
109,109,,,fresh scent tea lift spirit instantly,,True,,fresh scent tea lift spirit instantly
478,978,,,urban designer imagine skyline merge sustainability ideal architectural principle,,False,,urban designer imagine skyline merge sustainability ideal architectural principle
884,1384,,,accelerator fund innovator cultivate prototype aim solve demand,,False,,accelerator fund innovator cultivate prototype aim solve demand
1064,1564,,,collegiate hacker challenge encryption uncovering way system improve methodically,,False,,collegiate hacker challenge encryption uncovering way system improve methodically
48,548,,,breathtaking hot air balloon float farmland pleasing crowd sunrise festival,,False,,breathtaking hot air balloon float farmland pleasing crowd sunrise festival
251,251,,,faintly sweet smell maple syrup linger pancake,,True,,faintly sweet smell maple syrup linger pancake
173,173,,,sharp scent vinegar fill air pickling workshop,,True,,sharp scent vinegar fill air pickling workshop
339,339,,,fresh zesty aroma lime brighten tropical cocktail station,,True,,fresh zesty aroma lime brighten tropical cocktail station
739,1239,,,junior chef whisk battery perfect pastry serve workshop session,,False,,junior chef whisk battery perfect pastry serve workshop session
1103,1603,,,forensic genealogist uncover clarify inheritance dispute distant relative,,False,,forensic genealogist uncover clarify inheritance dispute distant relative
870,1370,,,curriculum developer review feedback refining module address educational trend globally,,False,,curriculum developer review feedback refining module address educational trend globally
573,1073,,,yearly showcase sailor unite yachting club aquatic contest,,False,,yearly showcase sailor unite yachting club aquatic contest
1263,1763,,,librarian read manuscript recommend hide gem library patron,,False,,librarian read manuscript recommend hide gem library patron
361,361,,,acrid stench cigarette smoke cling old curtain,,True,,acrid stench cigarette smoke cling old curtain
352,352,,,sweet floral aroma lilacs brighten spring garden,,True,,sweet floral aroma lilacs brighten spring garden
109,609,,,distant thunderclap rumble ominously hint storm shadowed farmland tonight,,False,,distant thunderclap rumble ominously hint storm shadowed farmland tonight
1252,1752,,,buddhist monastery receive pilgrim foster spiritual reflection meditation retreat,,False,,buddhist monastery receive pilgrim foster spiritual reflection meditation retreat
23,23,,,heavily spiced incense cloud temple warm fragrance,,True,,heavily spiced incense cloud temple warm fragrance
254,754,,,clerk digitize manuscript preserve rare text modern archiving technique,,False,,clerk digitize manuscript preserve rare text modern archiving technique
322,322,,,faint smoky scent incense drift meditation center,,True,,faint smoky scent incense drift meditation center
1100,1600,,,freight forwarder schedule delivery reduce congestion busy shipping corridor,,False,,freight forwarder schedule delivery reduce congestion busy shipping corridor
1227,1727,,,apprentice weld component refining trade skill manufacture apprenticeship program,,False,,apprentice weld component refining trade skill manufacture apprenticeship program
439,939,,,test prototype improve equipment utilize healthcare program,,False,,test prototype improve equipment utilize healthcare program
841,1341,,,mentor circle empower novice bridging skill gap software industry,,False,,mentor circle empower novice bridging skill gap software industry
523,1023,,,survival expert gather flint building makeshift camp wilderness expedition,,False,,survival expert gather flint building makeshift camp wilderness expedition
803,1303,,,countryside mother bake bread feeding harvest crew finish daily labor,,False,,countryside mother bake bread feeding harvest crew finish daily labor
731,1231,,,sociology major perform interview analyze theme inform policy reform proposal,,False,,sociology major perform interview analyze theme inform policy reform proposal
381,381,,,pungent spicy smell horseradish clear sinus instantly,,True,,pungent spicy smell horseradish clear sinus instantly
817,1317,,,orchard worker gather produce stack crate tractor draw wagon daily,,False,,orchard worker gather produce stack crate tractor draw wagon daily
239,239,,,faint musty smell damp stone rise cellar,,True,,faint musty smell damp stone rise cellar
1328,1828,,,diplomatic channel address tension deter escalation contested mountainous border zone,,False,,diplomatic channel address tension deter escalation contested mountainous border zone
924,1424,,,vineyard tour cater traveler introduce wine production process,,False,,vineyard tour cater traveler introduce wine production process
297,297,,,faint metallic odor old penny cling finger,,True,,faint metallic odor old penny cling finger
1271,1771,,,explorer ascend canyon demonstrate endurance require wilderness trekking excursion,,False,,explorer ascend canyon demonstrate endurance require wilderness trekking excursion
52,552,,,final puzzle piece complete everyone⊙s teamwork midnight celebration,,False,,final puzzle piece complete everyone⊙s teamwork midnight celebration
755,1255,,,aquaponic pioneer test design energize aquaculture produce farming method,,False,,aquaponic pioneer test design energize aquaculture produce farming method
792,1292,,,traditional market showcase textile reflect artisanal craftsmanship tribal collective,,False,,traditional market showcase textile reflect artisanal craftsmanship tribal collective
14,514,,,uncanny light flicker eerily ghost town crumble wooden saloon,,False,,uncanny light flicker eerily ghost town crumble wooden saloon
682,1182,,,stadium technician replace bulb ensure event proceed lighting failure,,False,,stadium technician replace bulb ensure event proceed lighting failure
131,631,,,energetic volunteer direct traffic guide visitor festival parking lot,,False,,energetic volunteer direct traffic guide visitor festival parking lot
495,495,,,sweet creamy smell whip cream top holiday hot chocolate,,True,,sweet creamy smell whip cream top holiday hot chocolate
118,618,,,orchestra perform piece captivate audience historical concert venue worldwide,,False,,orchestra perform piece captivate audience historical concert venue worldwide
115,115,,,strong nutty smell peanut butter spread kitchen,,True,,strong nutty smell peanut butter spread kitchen
38,538,,,wildlife photographer crawl cautiously bush capture breathtaking safari snapshot today,,False,,wildlife photographer crawl cautiously bush capture breathtaking safari snapshot today
1265,1765,,,university archivist restore manuscript safeguard account integral academic research,,False,,university archivist restore manuscript safeguard account integral academic research
54,554,,,rise tide challenge swimmer compete demand triathlon championship race,,False,,rise tide challenge swimmer compete demand triathlon championship race
367,367,,,faintly floral orange blossom aroma enhance delicate perfume,,True,,faintly floral orange blossom aroma enhance delicate perfume
1267,1767,,,flood agency dredge canal optimize drainage monsoon prone basin,,False,,flood agency dredge canal optimize drainage monsoon prone basin
431,931,,,reserve protect coral atoll safeguard wildlife crucial ecosystem,,False,,reserve protect coral atoll safeguard wildlife crucial ecosystem
1072,1572,,,swim instructor pace drill refining stroke advanced competitive swimmer,,False,,swim instructor pace drill refining stroke advanced competitive swimmer
366,366,,,earthy damp scent rain soak soil fill air,,True,,earthy damp scent rain soak soil fill air
858,1358,,,technician replace panel upgrade station module orbit earth,,False,,technician replace panel upgrade station module orbit earth
403,903,,,animal expert compile research study pattern newly discover specie,,False,,animal expert compile research study pattern newly discover specie
174,674,,,national park introduce guideline limit visitor impact fragile habitat,,False,,national park introduce guideline limit visitor impact fragile habitat
1043,1543,,,pediatric ward feature craft encourage creativity recover hospitalize youngster,,False,,pediatric ward feature craft encourage creativity recover hospitalize youngster
1042,1542,,,healthcare aide support elder improve comfort attentive daily living assistance,,False,,healthcare aide support elder improve comfort attentive daily living assistance
941,1441,,,stonecutter carve monument immortalize hero value future patriotic generation,,False,,stonecutter carve monument immortalize hero value future patriotic generation
920,1420,,,rise sculptor experiment material craft masterpiece upcoming public art installation,,False,,rise sculptor experiment material craft masterpiece upcoming public art installation
1286,1786,,,university prepare drone implement sense project agricultural field,,False,,university prepare drone implement sense project agricultural field
481,481,,,faintly spicy aroma cardamom tea sweeten library,,True,,faintly spicy aroma cardamom tea sweeten library
567,1067,,,astronomer schedule watch party showcase eclipse visible desert observatory,,False,,astronomer schedule watch party showcase eclipse visible desert observatory
124,124,,,strong zesty citrus aroma rise cut grapefruit,,True,,strong zesty citrus aroma rise cut grapefruit
432,432,,,warm buttery aroma croissant drift parisian,,True,,warm buttery aroma croissant drift parisian
975,1475,,,community newspaper spotlight nonprofit inspire helpful contribution local resident,,False,,community newspaper spotlight nonprofit inspire helpful contribution local resident
49,49,,,perfumed soap leave linger floral trail hand,,True,,perfumed soap leave linger floral trail hand
1123,1623,,,diplomat leverage trade concession mend fractured relation hostile government,,False,,diplomat leverage trade concession mend fractured relation hostile government
289,289,,,faint salty odor seawater cling beach towel,,True,,faint salty odor seawater cling beach towel
893,1393,,,honey festival thrive unite community support beehive management farmland,,False,,honey festival thrive unite community support beehive management farmland
210,210,,,pungent odor garlic frying oil fill air,,True,,pungent odor garlic frying oil fill air
1018,1518,,,comedian worship joke revising setup punchline resonate audience,,False,,comedian worship joke revising setup punchline resonate audience
886,1386,,,traffic planner instal roundabout reduce congestion travel urban intersection,,False,,traffic planner instal roundabout reduce congestion travel urban intersection
761,1261,,,healthcare educator teach basic equip community fundamental firsthand emergency,,False,,healthcare educator teach basic equip community fundamental firsthand emergency
427,427,,,sharp spicy scent tickle nose kitchen,,True,,sharp spicy scent tickle nose kitchen
44,544,,,wind road force traveler drive slowly hairpin mountain bend,,False,,wind road force traveler drive slowly hairpin mountain bend
351,351,,,earthy woody smell fall pine needle fill campsite,,True,,earthy woody smell fall pine needle fill campsite
338,838,,,aerospace mission launch satellite support global communication network essential commerce,,False,,aerospace mission launch satellite support global communication network essential commerce
1295,1795,,,mountain patrol establish checkpoint direct traveler avalanche safe high altitude pass,,False,,mountain patrol establish checkpoint direct traveler avalanche safe high altitude pass
88,588,,,ambitious beekeeper expand hive boost pollination effort nearby farmland project,,False,,ambitious beekeeper expand hive boost pollination effort nearby farmland project
78,78,,,sharp peppery aroma arugula fill garden spring,,True,,sharp peppery aroma arugula fill garden spring
59,59,,,burn rubber fill air car screech stop,,True,,burn rubber fill air car screech stop
280,780,,,environmental agency monitor wetland prevent encroachment unchecked industrial development,,False,,environmental agency monitor wetland prevent encroachment unchecked industrial development
436,936,,,acclaimed filmmaker unveil trailer generate hype upcoming festival screening,,False,,acclaimed filmmaker unveil trailer generate hype upcoming festival screening
73,73,,,barn smell hay leather warm scent animal,,True,,barn smell hay leather warm scent animal
1164,1664,,,philanthropist back literacy drive help remote village receive essential reading material,,False,,philanthropist back literacy drive help remote village receive essential reading material
69,69,,,sweet strawberry peak ripeness release juicy sugary fragrance,,True,,sweet strawberry peak ripeness release juicy sugary fragrance
162,162,,,oily metallic scent machinery fill factory floor,,True,,oily metallic scent machinery fill factory floor
26,526,,,blast powerful chord crowded concert arena,,False,,blast powerful chord crowded concert arena
1146,1646,,,military historian interpret campaign analyze strategic decision past war,,False,,military historian interpret campaign analyze strategic decision past war
218,218,,,herbal scent sage burn fill meditation room,,True,,herbal scent sage burn fill meditation room
55,555,,,village elder debate resource allocation humble community hall,,False,,village elder debate resource allocation humble community hall
1068,1568,,,restoration crew shore levee defend farmland seasonal flooding risk surge,,False,,restoration crew shore levee defend farmland seasonal flooding risk surge
600,1100,,,free slave establish enclave shape culture survive historical oppression cycle,,False,,free slave establish enclave shape culture survive historical oppression cycle
480,480,,,earthy damp smell fall leave fill autumn wood,,True,,earthy damp smell fall leave fill autumn wood
220,220,,,strong odor asphalt tar fill hot summer construction site,,True,,strong odor asphalt tar fill hot summer construction site
497,497,,,sharp zesty scent lemon rind perfume baking tray,,True,,sharp zesty scent lemon rind perfume baking tray
439,439,,,faint metallic odor old tool fill forgotten workshop,,True,,faint metallic odor old tool fill forgotten workshop
1106,1606,,,suburban farmer sell basket feed family crave fresh produce locally,,False,,suburban farmer sell basket feed family crave fresh produce locally
1249,1749,,,civil right attorney challenge statute pursue equity framework nationwide,,False,,civil right attorney challenge statute pursue equity framework nationwide
111,611,,,wind river carve canyon transform landscape canyon wall,,False,,wind river carve canyon transform landscape canyon wall
76,76,,,air carry earthy decay vegetation scent,,True,,air carry earthy decay vegetation scent
1032,1532,,,urban ecologist catalog creature analyze green corridor support migrate wildlife population,,False,,urban ecologist catalog creature analyze green corridor support migrate wildlife population
700,1200,,,soldier test ballistic armor improve defense protocol combat guideline,,False,,soldier test ballistic armor improve defense protocol combat guideline
1139,1639,,,pilot undergo simulation learn recovery maneuver violent turbulence encounter,,False,,pilot undergo simulation learn recovery maneuver violent turbulence encounter
96,596,,,respected author autograph novel bustle literary convention weekend,,False,,respected author autograph novel bustle literary convention weekend
1167,1667,,,home gardener grow herb delight family nutritious thrifty harvest,,False,,home gardener grow herb delight family nutritious thrifty harvest
394,394,,,warm sugary smell sugar coat donut perfectly,,True,,warm sugary smell sugar coat donut perfectly
255,755,,,ceramic artist glaze tile produce mosaic enhance interior architectural aesthetic,,False,,ceramic artist glaze tile produce mosaic enhance interior architectural aesthetic
221,721,,,classicist translate inscription reveal message lose civilization,,False,,classicist translate inscription reveal message lose civilization
464,964,,,agency mandate reforestation healing landscape scar agricultural land clearing,,False,,agency mandate reforestation healing landscape scar agricultural land clearing
537,1037,,,souvenir shopkeeper display trinket draw international tourist coastal boardwalk,,False,,souvenir shopkeeper display trinket draw international tourist coastal boardwalk
201,701,,,engineer inspect turbine ensure optimal performance major hydroelectric power station,,False,,engineer inspect turbine ensure optimal performance major hydroelectric power station
446,946,,,seismologist analyze tremor update map area prone earthquake,,False,,seismologist analyze tremor update map area prone earthquake
30,30,,,golden sweetness perfume jar lid open,,True,,golden sweetness perfume jar lid open
990,1490,,,legal scholar debate precedent clarify statute govern civil dispute,,False,,legal scholar debate precedent clarify statute govern civil dispute
968,1468,,,therapy dog visit senior provide companionship lengthy convalescent stay,,False,,therapy dog visit senior provide companionship lengthy convalescent stay
1109,1609,,,mission asteroid collect sample advance extraterrestrial resource exploitation theory,,False,,mission asteroid collect sample advance extraterrestrial resource exploitation theory
1165,1665,,,caterer prepared complement formal reception host charitable gala organizer,,False,,caterer prepared complement formal reception host charitable gala organizer
725,1225,,,botanical expert crossbreed flower attempt improvement greenhouse horticulture worldwide,,False,,botanical expert crossbreed flower attempt improvement greenhouse horticulture worldwide
590,1090,,,litigator argue case defend client judicial framework jurisdiction,,False,,litigator argue case defend client judicial framework jurisdiction
921,1421,,,fund workshop equip youth pursue engineering career trajectory,,False,,fund workshop equip youth pursue engineering career trajectory
1040,1540,,,organic farmer swap technique increase crop yield minimal synthetic input,,False,,organic farmer swap technique increase crop yield minimal synthetic input
99,99,,,earthy aroma mushroom fill basket autumn,,True,,earthy aroma mushroom fill basket autumn
270,270,,,sharp bitter scent hop fill brewery production,,True,,sharp bitter scent hop fill brewery production
274,774,,,archery instructor adjust form correct stance error affect tournament accuracy,,False,,archery instructor adjust form correct stance error affect tournament accuracy
35,535,,,cautious traveler check weather report drive mountainous switchback road,,False,,cautious traveler check weather report drive mountainous switchback road
254,254,,,metallic odor blood fill sterile hospital room,,True,,metallic odor blood fill sterile hospital room
698,1198,,,firework technician synchronize display thrill festival audience nighttime pyrotechnic,,False,,firework technician synchronize display thrill festival audience nighttime pyrotechnic
484,984,,,robotic team showcase prototype demonstrate mechanical ingenuity science exhibition,,False,,robotic team showcase prototype demonstrate mechanical ingenuity science exhibition
168,168,,,sharp bitter tang grapefruit linger fingertip,,True,,sharp bitter tang grapefruit linger fingertip
660,1160,,,refine ruling shape liberty guarantee constitution worldwide,,False,,refine ruling shape liberty guarantee constitution worldwide
409,909,,,fisherman organize cooperative boost income remote coastal village economy,,False,,fisherman organize cooperative boost income remote coastal village economy
1292,1792,,,operator guide excursion showcase wildlife hide forest undergrowth,,False,,operator guide excursion showcase wildlife hide forest undergrowth
706,1206,,,arista brew latte art captivate customer seek beverage experience daily,,False,,arista brew latte art captivate customer seek beverage experience daily
1257,1757,,,auction house list painting entice art enthusiast bid masterpiece,,False,,auction house list painting entice art enthusiast bid masterpiece
1308,1808,,,software architect design microservice enable scalable solution enterprise datum demand,,False,,software architect design microservice enable scalable solution enterprise datum demand
970,1470,,,folklore enthusiast revisit myth translate oral story young generation,,False,,folklore enthusiast revisit myth translate oral story young generation
1101,1601,,,language platform integrate voice recognition assist second language learner home,,False,,language platform integrate voice recognition assist second language learner home
498,998,,,security consultant audit network detect vulnerability impact operation sector,,False,,security consultant audit network detect vulnerability impact operation sector
550,1050,,,robotic mentor guide beginner spark technological curiosity competition team,,False,,robotic mentor guide beginner spark technological curiosity competition team
32,32,,,dry line carry fresh sunlit air,,True,,dry line carry fresh sunlit air
1006,1506,,,vaccine researcher test sample pursue breakthrough emerge global health threat,,False,,vaccine researcher test sample pursue breakthrough emerge global health threat
530,1030,,,weaver craft tapestry reflect heritage cultural exchange forum annually,,False,,weaver craft tapestry reflect heritage cultural exchange forum annually
1212,1712,,,geologist document seismic swarm anticipate volcanic hazard island formation,,False,,geologist document seismic swarm anticipate volcanic hazard island formation
774,1274,,,calligraphy master teach brush stroke preserve tradition pass generation,,False,,calligraphy master teach brush stroke preserve tradition pass generation
745,1245,,,horse breeder evaluate lineage select champion breed equestrian achievement,,False,,horse breeder evaluate lineage select champion breed equestrian achievement
809,1309,,,architect plan expansion optimize space evolve metropolitan community need,,False,,architect plan expansion optimize space evolve metropolitan community need
818,1318,,,volunteer tutor improve literacy distribute textbook establish learning facility,,False,,volunteer tutor improve literacy distribute textbook establish learning facility
410,910,,,firefighter tackle blaze safeguard wilderness territory spread annually,,False,,firefighter tackle blaze safeguard wilderness territory spread annually
185,185,,,faint vanilla bean aroma infuse custard sweetness,,True,,faint vanilla bean aroma infuse custard sweetness
1147,1647,,,ecological advocate plant sapling rehabilitate hillside scar illegal logging operation,,False,,ecological advocate plant sapling rehabilitate hillside scar illegal logging operation
510,1010,,,rise entrepreneur host workshop exchange strategy emerge local market,,False,,rise entrepreneur host workshop exchange strategy emerge local market
1319,1819,,,coastal watcher compile tide timetable guide surfer shift sandbar carefully,,False,,coastal watcher compile tide timetable guide surfer shift sandbar carefully
606,1106,,,astronomy club convene monthly discuss phenomenon glean stargazing session,,False,,astronomy club convene monthly discuss phenomenon glean stargazing session
44,44,,,hint lavender calm air bedroom,,True,,hint lavender calm air bedroom
205,705,,,cyclist train rigorously prepare gruele multistage international road competition,,False,,cyclist train rigorously prepare gruele multistage international road competition
102,602,,,tower sequoia inspire photographer capture sunlight stream canopy overhead,,False,,tower sequoia inspire photographer capture sunlight stream canopy overhead
416,416,,,earthy nutty smell quinol steam warm pot,,True,,earthy nutty smell quinol steam warm pot
287,787,,,rehearse punchline refining delivery live comedy club audience,,False,,rehearse punchline refining delivery live comedy club audience
801,1301,,,skilled botanist analyze spore sample advance knowledge fungal diversity,,False,,skilled botanist analyze spore sample advance knowledge fungal diversity
602,1102,,,surfer hop wave train vigorously tackle worldwide tournament circuit,,False,,surfer hop wave train vigorously tackle worldwide tournament circuit
620,1120,,,athletic committee launch initiative support youth development underprivileged community,,False,,athletic committee launch initiative support youth development underprivileged community
807,1307,,,football referee enforce fairness monitor collision championship match,,False,,football referee enforce fairness monitor collision championship match
1254,1754,,,astronomer publicize comet sighting help stargazer glimpse cosmic wonder overhead,,False,,astronomer publicize comet sighting help stargazer glimpse cosmic wonder overhead
123,123,,,old photograph carry faint musty smell aged paper,,True,,old photograph carry faint musty smell aged paper
342,342,,,earthy damp aroma fall leave permeate autumn wood,,True,,earthy damp aroma fall leave permeate autumn wood
339,839,,,teenage activist demand reform advocate climate policy national legislative body,,False,,teenage activist demand reform advocate climate policy national legislative body
411,411,,,pungent tangy smell pickle fill crowded sandwich shop,,True,,pungent tangy smell pickle fill crowded sandwich shop
362,862,,,struggle university reshape department consolidate budget preserve essential academic program,,False,,struggle university reshape department consolidate budget preserve essential academic program
357,857,,,producer scout studio negotiate filming right television drama,,False,,producer scout studio negotiate filming right television drama
34,534,,,bright comet arc gracefully silent peak midnight,,False,,bright comet arc gracefully silent peak midnight
305,305,,,fresh green smell come crush mint leave,,True,,fresh green smell come crush mint leave
847,1347,,,chef improvise recipe innovate accessible dish neighborhood diner,,False,,chef improvise recipe innovate accessible dish neighborhood diner
343,843,,,cycling vacation boost tourism introduce adventure seeker scenic international route,,False,,cycling vacation boost tourism introduce adventure seeker scenic international route
952,1452,,,amateur stargazer form club discuss meteor shower predict cosmic forecast,,False,,amateur stargazer form club discuss meteor shower predict cosmic forecast
1075,1575,,,soccer captain provide leadership motivate player gruele tournament condition,,False,,soccer captain provide leadership motivate player gruele tournament condition
829,1329,,,boardgame enthusiast invent variant engage participant imagine puzzle mechanic,,False,,boardgame enthusiast invent variant engage participant imagine puzzle mechanic
935,1435,,,zoological steward protect enclosure ensure animal welfare shift climate concern,,False,,zoological steward protect enclosure ensure animal welfare shift climate concern
374,374,,,faint metallic tang fresh ink fill print press room,,True,,faint metallic tang fresh ink fill print press room
67,67,,,earthy bitter smell coffee bean linger,,True,,earthy bitter smell coffee bean linger
379,879,,,bud entrepreneur refine pitch lure investor exclusive startup incubator presentation,,False,,bud entrepreneur refine pitch lure investor exclusive startup incubator presentation
887,1387,,,laboratory mouse test vaccine assist researcher probe new immunity pathway,,False,,laboratory mouse test vaccine assist researcher probe new immunity pathway
354,354,,,pungent tangy smell blue cheese waft platter,,True,,pungent tangy smell blue cheese waft platter
350,350,,,crisp cool scent peppermint refresh holiday shop,,True,,crisp cool scent peppermint refresh holiday shop
789,1289,,,industrial researcher test coating extend metal durability corrosive environment,,False,,industrial researcher test coating extend metal durability corrosive environment
1281,1781,,,undergrad chemist test compound verify hypothesis laboratory experiment session,,False,,undergrad chemist test compound verify hypothesis laboratory experiment session
420,420,,,sharp tangy smell feta cheese complement salad,,True,,sharp tangy smell feta cheese complement salad
256,756,,,political analyst predict election scrutinize trend shape voter turnout behavior,,False,,political analyst predict election scrutinize trend shape voter turnout behavior
1272,1772,,,shelter rescue stray rehabilitate animal place home,,False,,shelter rescue stray rehabilitate animal place home
1201,1701,,,whale sanctuary protect pod limit vessel traffic marine habitat,,False,,whale sanctuary protect pod limit vessel traffic marine habitat
1135,1635,,,astrologer study alignment attribute personality trait heavenly movement,,False,,astrologer study alignment attribute personality trait heavenly movement
303,303,,,faint spicy cardamom scent linger chair teapot,,True,,faint spicy cardamom scent linger chair teapot
903,1403,,,baker test technique perfect pastry future televise cooking competition,,False,,baker test technique perfect pastry future televise cooking competition
950,1450,,,comfort accident victim apply triage expertise stress,,False,,comfort accident victim apply triage expertise stress
1024,1524,,,opera producer organize ensemble blend orchestration vibrant lyrical performance nightly,,False,,opera producer organize ensemble blend orchestration vibrant lyrical performance nightly
1240,1740,,,empower archivist curate gallery champion indigenous art tribal artist,,False,,empower archivist curate gallery champion indigenous art tribal artist
717,1217,,,district planner modernize lighting illuminate street reduce crime spike,,False,,district planner modernize lighting illuminate street reduce crime spike
509,1009,,,dedicated rower power scull compete wind championship regatta course,,False,,dedicated rower power scull compete wind championship regatta course
85,585,,,falcon soar overhead scan valley prey hide brush,,False,,falcon soar overhead scan valley prey hide brush
51,551,,,rapid drummer synchronize beat energize dancer crowded carnival procession downtown,,False,,rapid drummer synchronize beat energize dancer crowded carnival procession downtown
367,867,,,stadium architect expand bleacher meet surge demand popular sporting event,,False,,stadium architect expand bleacher meet surge demand popular sporting event
261,261,,,faint chocolate aroma cling storefront window,,True,,faint chocolate aroma cling storefront window
319,819,,,street vendor advertise deal lure passersby colorful banner signage,,False,,street vendor advertise deal lure passersby colorful banner signage
240,240,,,tangy sweet scent mango fill tropical fruit market,,True,,tangy sweet scent mango fill tropical fruit market
193,693,,,boat crew coordinate schedule transport passenger coastal harbor terminal,,False,,boat crew coordinate schedule transport passenger coastal harbor terminal
316,316,,,faintly sweet floral lavender scent linger laundry room,,True,,faintly sweet floral lavender scent linger laundry room
473,973,,,music historian archive recording preserve cultural heritage performance category,,False,,music historian archive recording preserve cultural heritage performance category
364,864,,,fashion editor critique runway collection highlight seasonal trend influential style magazine,,False,,fashion editor critique runway collection highlight seasonal trend influential style magazine
207,707,,,aerospace technician calibrate thruster enhance fuel efficiency long duration space mission,,False,,aerospace technician calibrate thruster enhance fuel efficiency long duration space mission
462,462,,,acrid burn smell overrated coffee cling air,,True,,acrid burn smell overrated coffee cling air
71,71,,,burn incense fill temple rich spicy smoke,,True,,burn incense fill temple rich spicy smoke
919,1419,,,genealogist decipher diary unearthing ancestry lock attic trunk methodically,,False,,genealogist decipher diary unearthing ancestry lock attic trunk methodically
259,259,,,faint powdery scent talcum rise antique vanity,,True,,faint powdery scent talcum rise antique vanity
51,51,,,charred wood bonfire linger faintly clearing,,True,,charred wood bonfire linger faintly clearing
773,1273,,,high altitude balloon ascent verify pressure effect uncharted atmospheric layer,,False,,high altitude balloon ascent verify pressure effect uncharted atmospheric layer
1317,1817,,,zoological association support research encourage member study threaten mammal population,,False,,zoological association support research encourage member study threaten mammal population
200,700,,,seismologist analyze tremor refining model predict fault line activity worldwide,,False,,seismologist analyze tremor refining model predict fault line activity worldwide
1171,1671,,,munition expert dispose ordnance avert explosion threaten unsuspecting civilian population,,False,,munition expert dispose ordnance avert explosion threaten unsuspecting civilian population
482,482,,,sharp tangy scent cranberry sauce accompany festive meal,,True,,sharp tangy scent cranberry sauce accompany festive meal
365,365,,,pungent smell kimchi fill bustling korean restaurant,,True,,pungent smell kimchi fill bustling korean restaurant
307,807,,,accomplished pianist master prelude delight evening gathering candlelit concert venue,,False,,accomplished pianist master prelude delight evening gathering candlelit concert venue
478,478,,,fresh zesty aroma lime wedge garnish tropical drink,,True,,fresh zesty aroma lime wedge garnish tropical drink
413,413,,,sweet fruity scent peach perfume ripe orchard air,,True,,sweet fruity scent peach perfume ripe orchard air
244,744,,,remote village instal well secure clean drinking water generation,,False,,remote village instal well secure clean drinking water generation
