,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
290,355,355,820,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,95,"Perhaps it may be so as to some ; but I think it equally probable as to others , that they first become what we find them on exposure to the air in the lungs at a blood-heat , or on the surface of the body , as in cases of fetid perspiration .",perspiration fetid,Olfactive,Smell\_Source,54,perhaps may think equally probable others first become find exposure air lungs bloodheat surface body cases fetid perspiration,perspiration fetid,fetid perspiration fetid,1.0,1.0,1.0,1.0
291,146,146,312,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,10,"THe putrified aire cannot passe so speedily to mans heart , as to diuers other creatures by the instrument of smelling , which is couered with a pellicle or filme , which is to be lifted vp before he can smell by the ayre or fume : and that pellicle is grosser in man then in other creatures : and therefore requireth the hotter or stronger fume to mooue it .",by the ayre fume THe putrified aire smelling smell,Olfactive,Odour\_Carrier,71,putrified aire cannot passe speedily mans heart diuers creatures instrument smelling couered pellicle filme lifted vp smell ayre fume pellicle grosser man creatures therefore requireth hotter stronger fume mooue,ayre fume putrified aire smelling smell,putrified aire cannot passe speedily mans heart diuers creatures instrument smelling smelling smell fume fume,0.2727272727272727,0.5,0.4666666666666667,0.8333333333333334
292,470,470,1063,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,9,Snuff perfum ' d with Buds of Roses .,Snuff with Buds of Roses perfum ' d,Olfactive,Odour\_Carrier,9,snuff perfum buds roses,snuff buds roses perfum,snuff snuff,1.0,0.25,1.0,0.25
293,532,532,1219,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,14,"There are some who are unable to perceive the odour of prussic acid when it exists in large proportion , whether mixed with water or other liquids ; while others , again , are peculiarly susceptible of it .",of prussic acid odour,Olfactive,Smell\_Source,39,unable perceive odour prussic acid exists large proportion whether mixed water liquids others again peculiarly susceptible,prussic acid odour,odour odour,1.0,0.3333333333333333,1.0,0.3333333333333333
294,147,147,315,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,11,"Secondly , the instrument of smelling is placed deeper in the head , then in any other creatures .",smelling,Olfactive,Smell\_Word,19,secondly instrument smelling placed deeper head creatures,smelling,smelling smelling,1.0,1.0,1.0,1.0
295,420,420,938,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,1,"It is remarkable , however , that though a piece of beef or mutton , plunged in quicksilver , and kept in this degree of heat , yield air , the bulk of which is inflammable , and contracts no putrid smell ( at least , in a day or two ) a mouse treated in the same manner , yields the proper putrid effluvium , as indeed the smell sufficiently indicates .",putrid effluvium putrid piece of beef or mutton a mouse smell smell,Olfactive,Odour\_Carrier,73,remarkable however though piece beef mutton plunged quicksilver kept degree heat yield air bulk inflammable contracts no putrid smell least day two mouse treated manner yields proper putrid effluvium indeed smell sufficiently indicates,putrid effluvium putrid piece beef mutton mouse smell smell,mutton plunged quicksilver kept degree heat yield air bulk inflammable contracts no putrid smell putrid smell putrid effluvium smell beef,0.21428571428571427,0.5555555555555556,0.45,0.7777777777777778
296,348,348,807,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,84,"It has been roundly asserted that this is due simply to want of cleanliness , just as the stench of fetid bronchitis has been attributed to gangrene ; but the theory is certainly not sound .",of fetid bronchitis stench,Olfactive,Smell\_Source,36,roundly asserted due simply want cleanliness stench fetid bronchitis attributed gangrene theory certainly not sound,fetid bronchitis stench,stench fetid bronchitis stench fetid,1.0,1.0,1.0,1.0
297,325,325,759,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,33,"I suspect , however , that these cases were examples of pyogenic cavities , or dilated bronchi , and not gangrene ; for it is probable these pyogenic membranes give forth the same purulent stuff as the bronchial mucous membrane in cases of fetid bronchitis .",bronchitis fetid,Olfactive,Smell\_Source,46,suspect however cases examples pyogenic cavities dilated bronchi not gangrene probable pyogenic membranes give forth purulent stuff bronchial mucous membrane cases fetid bronchitis,bronchitis fetid,pyogenic cavities dilated bronchitis not gangrene probable pyogenic membranes give forth purulent stuff bronchial mucous membrane cases fetid bronchitis fetid,0.15789473684210525,1.0,0.2,1.0
298,513,513,1168,066E Frederick William Burbidge 1905 The Book of the Scented Garden__817_distribution_PER.txt,1,Leaf Odours versus Floral Odours When we compare leaf odours with flower odours we find a considerable difference between them .,Floral Leaf leaf flower Odours Odours odours odours,Olfactive,Quality,21,leaf odours versus floral odours compare leaf odours flower odours find considerable difference,floral leaf leaf flower odours odours odours odours,leaf odours,1.0,0.75,1.0,0.75
299,123,123,263,008E Anon 1779 A short history of drugs.txt_distribution.txt,74,MYRRH .,MYRRH,Olfactive,Smell\_Source,2,myrrh,myrrh,myrrh myrrh,1.0,1.0,1.0,1.0
300,502,502,1141,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,6,"They consume entirely away ; and , while burning , exhale a fragrant smoke . 165 .",smoke They fragrant,Olfactive,Odour\_Carrier,17,consume entirely away burning exhale fragrant smoke,smoke fragrant,fragrant smoke exhale fragrant smoke,1.0,1.0,0.8,1.0
301,96,96,215,008E Anon 1779 A short history of drugs.txt_distribution.txt,136,GALLINGALS .,GALLINGALS,Olfactive,Smell\_Source,2,gallingals,gallingals,gallingals,1.0,1.0,1.0,1.0
302,143,143,303,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,33,"They would often strip me naked from top to toe , and lay me at full length in their bosoms ; wherewith I was much disgusted because , to say the truth , a very offensive smell came from their skins ; which I do not mention , or intend , to the disadvantage of those excellent ladies , for whom I have all manner of respect ; but I conceive that my sense was more acute in proportion to my littleness , and that those illustrious persons were no more disagreeable to their lovers , or to each other , than people of the same quality are with us in England .",very offensive from their skins those illustrious persons smell,Olfactive,Quality,113,would often strip naked top toe lay full length bosoms wherewith much disgusted because say truth offensive smell came skins not mention intend disadvantage excellent ladies manner respect conceive sense acute proportion littleness illustrious persons no disagreeable lovers people quality us england,offensive skins illustrious persons smell,offensive smell offensive smell,1.0,0.4,1.0,0.4
303,239,239,551,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,13,"Colonel Leathom , of the 4th Dragoon Guards , who had been quartered with his regiment from May 1801 till August 1802 at Piershill Barracks , deponed , “ That he was frequently sensible of a most disagreeable and offensive smell while he was in the barracks , which he was certain proceeded from the stagnant water at Restalrig .",a most disagreeable offensive from the stagnant water smell,Olfactive,Quality,60,colonel leathom dragoon guards quartered regiment may till august piershill barracks deponed “ frequently sensible disagreeable offensive smell barracks certain proceeded stagnant water restalrig,disagreeable offensive stagnant water smell,offensive smell offensive smell,1.0,0.4,1.0,0.4
304,425,425,951,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,5,"For this has a very agreeable flavour , whether it be produced by fermentation , or extracted from chalk by oil of vitriol ; affecting not only the mouth , but even the nostrils ; with a pungency which is peculiarly pleasing to a certain degree , as any person may easily satisfy himself , who will chuse to make the experiment .",peculiarly pleasing pungency,Olfactive,Quality,63,agreeable flavour whether produced fermentation extracted chalk oil vitriol affecting not only mouth even nostrils pungency peculiarly pleasing certain degree person may easily satisfy chuse make experiment,peculiarly pleasing pungency,agreeable flavour,0.0,0.0,0.0,0.0
305,97,97,216,008E Anon 1779 A short history of drugs.txt_distribution.txt,137,"Are generally brought home in short knotty Pieces , about an inch and half long , about the Size of Turmerick , of a pale red Colour , bitter Taste , and aromatic Smell .",aromatic Smell,Olfactive,Quality,35,generally brought home short knotty pieces inch half long size turmerick pale red colour bitter taste aromatic smell,aromatic smell,aromatic smell bitter aromatic smell,1.0,1.0,0.8,1.0
306,324,324,756,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,32,"Valleix that he had observed exceptions to this hon-ible putrid smell in certain cases , in which the odour resembled that of feces , although after death there was nothing more observed in the lung than what is usually found .",resembled that of feces hon-ible putrid smell odour,Olfactive,Evoked\_Odorant,41,valleix observed exceptions honible putrid smell certain cases odour resembled feces although death nothing observed lung usually found,resembled feces honible putrid smell odour,valleix observed exceptions honible putrid smell putrid smell odour,0.5,0.5,0.6666666666666666,0.6666666666666666
307,279,279,655,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,44,This fact is connected with the ever-growing refinement in accordance with which the specific odors of the sexual regions in human beings tend to lose their primitive attractiveness and bodily odors generally become mingled with artificial perfumes and so disguised .,specific bodily artificial of the sexual regions in human beings odors odors perfumes,Olfactive,Quality,41,fact connected evergrowing refinement accordance specific odors sexual regions human beings tend lose primitive attractiveness bodily odors generally become mingled artificial perfumes disguised,specific bodily artificial sexual regions human beings odors odors perfumes,odors,1.0,0.2,1.0,0.2
308,293,293,687,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,57,Such a conclusion is further supported by the fact that by many the odor of new shoes is sometimes desired as an adjuvant to coitus .,of new shoes odor,Olfactive,Smell\_Source,26,conclusion supported fact many odor new shoes sometimes desired adjuvant coitus,new shoes odor,odor odor,1.0,0.3333333333333333,1.0,0.3333333333333333
309,477,477,1084,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,12,"STampe the hearb , put the same into a large glasse , leauing two parts emptie ( some commend the iuice of the hearbe onely ) nip or else lute the glasse very wel , digest it in balneo . 15 . or 16 . daies , and you shall finde the same very red , diuide the watrish part , and that which remaineth is the bloud or essence of the hearb . 23 .",of the hearb essence,Olfactive,Smell\_Source,76,stampe hearb put large glasse leauing two parts emptie commend iuice hearbe onely nip else lute glasse wel digest balneo daies shall finde red diuide watrish part remaineth bloud essence hearb,hearb essence,stampe hearb essence,0.5,0.5,0.6666666666666666,1.0
310,122,122,260,008E Anon 1779 A short history of drugs.txt_distribution.txt,72,"Chuse thin-skinned Pods that have not been cut open , for the Smell of the Musk is so powerful , that Pieces of Liver or any thing else may be mixed with it , and sometimes Lead Shot to make it heavy .",so powerful of the Musk Smell,Olfactive,Quality,43,chuse thinskinned pods not cut open smell musk powerful pieces liver thing else may mixed sometimes lead shot make heavy,powerful musk smell,smell smell musk,1.0,0.3333333333333333,1.0,0.6666666666666666
311,183,183,398,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,11,"Strong Bitters , with a Pungency , or Acrid Bitters , as in Celandine ; these correct Acids , and open Obstructions also , by giving a quick motion to the Blood , which is done by their Volatile Bitter Oyl , and Volatile Pungent Salt , on which their Taste and Vertue depend .",Volatile Salt Pungent,Olfactive,Quality,55,strong bitters pungency acrid bitters celandine correct acids open obstructions also giving quick motion blood done volatile bitter oyl volatile pungent salt taste vertue depend,volatile salt pungent,strong bitters pungency acrid bitters celandine correct acids open obstructions also giving quick motion blood done volatile bitter oyl volatile pungent salt taste strong acrid bitter pungent,0.17391304347826086,1.0,0.18518518518518517,1.0
312,202,202,449,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,31,The same Taste in these is spread through the whole Plant ; only the Bitterness depends on a fixt Oyl or Terebinth ; but the Aromatick on the Oyly Salt .,on the Oyly Salt Aromatick,Olfactive,Smell\_Source,31,taste spread whole plant only bitterness depends fixt oyl terebinth aromatick oyly salt,oyly salt aromatick,taste spread whole plant only bitterness depends fixt oyly terebinth,0.1,0.3333333333333333,0.1,0.3333333333333333
313,323,323,754,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,30,All writers speak of this dreadful smeii in true pulmonary gangrene ; but none ever describe it as faecal except Louis .,dreadful faecal smeii it,Olfactive,Quality,22,writers speak dreadful smeii true pulmonary gangrene none ever describe faecal except louis,dreadful faecal smeii,dreadful smeii,1.0,0.6666666666666666,1.0,0.6666666666666666
314,246,246,567,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,29,"They must necessarily confine their pronenade within a narrower range , and seek , as it were , on the very ; erge of this Lernian marsh , that health which its putrid effluvia for ) id them to enjoy .",putrid Lernian marsh its effluvia,Olfactive,Quality,41,must necessarily confine pronenade within narrower range seek erge lernian marsh health putrid effluvia id enjoy,putrid lernian marsh effluvia,putrid effluvia putrid,1.0,0.5,1.0,0.5
315,512,512,1167,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,8,"This odour is probably the result of glucosidal decomposition of constituents present in the plants , resulting in the formation of a little coumarin .",odour,Olfactive,Smell\_Word,25,odour probably result glucosidal decomposition constituents present plants resulting formation little coumarin,odour,odour odour,1.0,1.0,1.0,1.0
316,457,457,1022,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,1,Snuff Perfum ' d with Flowers .,Snuff with Flowers Perfum ' d,Olfactive,Odour\_Carrier,7,snuff perfum flowers,snuff flowers perfum,snuff perfum flowers snuff,1.0,1.0,1.0,1.0
317,478,478,1086,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,20,"AFter you haue digested your Rose leaues by the speace of 3 . moneths , sicut ante , num . 13 . eyther in barrels or hookers , then distill the with faire water in a limbeck , draw so long as you finde anie excellent smell of the Rose , then diuide the fatty oile that fleeteth on the top of the Rose water , and so you haue both excellent oile of Roses , and also good Rosewater togither , and you shall also haue more water then by the ordinarie way , and this Rosewater extendeth farther in physicall compositions , and the other serueth best for perfumes and casting bottles .",excellent of the Rose oile of Roses smell perfumes,Olfactive,Quality,115,haue digested rose leaues speace moneths sicut ante num eyther barrels hookers distill faire water limbeck draw long finde anie excellent smell rose diuide fatty oile fleeteth top rose water haue excellent oile roses also good rosewater togither shall also haue water ordinarie way rosewater extendeth farther physicall compositions serueth best perfumes casting bottles,excellent rose oile roses smell perfumes,perfumes smell,1.0,0.16666666666666666,1.0,0.3333333333333333
318,499,499,1136,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,2,Scented Tables or Pastils .,Tables Pastils Scented,Olfactive,Odour\_Carrier,5,scented tables pastils,tables pastils scented,scented tables pastils scented,1.0,1.0,1.0,1.0
319,529,529,1211,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,5,"Now with regard to the scent left by a man , much interesting speculation arises as to whether the dog works entirely by foot scent , or if he depends as well on body scent , and if so , how much .",left by a man foot body scent scent scent,Olfactive,Smell\_Source,43,regard scent left man much interesting speculation arises whether dog works entirely foot scent depends well body scent much,left man foot body scent scent scent,regard scent left man much interesting speculation arises whether dog works entirely foot scent depends well body scent much scent scent scent,0.3684210526315789,1.0,0.45454545454545453,1.0
320,388,388,872,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,9,"Colour pale yellow , odour pungent , taste hot and sweetish .",pungent odour,Olfactive,Quality,12,colour pale yellow odour pungent taste hot sweetish,pungent odour,odour odour pungent,1.0,0.5,1.0,1.0
321,125,125,266,008E Anon 1779 A short history of drugs.txt_distribution.txt,76,"There is also a brown sort , which appears of the same mealy Substance , and sells near as well The second Sort has the same Colour , Taste , and Smell ; but the Inside appears more glassy and solid , and generally in less Lumps .",same Smell,Olfactive,Quality,48,also brown sort appears mealy substance sells near well second sort colour taste smell inside appears glassy solid generally less lumps,smell,smell smell,1.0,1.0,1.0,1.0
322,582,583,1332,081E Cassells Book of the Household 1890__178_distribution_HOUS.txt,5,"With a little management , everything that cannot bo used may be burnt either at the copper fire or the kitchen fire — bones ( broken up ) , tea-leaves , fragments , and everything else ; and as a result , instead of bad smells being produced , they will be avoided ; because damp refuse put into a dust-bin very speedily ferments or decomposes , and causes a smell which is dangerous as welt as unpleasant , and is the cause of cholera and typhoid ; while refuse burnt is rendered quite harmless .",bad dangerous unpleasant damp refuse smells smell,Olfactive,Quality,96,little management everything cannot bo used may burnt either copper fire kitchen fire — bones broken tealeaves fragments everything else result instead bad smells produced avoided because damp refuse put dustbin speedily ferments decomposes causes smell dangerous welt unpleasant cause cholera typhoid refuse burnt rendered quite harmless,bad dangerous unpleasant damp refuse smells smell,bad smells bad smell everything everything everything everything,1.0,0.2857142857142857,0.5,0.42857142857142855
323,223,223,501,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,59,"Inwardly , Fetids , by their Volatile Parts , do pierce the Channels of the Nerves , mend the Crudity of their Nervous Juyce ; and by their Faetor , they excite a different Motion from that in Hysterick Fits , and in Convulsions ; and do remove the Cause of that tumultuous Motion in the Spirits , by correcting Acidities , and Stagnation in the Succus Nervosus , which is disposed to them , as all other Glandulous Liquors be .",their Fetids Faetor,Olfactive,Smell\_Source,82,inwardly fetids volatile parts pierce channels nerves mend crudity nervous juyce faetor excite different motion hysterick fits convulsions remove cause tumultuous motion spirits correcting acidities stagnation succus nervosus disposed glandulous liquors,fetids faetor,fetids volatile parts pierce channels nerves mend crudity nervous juyce faetor excite different motion hysterick fits convulsions remove cause tumultuous motion spirits correcting acidities stagnation succus nervosus disposed glandulous liquors,0.06666666666666667,1.0,0.06666666666666667,1.0
324,342,342,795,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,76,"Fetor of the breath closely resembling that under consideration is observed in pregnancy , scorbutus , and cachectic states of a rheumatic character ; in all these the blood is highly fibrinous and embolism not uncommon .",of the breath Fetor,Olfactive,Smell\_Source,37,fetor breath closely resembling consideration observed pregnancy scorbutus cachectic states rheumatic character blood highly fibrinous embolism not uncommon,breath fetor,fetor breath fetor,1.0,1.0,1.0,1.0
325,53,53,124,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,90,Complaints have been often made of the smell of the mud of the mill-stream between Mill-pond Bridge and the Surrey Mills .,of the mud of the mill-stream smell,Olfactive,Smell\_Source,22,complaints often made smell mud millstream millpond bridge surrey mills,mud millstream smell,smell smell,1.0,0.3333333333333333,1.0,0.3333333333333333
326,219,219,492,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,52,"Elder-Leaves are Fetid , yet the Flowers are very Fragrant ; so are the Flowers of Saponaria , though the Leaves resemble Elder .",very Elder-Leaves the Flowers the Flowers of Saponaria Fetid Fragrant,Olfactive,Quality,24,elderleaves fetid yet flowers fragrant flowers saponaria though leaves resemble elder,elderleaves flowers flowers saponaria fetid fragrant,elderleaves fetid yet flowers fragrant flowers saponaria though elderleaves resemble elderleaves fetid fragrant,0.7272727272727273,1.0,0.7692307692307693,1.0
327,129,129,275,008E Anon 1779 A short history of drugs.txt_distribution.txt,82,OPOPONAX .,OPOPONAX,Olfactive,Smell\_Source,2,opoponax,opoponax,opoponax,1.0,1.0,1.0,1.0
328,543,543,1238,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,13,"To have my Closet stink like a Pothecaries shop with Drugs and Medicines , to administer to my sick Neighbours ; and spoil the next Quacks practice with the receipt book that belongs to the family .",like a Pothecaries shop with Drugs and Medicines Closet stink,Olfactive,Evoked\_Odorant,37,closet stink like pothecaries shop drugs medicines administer sick neighbours spoil next quacks practice receipt book belongs family,like pothecaries shop drugs medicines closet stink,stink stink,1.0,0.14285714285714285,1.0,0.14285714285714285
329,393,393,879,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,10,"Our small White Butterfly , belonging to one of these , has a male , according to Kirby , redolent of thyme , and with some of his exotic fraternity the scent is described by Dr .",White Butterfly of thyme redolent scent,Olfactive,Smell\_Source,37,small white butterfly belonging one male according kirby redolent thyme exotic fraternity scent described dr,white butterfly thyme redolent scent,exotic fraternity scent redolent scent,0.3333333333333333,0.2,0.6,0.4
330,447,447,999,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,14,"This powder will be of great use in several perfumery compositions , as will be afterwards directed ; for it has the odour of the finest parts of the musk , without that of the disagreeable ingredients which may happen to be present .",This powder it of the finest parts of the musk odour,Olfactive,Odour\_Carrier,44,powder great use several perfumery compositions afterwards directed odour finest parts musk without disagreeable ingredients may happen present,powder finest parts musk odour,perfumery compositions afterwards directed odour odour musk,0.2,0.2,0.42857142857142855,0.4
331,545,545,1242,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,26,Stinking Town !,Stinking,Olfactive,Smell\_Word,3,stinking town,stinking,stinking stinking,1.0,1.0,1.0,1.0
332,395,395,882,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,12,"We have many moths , likewise , with raised scales on the wing-surface , but I am not aware this is the source of scent attraction .",raised scales on the wing-surface scent,Olfactive,Smell\_Source,27,many moths likewise raised scales wingsurface not aware source scent attraction,raised scales wingsurface scent,many moths likewise raised scales wingsurface not aware source scent attraction scent,0.36363636363636365,1.0,0.4166666666666667,1.0
333,567,568,1292,078E E. T. 1734 The Art and Mystery of vintners and wine coopers__64_distribution_HOUS.txt,1,"The first Buds of Ribes Nigra infused in Wines , especially Rhenish , makes it diuretick , and more fragrant in Smell and Taste , and so doth Clary .",fragrant Buds of Ribes Nigra Smell,Olfactive,Quality,30,first buds ribes nigra infused wines especially rhenish makes diuretick fragrant smell taste doth clary,fragrant buds ribes nigra smell,fragrant smell fragrant smell,1.0,0.4,1.0,0.4
334,402,402,899,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,21,"Muller , is , so far as odours are concerned , the most interesting of all these fairy-formed and many-coloured things of the tropical bush .",odours,Olfactive,Smell\_Word,26,muller far odours concerned interesting fairyformed manycoloured things tropical bush,odours,odours,1.0,1.0,1.0,1.0
335,386,386,869,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,78,Oil of Eucalyptus .,Oil of Eucalyptus,Olfactive,Smell\_Source,4,oil eucalyptus,oil eucalyptus,oil eucalyptus,1.0,1.0,1.0,1.0
336,581,582,1330,081E Cassells Book of the Household 1890__178_distribution_HOUS.txt,4,"It is when rubbish is allowed to accumulate , and when the attempt is made to burn a quantity at once , that the fire goes out , and an unpleasant odour is created .",unpleasant odour,Olfactive,Quality,35,rubbish allowed accumulate attempt made burn quantity fire goes unpleasant odour created,unpleasant odour,unpleasant odour odour,1.0,1.0,1.0,1.0
337,294,294,689,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,59,"Niieke mentions that a colleague of his was informed by a prostitute that several of her clients desired the odor of new shoes in the room , and that she was accustomed to obtain the desired perfume by holding her shoes for a moment over the flame of a spirit lamp .",desired of new shoes odor perfume,Olfactive,Quality,52,niieke mentions colleague informed prostitute several clients desired odor new shoes room accustomed obtain desired perfume holding shoes moment flame spirit lamp,desired new shoes odor perfume,odor odor perfume,1.0,0.2,1.0,0.4
338,500,500,1138,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,4,"To form scented Pastils , roll up bits of this Paste in the shape of a cone , that they may stand upright , and set them by to dry .",Pastils scented,Olfactive,Odour\_Carrier,31,form scented pastils roll bits paste shape cone may stand upright set dry,pastils scented,scented pastils scented,1.0,1.0,1.0,1.0
339,482,482,1099,061E Hugh Plat 1602 Delightes for Ladies__22_distribution_PER.txt,7,"DRie the hearbe or flower , and distill the same in faire water in a limbecke , draw no longer then you find sent in the water that issueth , reiterate that water vpon fresh herbes , and distil as before , diuiding the sweetest from the rest . 21 .",in the water the hearbe flower sent,Olfactive,Odour\_Carrier,51,drie hearbe flower distill faire water limbecke draw no longer find sent water issueth reiterate water vpon fresh herbes distil diuiding sweetest rest,water hearbe flower sent,drie hearbe flower,0.6666666666666666,0.5,0.6666666666666666,0.5
340,415,415,929,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",1,"The author ’ s attention having been long directed to the remarkable fact , that odour , resembling that of phosphorus , is given off during the escape of positive electricity from the point of a conductor into air ; and is likewise perceptible when lightning has struck any object , and also when water is electrolyzed , he has investigated the circumstances attending these phenomena ; and the results he has obtained will , he expects , afford a clue to the discovery of their cause .",that of phosphorus perceptible odour,Olfactive,Evoked\_Odorant,88,author ’ attention long directed remarkable fact odour resembling phosphorus given escape positive electricity point conductor air likewise perceptible lightning struck object also water electrolyzed investigated circumstances attending phenomena results obtained expects afford clue discovery cause,phosphorus perceptible odour,odour odour,1.0,0.3333333333333333,1.0,0.3333333333333333
341,112,112,240,008E Anon 1779 A short history of drugs.txt_distribution.txt,179,"A pale yellowish Wood , of a pleasant Smell , bitterish aromatic Taste , which leaves an agreeable kind of Pungency ; it is generally brought in large thick Logs , and Care should be taken that it is quite sound and solid .",pleasant Smell,Olfactive,Quality,44,pale yellowish wood pleasant smell bitterish aromatic taste leaves agreeable kind pungency generally brought large thick logs care taken quite sound solid,pleasant smell,pleasant smell smell aromatic pungency pungency pungency,1.0,1.0,0.42857142857142855,1.0
342,179,179,385,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,104,"The second Class of Volatile Salts , is in rank Tastes , and smells like Garlick and Onyons , whose Smells are rank Fetid , and their Tastes very pungent Hot .",like Garlick and Onyons whose rank Fetid The second Class of Volatile Salts smells Smells,Olfactive,Evoked\_Odorant,32,second class volatile salts rank tastes smells like garlick onyons whose smells rank fetid tastes pungent hot,like garlick onyons whose rank fetid second class volatile salts smells smells,volatile salts rank rank fetid pungent,1.0,0.16666666666666666,0.8333333333333334,0.3333333333333333
343,421,421,942,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,10,"It is exceedingly difficult and tedious to collect a quantity of this putrid air , not miscible in water , so very great a proportion of what is collected being absorbed by the water in which it is kept ; but what that proportion is , I have not endeavoured to ascertain .",air putrid,Olfactive,Odour\_Carrier,53,exceedingly difficult tedious collect quantity putrid air not miscible water great proportion collected absorbed water kept proportion not endeavoured ascertain,air putrid,putrid air putrid,1.0,1.0,1.0,1.0
344,467,467,1053,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,4,"Get a Wooden Box , as big as you have occasion for , line within with dry Paper , lay in it a Bed of Snuff an Inch thick , then a Bed of Flowers , and so along till you have no more of it ; let it lay so in the Flowers Twenty four Hours : then searce your Snuff , to take out the Flowers , and renew them at the same time ; continue so doing four or five days ; and when you think your Snuff is Perfum ' d enough with Flowers , keep it very close in your Boxes , in a very dry place ; don ' t meddle with it when the Flowers are within , because it will not heat .",Snuff with Flowers Perfum ' d,Olfactive,Odour\_Carrier,131,get wooden box big occasion line within dry paper lay bed snuff inch thick bed flowers along till no let lay flowers twenty four hours searce snuff take flowers renew time continue four five days think snuff perfum enough flowers keep close boxes dry place meddle flowers within because not heat,snuff flowers perfum,get wooden box big occasion line within dry paper lay bed snuff inch thick bed flowers along till no let lay flowers twenty four hours searce snuff take flowers renew time continue four five days think snuff perfum enough flowers keep close boxes dry place meddle flowers within because not heat snuff snuff snuff,0.17647058823529413,1.0,0.2222222222222222,1.0
345,449,449,1005,057E Charles Lillie 1822 The British Perfumer__716_distribution_PER.txt,8,"The true Russian musk , in pod , mentioned above , is more loose , and has none of the round balls or pills , like that from China .",The true Russian musk,Olfactive,Smell\_Source,30,true russian musk pod mentioned loose none round balls pills like china,true russian musk,true russian musk musk,1.0,1.0,1.0,1.0
346,373,373,850,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,22,Oil of Cajupnt .,Oil of Cajupnt,Olfactive,Smell\_Source,4,oil cajupnt,oil cajupnt,oil cajupnt,1.0,1.0,1.0,1.0
347,314,314,734,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,19,"In the first case that I observed , the breath and sputa rendered a spacious ward odious as a privy , with the stench of fresh foeces .",of fresh foeces stench,Olfactive,Smell\_Source,28,first case observed breath sputa rendered spacious ward odious privy stench fresh foeces,fresh foeces stench,odious privy stench stench,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333
