,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
428,349,479,a cow in the pasture drinking from a lake.,"['lake', 'cow']","[{'start': 37, 'end': 41, 'text': 'lake', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'cow', 'labels': ['ENTITY']}]",a cow in the pasture drinking from a lake,cow pasture drink lake,lake cow,a cow in the pasture drinking from a lake.,Olfactive,cow pasture drinking lake,lake cow,,0.0,0.0,0.0,0.0
429,195,307,a man and woman posing for a picture together,"['woman', 'man']","[{'start': 10, 'end': 15, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man and woman posing for a picture together,man woman pose picture,woman man,a man and woman posing for a picture together,Olfactive,man woman posing picture together,woman man,,0.0,0.0,0.0,0.0
430,938,1239,a man smiling and drinking wine with his camera on his neck.   ,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man smiling and drinking wine with his camera on his neck,man smile drink wine camera neck,man,a man smiling and drinking wine with his camera on his neck.   ,Olfactive,man smiling drinking wine camera neck,man,,0.0,0.0,0.0,0.0
431,894,1178,a baseball player holding a bat while standing on top of a field.,['baseball player'],"[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}]",a baseball player holding a bat while standing on top of a field,baseball player hold bat stand field,baseball player,a baseball player holding a bat while standing on top of a field.,Olfactive,baseball player holding bat standing top field,baseball player,bat,0.0,0.0,0.0,0.0
432,689,926,the baseball player is ready to swing the bat.,['baseball player'],"[{'start': 4, 'end': 19, 'text': 'baseball player', 'labels': ['ENTITY']}]",the baseball player is ready to swing the bath,baseball player ready swing bath,baseball player,the baseball player is ready to swing the bat.,Olfactive,baseball player ready swing bat,baseball player,,0.0,0.0,0.0,0.0
433,263,384,some cows are walking along on a beach.,"['cows', 'beach']","[{'start': 5, 'end': 9, 'text': 'cows', 'labels': ['ENTITY']}, {'start': 33, 'end': 38, 'text': 'beach', 'labels': ['ENTITY']}]",some cows are walking along on a beach,cow walk beach,cows beach,some cows are walking along on a beach.,Olfactive,cows walking along beach,cows beach,,0.0,0.0,0.0,0.0
434,443,593,two dogs playing at the park on a grassy field.,['dogs'],"[{'start': 4, 'end': 8, 'text': 'dogs', 'labels': ['ENTITY']}]",two dogs playing at the park on a grassy field,dog play park grassy field,dogs,two dogs playing at the park on a grassy field.,Olfactive,two dogs playing park grassy field,dogs,,0.0,0.0,0.0,0.0
435,732,972,a microwave on a counter in front of a glass sliding door.,['microwave'],"[{'start': 2, 'end': 11, 'text': 'microwave', 'labels': ['ENTITY']}]",a microwave on a counter in front of a glass sliding door,microwave counter glass slide door,microwave,a microwave on a counter in front of a glass sliding door.,Olfactive,microwave counter front glass sliding door,microwave,sliding,0.0,0.0,0.0,0.0
436,304,433,three people are riding on a brown elephant.,"['people', 'elephant']","[{'start': 6, 'end': 12, 'text': 'people', 'labels': ['ENTITY']}, {'start': 35, 'end': 43, 'text': 'elephant', 'labels': ['ENTITY']}]",three people are riding on a brown elephant,people ride brown elephant,people elephant,three people are riding on a brown elephant.,Olfactive,three people riding brown elephant,people elephant,,0.0,0.0,0.0,0.0
437,341,471,a cow standing in the water on a field.,"['water', 'cow']","[{'start': 22, 'end': 27, 'text': 'water', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'cow', 'labels': ['ENTITY']}]",a cow standing in the water on a field,cow stand water field,water cow,a cow standing in the water on a field.,Olfactive,cow standing water field,water cow,,0.0,0.0,0.0,0.0
438,906,1194,a professional baseball player takes a swing in front of fans in a crowded stadium.,"['stadium', 'fans', 'baseball player']","[{'start': 75, 'end': 82, 'text': 'stadium', 'labels': ['ENTITY']}, {'start': 57, 'end': 61, 'text': 'fans', 'labels': ['ENTITY']}, {'start': 15, 'end': 30, 'text': 'baseball player', 'labels': ['ENTITY']}]",a professional baseball player takes a swing in front of fans in a crowded stadium,professional baseball player take swing fan crowded stadium,stadium fans baseball player,a professional baseball player takes a swing in front of fans in a crowded stadium.,Olfactive,professional baseball player takes swing front fans crowded stadium,stadium fans baseball player,,0.0,0.0,0.0,0.0
439,149,244,a man and a woman sleep on a bench outside with a bag on the ground in between them. ,"['woman', 'man']","[{'start': 12, 'end': 17, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man and a woman sleep on a bench outside with a bag on the ground in between them,man woman sleep bench outside bag ground,woman man,a man and a woman sleep on a bench outside with a bag on the ground in between them. ,Olfactive,man woman sleep bench outside bag ground,woman man,bench,0.0,0.0,0.0,0.0
440,124,202,a bench on the bank of a river near a tree. ,"['river', 'bench']","[{'start': 25, 'end': 30, 'text': 'river', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'bench', 'labels': ['ENTITY']}]",a bench on the bank of a river near a tree,bench bank river tree,river bench,a bench on the bank of a river near a tree. ,Olfactive,bench bank river near tree,river bench,,0.0,0.0,0.0,0.0
441,737,983,an unoccupied living room with a flat screen tv turned on.,"['screen tv', 'living room']","[{'start': 38, 'end': 47, 'text': 'screen tv', 'labels': ['ENTITY']}, {'start': 14, 'end': 25, 'text': 'living room', 'labels': ['ENTITY']}]",an unoccupied living room with a flat screen to turned on,unoccupied living room flat screen turn,screen tv living room,an unoccupied living room with a flat screen tv turned on.,Olfactive,unoccupied living room flat screen tv turned,screen tv living room,flat,0.0,0.0,0.0,0.0
442,50,65,a woman in a congested kitchen in ahotel,['woman'],"[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}]",a woman in a congested kitchen in hotel,woman congested kitchen hotel,woman,a woman in a congested kitchen in ahotel,Olfactive,woman congested kitchen ahotel,woman,hot,0.0,0.0,0.0,0.0
443,353,483,a boy standing next to a fence in front of a vintage train.,"['train', 'boy']","[{'start': 53, 'end': 58, 'text': 'train', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'boy', 'labels': ['ENTITY']}]",a boy standing next to a fence in front of a vintage train,boy stand fence vintage train,train boy,a boy standing next to a fence in front of a vintage train.,Olfactive,boy standing next fence front vintage train,train boy,,0.0,0.0,0.0,0.0
444,868,1137,a close up view of a very pretty clock.,['clock'],"[{'start': 33, 'end': 38, 'text': 'clock', 'labels': ['ENTITY']}]",a close up view of a very pretty clock,close view pretty clock,clock,a close up view of a very pretty clock.,Olfactive,close view pretty clock,clock,,0.0,0.0,0.0,0.0
445,142,233,a group of birds walk on some mud next to some water ,['birds'],"[{'start': 11, 'end': 16, 'text': 'birds', 'labels': ['ENTITY']}]",a group of birds walk on some mud next to some water,group bird walk mud water,birds,a group of birds walk on some mud next to some water ,Olfactive,group birds walk mud next water,birds,,0.0,0.0,0.0,0.0
446,470,646,a polar bear presses down on a plastic bin in a river.,"['river', 'bear']","[{'start': 48, 'end': 53, 'text': 'river', 'labels': ['ENTITY']}, {'start': 8, 'end': 12, 'text': 'bear', 'labels': ['ENTITY']}]",a polar bear presses down on a plastic bin in a river,polar bear press plastic bin river,river bear,a polar bear presses down on a plastic bin in a river.,Olfactive,polar bear presses plastic bin river,river bear,,0.0,0.0,0.0,0.0
447,399,539,an elephant standing by a little cliff so it can get some water with its trunk ,"['water', 'elephant']","[{'start': 58, 'end': 63, 'text': 'water', 'labels': ['ENTITY']}, {'start': 3, 'end': 11, 'text': 'elephant', 'labels': ['ENTITY']}]",an elephant standing by a little cliff so it can get some water with its trunk,elephant stand little cliff water trunk,water elephant,an elephant standing by a little cliff so it can get some water with its trunk ,Olfactive,elephant standing little cliff get water trunk,water elephant,,0.0,0.0,0.0,0.0
448,585,798,a slightly overcooked homemade personal sized pizza with meat and red peppers.,['meat'],"[{'start': 57, 'end': 61, 'text': 'meat', 'labels': ['ENTITY']}]",a slightly overcooked homemade personal sized pizza with meat and red peppers,slightly overcooked homemade personal sized pizza meat red pepper,meat,a slightly overcooked homemade personal sized pizza with meat and red peppers.,Olfactive,slightly overcooked homemade personal sized pizza meat red peppers,meat,overc,0.0,0.0,0.0,0.0
449,320,450,someone has taken a picture of the rear end of this elephant.,['elephant'],"[{'start': 52, 'end': 60, 'text': 'elephant', 'labels': ['ENTITY']}]",someone has taken a picture of the rear end of this elephant,take picture rear end elephant,elephant,someone has taken a picture of the rear end of this elephant.,Olfactive,someone taken picture rear end elephant,elephant,rear,0.0,0.0,0.0,0.0
450,19,24,a lot of people that are in the snow.,['people'],"[{'start': 9, 'end': 15, 'text': 'people', 'labels': ['ENTITY']}]",a lot of people that are in the snow,lot people snow,people,a lot of people that are in the snow.,Olfactive,lot people snow,people,,0.0,0.0,0.0,0.0
451,758,1008,a baseball player strikes a ball with his baseball bat.,"['baseball player', 'baseball bat', 'ball']","[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 42, 'end': 54, 'text': 'baseball bat', 'labels': ['ENTITY']}, {'start': 6, 'end': 10, 'text': 'ball', 'labels': ['ENTITY']}]",a baseball player strikes a ball with his baseball bath,baseball player strike ball baseball bath,baseball player baseball bat ball,a baseball player strikes a ball with his baseball bat.,Olfactive,baseball player strikes ball baseball bat,baseball player baseball bat ball,,0.0,0.0,0.0,0.0
452,741,988,a professional baseball player holding up a baseball bat.,"['baseball player', 'baseball bat']","[{'start': 15, 'end': 30, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 44, 'end': 56, 'text': 'baseball bat', 'labels': ['ENTITY']}]",a professional baseball player holding up a baseball bath,professional baseball player hold baseball bath,baseball player baseball bat,a professional baseball player holding up a baseball bat.,Olfactive,professional baseball player holding baseball bat,baseball player baseball bat,baseball,1.0,0.5,1.0,0.5
453,757,1007,a baseball player strikes a ball with his baseball bat.,"['baseball player', 'baseball bat', 'ball']","[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 42, 'end': 54, 'text': 'baseball bat', 'labels': ['ENTITY']}, {'start': 6, 'end': 10, 'text': 'ball', 'labels': ['ENTITY']}]",a baseball player strikes a ball with his baseball bath,baseball player strike ball baseball bath,baseball player baseball bat ball,a baseball player strikes a ball with his baseball bat.,Olfactive,baseball player strikes ball baseball bat,baseball player baseball bat ball,,0.0,0.0,0.0,0.0
454,407,548,a bag that is laying down on the floor,['bag'],"[{'start': 2, 'end': 5, 'text': 'bag', 'labels': ['ENTITY']}]",a bag that is laying down on the floor,bag lay floor,bag,a bag that is laying down on the floor,Olfactive,bag laying floor,bag,,0.0,0.0,0.0,0.0
455,537,744,the living room has tan furniture and a red rug.,['living room'],"[{'start': 4, 'end': 15, 'text': 'living room', 'labels': ['ENTITY']}]",the living room has tan furniture and a red rug,living room tan furniture red rug,living room,the living room has tan furniture and a red rug.,Olfactive,living room tan furniture red rug,living room,living,1.0,0.5,1.0,0.5
456,580,791,a man is wind surfing over the water.,"['water', 'wind', 'man']","[{'start': 31, 'end': 36, 'text': 'water', 'labels': ['ENTITY']}, {'start': 9, 'end': 13, 'text': 'wind', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man is wind surfing over the water,man wind surf water,water wind man,a man is wind surfing over the water.,Olfactive,man wind surfing water,water wind man,,0.0,0.0,0.0,0.0
457,38,48,a motorcycle is parked on a sidewalk next to a marina.,"['motorcycle', 'marina']","[{'start': 2, 'end': 12, 'text': 'motorcycle', 'labels': ['ENTITY']}, {'start': 47, 'end': 53, 'text': 'marina', 'labels': ['ENTITY']}]",a motorcycle is parked on a sidewalk next to a marina,motorcycle park sidewalk marina,motorcycle marina,a motorcycle is parked on a sidewalk next to a marina.,Olfactive,motorcycle parked sidewalk next marina,motorcycle marina,,0.0,0.0,0.0,0.0
458,175,286,a train is traveling down the train track in the grass,"['train', 'train track']","[{'start': 2, 'end': 7, 'text': 'train', 'labels': ['ENTITY']}, {'start': 30, 'end': 41, 'text': 'train track', 'labels': ['ENTITY']}]",a train is traveling down the train track in the grass,train travel train track grass,train train track,a train is traveling down the train track in the grass,Olfactive,train traveling train track grass,train train track,,0.0,0.0,0.0,0.0
459,245,359,a woman is laying on a bed wearing heels with butt exposed.,['woman'],"[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}]",a woman is laying on a bed wearing heels with butt exposed,woman lay bed wear heel butt expose,woman,a woman is laying on a bed wearing heels with butt exposed.,Olfactive,woman laying bed wearing heels butt exposed,woman,,0.0,0.0,0.0,0.0
460,777,1034,a living room area with some couches and a television,['television'],"[{'start': 43, 'end': 53, 'text': 'television', 'labels': ['ENTITY']}]",a living room area with some couches and a television,live room area couch television,television,a living room area with some couches and a television,Olfactive,living room area couches television,television,living,0.0,0.0,0.0,0.0
461,625,854,man looking on a the ocean from the beach with surf board in hand and swimmers in the water.,"['swimmers', 'ocean', 'surf board', 'man', 'water', 'beach']","[{'start': 70, 'end': 78, 'text': 'swimmers', 'labels': ['ENTITY']}, {'start': 21, 'end': 26, 'text': 'ocean', 'labels': ['ENTITY']}, {'start': 47, 'end': 57, 'text': 'surf board', 'labels': ['ENTITY']}, {'start': 0, 'end': 3, 'text': 'man', 'labels': ['ENTITY']}, {'start': 86, 'end': 91, 'text': 'water', 'labels': ['ENTITY']}, {'start': 36, 'end': 41, 'text': 'beach', 'labels': ['ENTITY']}]",man looking on a the ocean from the beach with surf board in hand and swimmers in the water,man look ocean beach hand swimmer water,swimmers ocean surf board man water beach,man looking on a the ocean from the beach with surf board in hand and swimmers in the water.,Olfactive,man looking ocean beach surf board hand swimmers water,swimmers ocean surf board man water beach,,0.0,0.0,0.0,0.0
462,706,946,the woman talks on her cell phone while in the car.,"['cell phone', 'car']","[{'start': 23, 'end': 33, 'text': 'cell phone', 'labels': ['ENTITY']}, {'start': 47, 'end': 50, 'text': 'car', 'labels': ['ENTITY']}]",the woman talks on her cell phone while in the care,woman talk cell phone care,cell phone car,the woman talks on her cell phone while in the car.,Olfactive,woman talks cell phone car,cell phone car,cell,1.0,0.3333333333333333,1.0,0.3333333333333333
463,804,1068,a young person who is going to hit a ball with a bat.,['person'],"[{'start': 8, 'end': 14, 'text': 'person', 'labels': ['ENTITY']}]",a young person who is going to hit a ball with a bath,young person go hit ball bath,person,a young person who is going to hit a ball with a bat.,Olfactive,young person going hit ball bat,person,,0.0,0.0,0.0,0.0
464,154,255,flock of ducks standing on a rocky shore.,"['flock', 'ducks']","[{'start': 0, 'end': 5, 'text': 'flock', 'labels': ['ENTITY']}, {'start': 9, 'end': 14, 'text': 'ducks', 'labels': ['ENTITY']}]",flock of ducks standing on a rocky shore,flock duck stand rocky shore,flock ducks,flock of ducks standing on a rocky shore.,Olfactive,flock ducks standing rocky shore,flock ducks,,0.0,0.0,0.0,0.0
465,287,414,a black cat standing next to a television in room.,"['cat', 'television']","[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}, {'start': 31, 'end': 41, 'text': 'television', 'labels': ['ENTITY']}]",a black cat standing next to a television in room,black cat stand television room,cat television,a black cat standing next to a television in room.,Olfactive,black cat standing next television room,cat television,television,1.0,0.5,1.0,0.5
466,728,968,a microwave is on a table by a doorway,['microwave'],"[{'start': 2, 'end': 11, 'text': 'microwave', 'labels': ['ENTITY']}]",a microwave is on a table by a doorway,microwave table doorway,microwave,a microwave is on a table by a doorway,Olfactive,microwave table doorway,microwave,,0.0,0.0,0.0,0.0
467,17,22,many people and snowboards at the bottom of a snowy mountain,"['snowboards', 'people']","[{'start': 16, 'end': 26, 'text': 'snowboards', 'labels': ['ENTITY']}, {'start': 5, 'end': 11, 'text': 'people', 'labels': ['ENTITY']}]",many people and snowboards at the bottom of a snowy mountain,people snowboard snowy mountain,snowboards people,many people and snowboards at the bottom of a snowy mountain,Olfactive,many people snowboards bottom snowy mountain,snowboards people,,0.0,0.0,0.0,0.0
468,127,209,a bench that is overlooking the ocean with life rings behind it.,['ocean'],"[{'start': 32, 'end': 37, 'text': 'ocean', 'labels': ['ENTITY']}]",a bench that is overlooking the ocean with life rings behind it,bench overlook ocean life ring,ocean,a bench that is overlooking the ocean with life rings behind it.,Olfactive,bench overlooking ocean life rings behind,ocean,,0.0,0.0,0.0,0.0
469,322,452,an elephant graving on some food in its pen.,['elephant'],"[{'start': 3, 'end': 11, 'text': 'elephant', 'labels': ['ENTITY']}]",an elephant graving on some food in its pen,elephant grave food pen,elephant,an elephant graving on some food in its pen.,Olfactive,elephant graving food pen,elephant,,0.0,0.0,0.0,0.0
470,255,375,a bunch of animals on a beach near the water.,"['animals', 'beach']","[{'start': 11, 'end': 18, 'text': 'animals', 'labels': ['ENTITY']}, {'start': 24, 'end': 29, 'text': 'beach', 'labels': ['ENTITY']}]",a bunch of animals on a beach near the water,bunch animal beach water,animals beach,a bunch of animals on a beach near the water.,Olfactive,bunch animals beach near water,animals beach,,0.0,0.0,0.0,0.0
471,615,842,a man riding a blue surfboard on a wave in the ocean.,"['wave', 'man']","[{'start': 35, 'end': 39, 'text': 'wave', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man riding a blue surfboard on a wave in the ocean,man ride blue surfboard wave ocean,wave man,a man riding a blue surfboard on a wave in the ocean.,Olfactive,man riding blue surfboard wave ocean,wave man,,0.0,0.0,0.0,0.0
472,904,1192,a professional baseball player takes a swing in front of fans in a crowded stadium.,"['stadium', 'fans', 'baseball player']","[{'start': 75, 'end': 82, 'text': 'stadium', 'labels': ['ENTITY']}, {'start': 57, 'end': 61, 'text': 'fans', 'labels': ['ENTITY']}, {'start': 15, 'end': 30, 'text': 'baseball player', 'labels': ['ENTITY']}]",a professional baseball player takes a swing in front of fans in a crowded stadium,professional baseball player take swing fan crowded stadium,stadium fans baseball player,a professional baseball player takes a swing in front of fans in a crowded stadium.,Olfactive,professional baseball player takes swing front fans crowded stadium,stadium fans baseball player,,0.0,0.0,0.0,0.0
473,190,302,some water boats bushes trees and buildings and a train,"['water boats', 'train']","[{'start': 5, 'end': 16, 'text': 'water boats', 'labels': ['ENTITY']}, {'start': 50, 'end': 55, 'text': 'train', 'labels': ['ENTITY']}]",some water boats bushes trees and buildings and a train,water boat bush tree building train,water boats train,some water boats bushes trees and buildings and a train,Olfactive,water boats bushes trees buildings train,water boats train,,0.0,0.0,0.0,0.0
474,115,178,two adult giraffes with one baby giraffe standing near a doorway.,['baby giraffe'],"[{'start': 28, 'end': 40, 'text': 'baby giraffe', 'labels': ['ENTITY']}]",two adult giraffes with one baby giraffe standing near a doorway,adult giraffe baby stand doorway,baby giraffe,two adult giraffes with one baby giraffe standing near a doorway.,Olfactive,two adult giraffes one baby giraffe standing near doorway,baby giraffe,giraffe,1.0,0.5,1.0,0.5
475,576,787,a man on a wind surfboard doing a trick on water.,"['wind surfboard', 'trick', 'water', 'man']","[{'start': 11, 'end': 25, 'text': 'wind surfboard', 'labels': ['ENTITY']}, {'start': 34, 'end': 39, 'text': 'trick', 'labels': ['ENTITY']}, {'start': 43, 'end': 48, 'text': 'water', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man on a wind surfboard doing a trick on water,man wind surfboard trick water,wind surfboard trick water man,a man on a wind surfboard doing a trick on water.,Olfactive,man wind surfboard trick water,wind surfboard trick water man,,0.0,0.0,0.0,0.0
476,180,291,a man holding a water hose by a fire hydrant.,"['man', 'water hose']","[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}, {'start': 16, 'end': 26, 'text': 'water hose', 'labels': ['ENTITY']}]",a man holding a water hose by a fire hydrant,man hold water hose fire hydrant,man water hose,a man holding a water hose by a fire hydrant.,Olfactive,man holding water hose fire hydrant,man water hose,hyd,0.0,0.0,0.0,0.0
477,301,430,people ride an elephant through a path in the forest.,"['people', 'elephant']","[{'start': 0, 'end': 6, 'text': 'people', 'labels': ['ENTITY']}, {'start': 15, 'end': 23, 'text': 'elephant', 'labels': ['ENTITY']}]",people ride an elephant through a path in the forest,people ride elephant path forest,people elephant,people ride an elephant through a path in the forest.,Olfactive,people ride elephant path forest,people elephant,,0.0,0.0,0.0,0.0
478,711,951,a young man in a black car speaking on a cell phone.,"['cell phone', 'car', 'man']","[{'start': 41, 'end': 51, 'text': 'cell phone', 'labels': ['ENTITY']}, {'start': 23, 'end': 26, 'text': 'car', 'labels': ['ENTITY']}, {'start': 8, 'end': 11, 'text': 'man', 'labels': ['ENTITY']}]",a young man in a black car speaking on a cell phone,young man black car speak cell phone,cell phone car man,a young man in a black car speaking on a cell phone.,Olfactive,young man black car speaking cell phone,cell phone car man,cell,1.0,0.25,1.0,0.25
479,667,898,a woman is hitting a tennis ball over the net.,"['tennis ball', 'woman']","[{'start': 21, 'end': 32, 'text': 'tennis ball', 'labels': ['ENTITY']}, {'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}]",a woman is hitting a tennis ball over the net,woman hit tennis ball net,tennis ball woman,a woman is hitting a tennis ball over the net.,Olfactive,woman hitting tennis ball net,tennis ball woman,tennis,1.0,0.3333333333333333,1.0,0.3333333333333333
480,678,911,an unoccupied room with wooden flooring and a fireplace.,['fireplace'],"[{'start': 46, 'end': 55, 'text': 'fireplace', 'labels': ['ENTITY']}]",an unoccupied room with wooden flooring and a fireplace,unoccupied room wooden flooring fireplace,fireplace,an unoccupied room with wooden flooring and a fireplace.,Olfactive,unoccupied room wooden flooring fireplace,fireplace,floor,0.0,0.0,0.0,0.0
481,697,934,a girl with a flower in her hair talking on a cell phone.,"['girl', 'cell phone']","[{'start': 2, 'end': 6, 'text': 'girl', 'labels': ['ENTITY']}, {'start': 46, 'end': 56, 'text': 'cell phone', 'labels': ['ENTITY']}]",a girl with a flower in her hair talking on a cell phone,girl flower hair talk cell phone,girl cell phone,a girl with a flower in her hair talking on a cell phone.,Olfactive,girl flower hair talking cell phone,girl cell phone,,0.0,0.0,0.0,0.0
482,746,996,a uniformed baseball player poses with a bat in the air.,['baseball player'],"[{'start': 12, 'end': 27, 'text': 'baseball player', 'labels': ['ENTITY']}]",a uniformed baseball player poses with a bat in the air,uniformed baseball player pose bat air,baseball player,a uniformed baseball player poses with a bat in the air.,Olfactive,uniformed baseball player poses bat air,baseball player,,0.0,0.0,0.0,0.0
483,517,715,the lunch provides all the major food groups.,['food groups'],"[{'start': 33, 'end': 44, 'text': 'food groups', 'labels': ['ENTITY']}]",the lunch provides all the major food groups,lunch provide major food group,food groups,the lunch provides all the major food groups.,Olfactive,lunch provides major food groups,food groups,,0.0,0.0,0.0,0.0
484,923,1222,"a plate with food on it, a fork and some kind of drink.","['fork', 'drink']","[{'start': 27, 'end': 31, 'text': 'fork', 'labels': ['ENTITY']}, {'start': 49, 'end': 54, 'text': 'drink', 'labels': ['ENTITY']}]",a plate with food on it a fork and some kind of drink,plate food fork kind drink,fork drink,"a plate with food on it, a fork and some kind of drink.",Olfactive,plate food fork kind drink,fork drink,,0.0,0.0,0.0,0.0
485,45,58,a woman is standing in a professional kitchen.,['woman'],"[{'start': 2, 'end': 7, 'text': 'woman', 'labels': ['ENTITY']}]",a woman is standing in a professional kitchen,woman stand professional kitchen,woman,a woman is standing in a professional kitchen.,Olfactive,woman standing professional kitchen,woman,,0.0,0.0,0.0,0.0
486,851,1115,a man and woman are playing the wii in their living room.,"['woman', 'man', 'living room']","[{'start': 10, 'end': 15, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}, {'start': 45, 'end': 56, 'text': 'living room', 'labels': ['ENTITY']}]",a man and woman are playing the wii in their living room,man woman play wii living room,woman man living room,a man and woman are playing the wii in their living room.,Olfactive,man woman playing wii living room,woman man living room,,0.0,0.0,0.0,0.0
487,157,258,a small flock of birds sit on the side of the water.,"['flock', 'birds']","[{'start': 8, 'end': 13, 'text': 'flock', 'labels': ['ENTITY']}, {'start': 17, 'end': 22, 'text': 'birds', 'labels': ['ENTITY']}]",a small flock of birds sit on the side of the water,small flock bird sit water,flock birds,a small flock of birds sit on the side of the water.,Olfactive,small flock birds sit side water,flock birds,,0.0,0.0,0.0,0.0
488,696,933,a girl with a flower in her hair talking on a cell phone.,"['girl', 'cell phone']","[{'start': 2, 'end': 6, 'text': 'girl', 'labels': ['ENTITY']}, {'start': 46, 'end': 56, 'text': 'cell phone', 'labels': ['ENTITY']}]",a girl with a flower in her hair talking on a cell phone,girl flower hair talk cell phone,girl cell phone,a girl with a flower in her hair talking on a cell phone.,Olfactive,girl flower hair talking cell phone,girl cell phone,,0.0,0.0,0.0,0.0
489,171,278,a train traveling down tracks through a field.,['train'],"[{'start': 2, 'end': 7, 'text': 'train', 'labels': ['ENTITY']}]",a train traveling down tracks through a field,train travel track field,train,a train traveling down tracks through a field.,Olfactive,train traveling tracks field,train,,0.0,0.0,0.0,0.0
490,16,21,a white cat sitting on the floor next to a feeding dish and a mat.,['cat'],"[{'start': 8, 'end': 11, 'text': 'cat', 'labels': ['ENTITY']}]",a white cat sitting on the floor next to a feeding dish and a math,white cat sit floor feeding dish math,cat,a white cat sitting on the floor next to a feeding dish and a mat.,Olfactive,white cat sitting floor next feeding dish mat,cat,,0.0,0.0,0.0,0.0
491,511,709,a plate of food that has some meat and broccoli on it.,['plate'],"[{'start': 2, 'end': 7, 'text': 'plate', 'labels': ['ENTITY']}]",a plate of food that has some meat and broccoli on it,plate food meat broccoli,plate,a plate of food that has some meat and broccoli on it.,Olfactive,plate food meat broccoli,plate,broccoli,0.0,0.0,0.0,0.0
492,48,62,a worker passes through a cluttered restaurant kitchen.,"['restaurant kitchen', 'worker']","[{'start': 36, 'end': 54, 'text': 'restaurant kitchen', 'labels': ['ENTITY']}, {'start': 2, 'end': 8, 'text': 'worker', 'labels': ['ENTITY']}]",a worker passes through a cluttered restaurant kitchen,worker pass cluttered restaurant kitchen,restaurant kitchen worker,a worker passes through a cluttered restaurant kitchen.,Olfactive,worker passes cluttered restaurant kitchen,restaurant kitchen worker,,0.0,0.0,0.0,0.0
493,910,1208,a large out door eating venue with many people sitting at tables.,['eating venue'],"[{'start': 17, 'end': 29, 'text': 'eating venue', 'labels': ['ENTITY']}]",a large out door eating venue with many people sitting at tables,large door eat venue people sit table,eating venue,a large out door eating venue with many people sitting at tables.,Olfactive,large door eating venue many people sitting tables,eating venue,,0.0,0.0,0.0,0.0
494,788,1048,papers and boxes with a computer on a corner desk,['computer'],"[{'start': 24, 'end': 32, 'text': 'computer', 'labels': ['ENTITY']}]",papers and boxes with a computer on a corner desk,paper box computer corner desk,computer,papers and boxes with a computer on a corner desk,Olfactive,papers boxes computer corner desk,computer,computer,1.0,1.0,1.0,1.0
495,515,713,"carrots, grapes, cheese, bread and butter in a plastic container.","['butter', 'cheese']","[{'start': 35, 'end': 41, 'text': 'butter', 'labels': ['ENTITY']}, {'start': 17, 'end': 23, 'text': 'cheese', 'labels': ['ENTITY']}]",carrots grapes cheese bread and butter in a plastic container,carrot grape cheese bread butter plastic container,butter cheese,"carrots, grapes, cheese, bread and butter in a plastic container.",Olfactive,carrots grapes cheese bread butter plastic container,butter cheese,cheese,1.0,0.5,1.0,0.5
496,784,1044,a desk with a desktop computer and electronics on top of it. ,['electronics'],"[{'start': 35, 'end': 46, 'text': 'electronics', 'labels': ['ENTITY']}]",a desk with a desktop computer and electronics on top of it,desk desktop computer electronic,electronics,a desk with a desktop computer and electronics on top of it. ,Olfactive,desk desktop computer electronics top,electronics,desktop,0.0,0.0,0.0,0.0
