,contains_ref,normalized_text,,,,
490,False,look near texture sacred discourse find closely work exhortation humility text belong hath good coherence pertinent maine scope apostle reunite sever affection reconcile different opinion faithful philippine agree love truth seek truth love,,,,
2850,False,,,,,
1143,False,kite hover garden stoop resolutely draw hanger run thick espalier certainly carry away talon,,,,
1311,False,acrid aromatick sweetness bitterness refer class,,,,
2443,True,violet charming odour nature exclaim sweet thief didst thou steal sweet smell,,,,
1111,False,assert female bear shed tear grief say hind animal,,,,
2836,False,say development desirable flavor,,,,
1441,True,odor musk duck chiefly confine breeding season musky odor egress say heighten sexual excitement,,,,
1723,True,greenish yellow odour taste cube,,,,
2008,False,,,,,
1627,O O O O O O O O O O,Stimulant carminative , adjunct to purgative to relieve flatulence .,stimulant carminative adjunct purgative relieve flatulence,,
1632,False,,,,,
1074,True,concrete gummy ominous juice produce persia good bring home way east indie reddish orange coloured drop tear break inside appear pale yellow intermix white speck fragrant smell seller root pleasant bitter acrid taste,,,,
2159,True,time time effluvia add manure work opposite shore river,,,,
2226,False,,,,,
2241,True,black colour cotton attract great quantity odorous particle palpable evidence smell,,,,
2162,False,^,,,,
2631,False,enrage great indignity throw number worthy friend endanger life skin order pay respect form resolution mortify turn,,,,
327,False,strict quantity eat drink stint man stomach conclude hippocrate lib,,,,
442,False,galen de temper affirm hot constitution breed disease,,,,
2569,True,assortment passage smell theatre 1820,,,,
1807,False,beckon gas work map situate northern outcall sewer western creek far mouth,,,,
832,True,grow cottage grey granite fishing harbour bring faint ineffable fragrance inseparable blending emotion cling die odour memory holiday,,,,
2270,True,odour extent remark lighter colour clothe,,,,
1983,False,material manufacture manure shoddy waste leather dry bone bone ash refuse sugar bakery coprolite mineral phosphate generally,,,,
1414,True,highly probable especially emphasize perfume primitive woman case civilization idea disguise possible natural odor object heighten fortify natural odor,,,,
1201,False,att time complexion entertain virulent matter spirit vital summer reason blood hot spirit likewise hot continually heat,,,,
1499,True,find ton clay sufficient deodorize ton sewage present discharge portion house watercloset liquid comparatively weak,,,,
1721,False,piperacej,,,,
86,False,mysterious solemn palace guard colossal statue twin genii place stand gravely midst idle town king marble leg flourish time night live contentedly inside energy upper half flesh blood want come,,,,
1403,False,poor mechanic family case sadly reverse,,,,
2802,False,alkali potash soda ammonia common smelling salt principal preparation pearlash soap lee liquor potassae hawthorn sal volatile,,,,
1481,False,resident engineer system introduce,,,,
777,False,superficial drainage appear originally tolerably good house choke,,,,
2648,False,apology life late covent garden theatre,,,,
1666,False,ileum cajuputi,,,,
54,False,second dish little bit pork fry pig kidney,,,,
2258,True,endeavour ascertain comparative power vegetable animal substance far regard influence odour,,,,
1287,True,strong bitter aromatic wormwood eupatorium cannabinum work volatile oil salt blood stomach account antidote coagulation venom pestilential infection,,,,
1667,True,oil,,,,
2474,True,restore lose scent musk,,,,
2058,False,material burn manufacture oil vitriol crude sulphur pyrate spend oxide gas work,,,,
1701,False,oil coriander,,,,
1245,True,vine passe place oppress putrid ulcer purulent matter mingle stink,,,,
113,True,cathedral odorous rotting fresco cupola,,,,
2688,True,wicked ungodly sinner lie stinking pleasure truly swine wallow filthy puddle filthy swine gluttonous swine delight dirt swine smell stink sin swine doth stink dirt wallow,,,,
987,True,small chaff seed light yellow colour fragrant smell sine bitter taste probability seed wormwood,,,,
501,False,vain glory erect cross,,,,
2616,False,,,,,
1009,False,good sort market white clean small transparent grain size coarse sand run white transparent large lump firm substance grain charge refined duty,,,,
1198,False,reason blood natural vapour cause motion motion blood cause extension complexion,,,,
1394,True,family symptom produce situation residence expose influence endure discomfort abominable public nuisance abroad wind high subject presence apartment,,,,
589,False,water closet tenement paradiseplace sort cupboard situate house,,,,
768,False,dare month end child bear male female death cause register male female give majority birth death,,,,
17,False,precious noble climbing tea rose raise time past year,,,,
1042,False,call shellac,,,,
1447,True,way suggest explain fact recent time odor prefer woman delicate exquisite strong animal sexual musk castoreum civet,,,,
2356,False,fresh herb treat titillate cohobate repeatedly distil addition common salt shake ether ether carefully distil dissolve oil,,,,
285,False,point meat drink,,,,
2555,False,month,,,,
428,False,section,,,,
1328,True,virtue turpentine plant depend oil pectoral cleansing diuretic astringent faculty stop funerary well funerary cleanse astringent smell balsamic turpentine plant plant bear balsamic terebinthinate aromatic boy mecha balsam juniper agreeable stomach ordinary turpentine funerary faculty cordial aromatic,,,,
1778,False,general way assumption mean improbable instance occur insignia appear opposite sex measure evolutionist state acquire male transmit lapse time consort majority case truly masculine,,,,
669,False,systematic rule diet lay,,,,
31,True,refreshing odour prevalent garden rich perfume shed aromatic perfection lavishly spoil nature laboratory dispense delicious medicine sweeten existence,,,,
1341,False,milky narcotick taste mucilaginous bitter acrid poppy lettuce milky juice argument oil acrid volatile salt adjourn,,,,
722,False,comfort inhabitant toleration patent manure factory perfectly reconcile conduct process manufacture closed vessel instead open trough,,,,
951,True,fictitious preparation mineral substance mix perfume round oval shape gilt gilding rub brownish inside straw colour little demand,,,,
2189,False,danish oil vitriol manure work map establish,,,,
214,False,distinguished man,,,,
989,True,yellow saunder,,,,
1164,False,day young gentleman nephew nurse governess come press execution,,,,
326,False,light basket anise seed good,,,,
560,False,confine observation nuisance touch demoralizing effect delicacy produce young branch work establishment,,,,
1383,True,case related numerous kindred type diseased action constitutional peculiarity urge cause morbid affection produce evil effect nauseous exhalation confine,,,,
1724,False,contain cubebin,,,,
1086,False,,,,,
2227,False,hay ward tar work map establish year,,,,
341,False,laziness increaseth superfluous humour violent labour waste nourish one,,,,
1653,False,dose mind,,,,
147,False,delight leave new scene encounter new scene perverse disposition respect sight cut dry dictate fear sin similar authority place visit,,,,
2785,True,difficulty associate burning refuse servant dispose make bad smell,,,,
2307,False,expose moist atmosphere cloudy readily absorb water ice liquefy case occasion increase temperature augmentation bulk communicate water general property acid acid muriatic,,,,
1107,False,happen mature age severe frosty weather snivelling tear produce coldness dryness air,,,,
848,False,objection reality intuitive,,,,
966,False,oil nutmeg oil clove oil mace,,,,
1072,False,run mass tear mix dirt rubbish market,,,,
2357,True,solution greenish yellow milky morbidity clear smell artificial musk bitter taste,,,,
155,False,lively,,,,
665,False,drainage well water supply pure quality hitherto well prepared receive pestilence heretofore,,,,
661,False,certain circumstance favourable development receptive influence justly call want disease appear exercise mildly baleful influence,,,,
1002,False,cabbage cambogium,,,,
2708,False,body saint rarely church continue method sense wrap quick dead avail inter cession great head,,,,
2408,True,mix snuff perfume sweet flower prepare hardly discern smell prevail tis,,,,
176,False,apartment beautiful proportion decoration great hall foot height large window end overlook town geno harbour neighbouring sea afford fascinating delightful prospect world,,,,
2538,False,account interesting experiment roman carry occasion intelligent bitch crucial test,,,,
1524,True,sputum correctly describe muco purulent character disagreeable faecal odour intense expectorated standing expose air change wet mortar smell generally simulate apple blossom closely,,,,
2699,True,let stand amazed pageantry false church value whore bravery,,,,
1203,False,putrefaction proceed earth venomous beast worm see commonly earth breeze earth die,,,,
24,False,place charming plant pretty orchard fruit garden near keep pleasant evidence vegetable background,,,,
2692,True,foul stink soul godly father observe judgement shake irrevocable depart able endure smell long bee judging,,,,
2378,False,reader litmus paper burn clear blue edge dame leave residue,,,,
1933,True,say subject add prevalence wind carry foul odour householder prefer door window close cost insufficient ventilation dwelling,,,,
2195,False,material say manure making shoddy dry blood guano dry bone coprolite mineral phosphate generally,,,,
875,True,army authority send round peculiar petrol engine know tommie stink willie pool corruption,,,,
2578,False,convex tunnel number little door door cell,,,,
938,False,,,,,
2580,True,source day journal traveller continent hunt text visit evening theatre name fond opera ballet performance good price admission moderate great smell garlic,,,,
1552,False,grant inquiry naturally follow pubescent lie particular class case describe thousand suffer purulent bronchial secretion,,,,
346,False,time beware take cold great cold rhyme doe easily putrid favor easily prove pestilent,,,,
2400,True,comminuted herb soak water expose sun acquire offensive odour liquid distilled titillate saturate common salt flock separate collect filter dissolve ether ether slowly evaporate,,,,
2844,False,nurse avocation consult build house drain reason burden detail dry wet removal sewage course material shape drain province architect sanitary engineer,,,,
1858,False,manufacture carry,,,,
385,True,corrupt unwholesome feeding teach unsavory rotten dunghill vault ditch dead carton poet affirm corporal qaeda agent vitiantur adoribus aura,,,,
2536,True,regard scent leave man interesting speculation arise dog work entirely foot scent depend body scent,,,,
2401,False,oil turpentine oil lemon form milky solution clear,,,,
2097,False,glue clip ^ ping hide tanner horse hoof,,,,
243,False,pigskin common use hold wine hang sun direction mean ornamental preserve form bloated pig head leg cut dangle upside tail,,,,
1949,False,see reference map lie group,,,,
936,False,concrete ominous gum sweet aromatic taste generally bring large masse accord shape package buy break white marble drop,,,,
1689,False,oil distil bark,,,,
2468,True,cheat discern easy dissolving water different colour scent,,,,
312,False,chapter broke plague prove use wash dead body embalm sweet long,,,,
1459,True,odor occupy intermediate place natural body odor artificial perfume serve basis possibly fact occasional sexual influence owe see tendency sexual allurement attach odor specific personal body odor relate,,,,
2801,False,smell salt apply nose chest rub camphor liniment,,,,
1993,False,group consist factory kind group group factory,,,,
1332,True,blossom tree fragrant leave smell crude,,,,
968,False,opium,,,,
1454,True,peak mention highly complex luxurious perfume favorite scent sensuous person owe large potency presence crude animal sexual odor musk civet,,,,
660,False,mean prevent cholera know,,,,
935,False,diagredium scamony,,,,
370,False,putrefaction cause influence stare undoubtedly work sublunarie body,,,,
566,False,,,,,
1024,True,cardamom seed,,,,
824,False,recall year warm balmy evening town peaceful close day torrential rain,,,,
982,False,long pod fruit tamarind tree grow pod large ripe bean take shell preserve sugar well provide pulp moist red red brown black bring black valuable pulp sewer stone well fine acid pleasant juice lemon wholesome punch,,,,
2322,False,find cause strict philosophical sense feeling effect produce cause popular sense mind satisfied constant conjunction cause reality law nature,,,,
1922,True,time time effluvia add manure work opposite shore river,,,,
1645,False,prepare chart cataplasma lint magaesii sulphate plaster liniment ointment,,,,
2470,False,goat blood powder root musk alike mixture,,,,
2144,True,premise time visit observe evident scotch manure mean use prevent escape offensive effluvia,,,,
2014,False,material manufacture manure say dry bone coprolite mineral phosphate generally,,,,
813,False,portion stream discharge drainage house east west place iphigenia cottage house street west gillam' court house,,,,
1792,False,malone,,,,
1430,True,nervous disease woman state opinion musk odor certainly sexual odor man state musk odor natural perfume nearly approach odor sexual secretion,,,,
778,False,inquest hold person die suddenly disease elderly woman expire effect accidental burning person drown commit suicide,,,,
1749,False,radiate,,,,
1320,True,appear diver herb bottle water month produce mucilaginous mallow leave bitter artichoak leave narcotic exceed fetidness henbane leave excoriator surge smell excrement animal,,,,
1988,False,,,,,
2748,True,wine sweet add spirit wine pound hogshead cask strong scent,,,,
1052,False,fine deep aqueous gum separate stick form masse resemble sticklack well free stick dirt,,,,
2340,True,true musk colour old brown nutmeg generally roll contain pod form little round pill strong fine agreeable singular smell,,,,
1013,False,line,,,,
1401,True,class outdoor recreation nuisance source intolerable annoyance poor influence wealthy class circumstance command locomotive power,,,,
1822,False,far able observe burner act,,,,
2553,True,person perceive odour ounce warm fluid freshly draw stomach pump,,,,
2386,False,dissolve sparingly water easily alcohol ether,,,,
2479,False,,,,,
126,True,air mouldering smell earthy taste stray outer sound struggle lose sunbeam muffled heavy worm maggot rot change surface wood touch time seam rough smooth hand,,,,
2037,True,vapour odour peculiar different odour proceeding manure work appear distinguish inhabitant charlton,,,,
887,True,justice raise song praise father country sweep garnish sweep noxious vapour emanation garnish perfume pure fresh air delight invigorate soul,,,,
2350,False,dissolve alcohol ether oil fix volatile,,,,
1347,False,produce giddiness stupor good antidote acid vinegar,,,,
1007,False,campfire camphor unrefined,,,,
355,False,beware sleep lie ground grass near earth deadly,,,,
1003,False,arrange rough cornelia stone kind form different shape bore middle chief demand send string ornament,,,,
1483,False,liquid refuse premise pump apply irrigation describe,,,,
682,False,report,,,,
827,False,,,,,
1860,True,northeast wind bring barrack bark creek distant mile easterly wind bring eighth marsh distant ^ mile,,,,
1928,False,aware evidence workman employ artificial manure work suffer way disease preferable nature occupation,,,,
1947,False,brown edith marsh,,,,
984,False,improperly call experiment appear juice vegetable fruit boil hard consistency spanish juice hard lump break brown shine colour astringent taste bother tea esteemed green die green tea leave bother colour,,,,
1233,True,smell onely certainty collect inform judgement concern disease,,,,
2441,False,blossom gather time week sunrise strong oil pomade obtain laceration,,,,
1940,False,description give commandant,,,,
140,False,procession entirely pass away shrill trumpet mild distance tail horse hopelessly round corner people come church stare go,,,,
217,False,frenchman deceive,,,,
2358,False,dissolve alcohol ether oil,,,,
362,True,commonly tremble heart faint owning favor easily discern commonly call heartache vomiting loathing stomach extreme thirst vile taste mouth headache prick pain swimming lose memory foolish behaviour want sleep delirium frenzy convulsion cramp lethargic extreme drowsiness sharp pain care ophthalmic inflammation eye bleed nose tongue mouth inflame fur spitting blood pleuresie short breath continually sigh dry cough jaundice swelling belly external paine click iliac passion extreme worm flux belly listeria diarrhea bloody flux swelling testicle painfully suppression urine extreme hate paine swelling foot legge intolerable paine immoderate sweat horribly stink affright physician course sweat patient sweat deadly danger increaseth,,,,
2548,True,fact appear explain call case poisoning acid examination body medical man perceive odour,,,,
345,False,time morning place pure abroad purify home large room little company hate body breath distemper,,,,
1900,False,fat distil product distillation condense,,,,
22,True,feel charm strange scent tell breathe fragrance eternity odour carry time ass beginning past,,,,
711,False,,,,,
1157,True,forget intimate friend take freedom warm day good deal exercise complain strong smell little faulty way sex suppose faculty smell nice regard people,,,,
1920,False,mess,,,,
871,False,obvious delicacy sense acquire avoid habitual overstimulation,,,,
1905,True,half smile low river west bring effluvia bark creek distant mile factory give rise offensive intervene,,,,
1912,False,probably principal source nuisance hill work greenwich marsh dam work opposite river,,,,
10,True,border meet thing sweet word tell woodruff pink violet garden primrose polyanthu day lily early iris narcissus evening primrose wallflower pansy delicate sweetness,,,,
2492,True,cleanse accord foregoing direction fit scent,,,,
2865,False,king flower rose good sort call queene iuly flower,,,,
2705,True,sanctify holy whatsoever touch holy anoint son consecrate minister priest office speak child say holy anoint oil generation man flesh pour ye composition holy holy compound whosoever putter stranger cut people say sweet spice state galbanum sweet spice pure frankincense like weight perfume confection art apothecary temper pure holy beat small testimony tabernacle congregation meet holy perfume accord composition thereof thee holy smell thereto cut people say call bezaleel son tribe fill spirit wisdom understanding knowledge manner workmanship devise cunning work work gold silver brass cutting stone set carving timber work manner workmanship give tholian son tribe heart wise hearted wisdom command tabernacle congregation ark testimony mercy seat furniture tabernacle table furniture pure candlestick furniture altar incense altar burn offering furniture laver foot cloth service holy garment priest garment son minister priest office anoint oil sweet incense holy place accord command,,,,
1834,False,crow tar work map establish sulphate ammonia work year,,,,
793,False,mortality young child consider good index sanitary condition population,,,,
1315,True,taste join fetid smell make contrary aromatic,,,,
754,True,cause purifier contain dry lime contain sulphate iron stir presence perceive ordinary smell gas strongly expect mention report sulphate ammonia fabricate premise describe process,,,,
626,False,heap ashe strew yard filthy state heap yard receptacle refuse house,,,,
94,False,human progress motion effort advancement kind,,,,
1915,True,tolerably certain complain proceed direction bark creek issue mainly manure work mess,,,,
129,False,delicious weather come moment darkness sombre colonnade doorway skirt main street refreshing agreeable bright sky wonderfully blue,,,,
1708,False,ileum anythi,,,,
843,True,recent investigator show loathsome deadly typhus fever know year filth disease carry lice pest breed flourish bodily cleanliness neglect personal odour strong,,,,
323,False,senectutis attic teach tear cap,,,,
2483,False,cheat discern brightness goat blood,,,,
1894,False,,,,,
1284,True,second class volatile salt mix hot fiery oil euphorbium ivy gum plant strong smell acrid taste,,,,
1671,True,transparent limpid volatile pale bluish green liquid strong penetrate agreeable camphoraceous odour warm bitter aromatic camphoraceous taste succeed sensation coldness mouth,,,,
2782,False,cock generally small hen deep red boil spawn seed tail uppermost fin tail stiff hard,,,,
14,True,region find laurel myrtle laurustinus beautiful sea coast mild district lovely thing happy climate winter sweet pour delicious fragrance midwinter sweet gale grow boggy place azalea allspice delightful little mayflower creep woodland shade,,,,
2354,False,volatile,,,,
947,False,sort good light brown sort break smooth free dross transparent drowsy sort little value king duty high fine,,,,
215,False,cover confusion,,,,
227,False,frenchman humbled take hat friar pass imperturbable serenity broad bar waistcoat fade crowd see,,,,
2291,False,cell serve different purpose lay young wax winter food honey make principal subsistence,,,,
1182,False,carry garden court small box hold hand set walk,,,,
805,False,high cistern frequently receive water day,,,,
2050,False,purification effect dry lime oxide iron purifie construct good principle,,,,
864,True,lovely railway poster,,,,
1865,True,distinctly recognize manager beckon gas work residence distance mile,,,,
1658,False,sink water,,,,
516,True,beloved receive entertain prince son let cleanse inward room soul examination life wash water penitent tear dress divine grace sweetest flower perfume fragrant spice aromaticall odour servant prayer zealous meditation elevated affection tune high strain sweet singer lift gate yeqlift ye everlaste door king glory come,,,,
1545,False,find surround margin gangrenous cavity lung,,,,
1857,False,work establish great year constant source nuisance person pass river,,,,
597,False,visit place past month find reason alter opinion hitherto express board previous report ice making patent manure open trough nuisance allow crowded neighbourhood,,,,
195,False,free open countenance rich brown flow beard remarkably handsome man,,,,
1277,False,correct acid phlegm stomach excite appetite urgency attenuate phlegm lung open obstruction volatile salt good pectoral stomachick alter blood volatile salt good infection scurvy diuretic salt good drop outwardly discuss class mucilaginous root ebullient ripen costume salt draw forcibly discuss attenuate,,,,
288,False,beef mutton lame kid copy,,,,
950,False,stone,,,,
2697,False,figure stamp doe purpose practise carry,,,,
2447,True,stamp hear large glass leave part empty commend juice hearse onely nip lute glass digest ban die find red divide parish remain blood essence hear,,,,
2735,False,got mountain myrrh hill frankincense join ointment spice want thing enriched,,,,
1120,False,lamb shake wriggle tail time suck free hard excrement long lodge bowel,,,,
2057,False,,,,,
549,False,bag repair generally contain rapeseed linseed rice grain,,,,
156,False,green cool,,,,
419,False,answer special cause,,,,
922,False,long blackish pod fruit inch diameter foot long contain sweetest pulp valuable come fresh well pulp dry voyage,,,,
2099,True,offensiveness vapour naturally vary degree decomposition material boil,,,,
477,False,,,,,
2089,False,sufficiently firm manure dig dry spread heated plate heat semicircular brick flues,,,,
1692,False,prepare cinnamon,,,,
2112,True,bi sulphide carbon offensive smell recognizable work devote manufacture,,,,
2740,True,smell conduit convey dilate fountain god merci apprehend variety flower soothe sweetest move philosopher term harbinger spring,,,,
1523,False,case,,,,
1471,True,read story fine incense perfume breast belly body skin melt sweetly mouth apple eye,,,,
553,False,,,,,
1202,False,chap,,,,
390,False,ready plague inflict indignation threaten plague highly offend,,,,
578,False,wall slaughterhouse dwelling step alley,,,,
1669,False,,,,,
2657,False,hee pursuer enmity,,,,
2102,True,distinctly recognize manager beckon gas work residence distance mile,,,,
2603,False,clod,,,,
1639,True,colourless pale yellow odour fruit aromatic sweetest taste,,,,
820,False,,,,,
2745,False,truly style soul transport unite self join redeemer,,,,
1006,False,cause small cake roll sell good,,,,
1248,False,dram send,,,,
144,False,little fiery eyed old man crooked shoulder cathedral take ill effort bucket keep old tower people moment take away people fourteenth century war mock heroic poem lasso,,,,
664,False,happen cesspool outlet fill water let lie low yard inundate,,,,
2549,False,form judgment subject common find disagreement unanimity,,,,
142,False,cut embarrassment short cross devoutly go length face figure fancy petticoat gilt crown procession figure hour think appearance celestial vision,,,,
2501,True,consume entirely away burn exhale fragrant smoke,,,,
1046,False,cause deep red call black few stick well chew spittle fine red crimson colour right sort valuable,,,,
1888,False,,,,,
421,False,mercy preserve faithful unconscionable care doe christian office sick warrantably call thereto thrust presumptuous rashly business reason rendre cause,,,,
1660,False,,,,,
1714,False,prepare liniment proton,,,,
799,False,notice immediately serve,,,,
2280,True,probably proportion fix air readily absorb water bear rest air distinguish putrid effluvium probably fix air mix logistic matter process diminish common air,,,,
615,False,inhabit poor people rotherhithe object solicitude,,,,
1318,True,proceed owl appear smell rancid oil distill substance fat butter oyl olive distill,,,,
2504,True,civet end hot pestle rub handful powder add little little fix pound powder sift hair sieve incorporate perfumed powder,,,,
295,False,kyle butter kind antidote venom buttermilk hot constitution,,,,
401,False,usually properly take dreadful affliction latin call pest pestilential greek non latin alphabet signify deadly fretting non latin alphabet non latin alphabet official defect dominum,,,,
88,False,turn appear mouldy dreary god forget town wide world chief,,,,
2353,True,yellow transparent oil ethereal odour aromatic sweet burn taste,,,,
1772,True,male death head moth point squeaking finger abdomen inflate missile pencil yellow hair start fold dorsal ventral arc base plate fig expand stellate form swift whirling motion trundle mop fig immediately arise oily volatile effluvia resemble scent jessamine soon nauseous,,,,
2826,False,putrefaction food meat possible originate fat carbohydrate present protein,,,,
131,False,think strange find stagnant town heart beat monotonous pulsating centre torrid listless system come door suddenly scared death blast shrill trumpet blow,,,,
573,False,onion shut,,,,
2051,True,reason believe effluvia work reach place section,,,,
77,False,salutation courier face monstrous grin return manner jolt wallow away mud,,,,
1402,False,mile space comparatively readily pass open country attain uncorrupted soil atmosphere meet ready contribute renvigoration pleasure,,,,
2362,True,reader litmus easily intlamniable give bluish whitish non fuliginous flame emit penetrate odour,,,,
2685,False,feed filthiness sinner delight feed duel truly duel food drunkenness vncleanesse luxury vice opinion learn well dwell dainty dish long feed swine doe sinner dull doe thing dull rejoiceth,,,,
1188,True,secondly instrument smell place deeply head creature,,,,
724,False,idea time treat derision gentleman engage trade impractical,,,,
1314,False,,,,,
2249,False,experiment conduct manner precede,,,,
1851,False,manure run semi liquid material delf solidify time partly evaporation partly savage watery part earth,,,,
269,True,fire day eerie room quantity accord largeness room temperature weather,,,,
2192,True,burner act efficiently time visit condensing tower act perfectly acid fume escape shaft elevation foot,,,,
2379,O O O O O O O O O O O O,It dissolves sparingly in water , rapidly in alcohol or ether .,dissolve sparingly water rapidly alcohol ether,,
2390,True,ferment oil itis vinifera grape vine,,,,
2760,False,say nose sure guide experienced brewer ascertain fermentation go ill,,,,
1372,True,turpentine balsam aromatic smell tell peruvian story herb boy fragrant terebinthinate smell juniper cedar sassafra oil turpentine easily extract fragrant owl vegetable frequently mix sophistication argue differ turpentine mix latent acid pure acid ethereal odoriferous root valerian smell turpentine flower essay little dry,,,,
1855,False,,,,,
2490,True,snuff canister closely stop prevent scent exhaling,,,,
917,False,cantharide,,,,
1343,True,second class bitter sub acrid mucilaginous narcotic lethal bacciferum stramonium cynoglossum urgency bitterness root boy smell spirit hart horn,,,,
1319,True,high degree volatile salt admit prove excrement animal putrefy flesh fine blood putrefy vegetable yield volatile salt,,,,
2460,True,express good quantity juice thereof set fire onely came grow clear cool pour away clear filter piece cotton evaporate filter ice come thick substance excellent extract rose perfect send taste flower common wait extract spirit wine faire water water plant kind menstrual,,,,
2751,False,help brown manage spanish wine powder orra root saltpetre ounce white egg whereto add salt brine mixture wine mix staff,,,,
587,False,ivy place cesspool people complain saltiness water supply complaint oblige hear part upper rotherhithe,,,,
1953,True,manager southern outcall pumping station distant wish variety offensive odour accord wind east bring efflnvia describe intolerably offensive direction glue manure work mess,,,,
2104,True,arrangement prevent escape offensive imperfect inasmuch little work carry premise present time effluvia proceeding probably little complaint,,,,
2861,False,wallet pot,,,,
375,False,south wind blow meridian nature hot shower,,,,
1908,True,sum inference draw observation inspection work ^ ^,,,,
333,False,say meat drink moderately take cause sickness,,,,
2188,False,description give commandant,,,,
2499,True,form scented pasty roll bit paste shape cone stand upright set dry,,,,
1979,False,establish year manure manufacture,,,,
2775,False,rock oyster large suit admirably stew eat raw usually coarse strong flavour,,,,
1604,True,doubt sulphur predominant exclusive constituent fetid volatile change,,,,
1840,False,scarcely probable work occasion nuisance inhabitant plumstead,,,,
1118,False,singular lacrymal sack influence please idea sight agreeable food produce effect salivary gland,,,,
2060,False,work go time visit,,,,
1442,True,predominance musk sexual odor associate fact actual nervous influence apart presence sexual association considerable,,,,
2710,False,distinctly affirm,,,,
1943,False,,,,,
910,False,drug demand produce part,,,,
2704,False,away noise song melody vial let judgment run water righteousness mighty stream,,,,
776,False,proper shit see place dust refuse scatter yard throw corner,,,,
2526,True,strange strong odour interfere bitch scent run quickly,,,,
328,False,temper region,,,,
2413,True,perfume snuff perfume flower use perfume true perfume flower good perfume perfume mention leave one fancy smell flower mix sweet precious smell strong lasting virtue,,,,
1342,False,opium bitter acrid resin gum inflammable easily extract spirit wine bitterness acrid virtue found correct spirit vinegar juice lemon juice quince acid dry evaporate narcotic fume,,,,
320,False,feel manifestly stricken sensible blow suddenly give head neck violently altogether overturn like stroke dye recover escape humane help kind plague rare art man incurable,,,,
1619,False,piperita,,,,
1665,False,prepare extract,,,,
2341,False,musk import possess character far good contain caddie cabinet quantity ounce,,,,
12,True,rich delicate fragrance wise man plant hardy shrub flowering tree magnolia thorn name telling family delightful thing,,,,
897,False,medical,,,,
171,False,nice morning consequence begin wink bright star involuntary acknowledgement winking turn berth crowded cool little cabin sleep soundly morning,,,,
1673,False,powerful stimulant antispasmodic,,,,
1942,True,wind northwest north north east variety perceive east northeast variety,,,,
260,False,moderation heat cold thing incline hate little dry superfluous moisture,,,,
2250,True,enclose different coloured wood equal weight black blue green red yellow white,,,,
689,True,weather cold time examination accumulation solid sewage settling quarter century exhale faint sickening smell,,,,
901,False,remark careful observe train train move defend capital city let stroll life flow ferment bubble bridge,,,,
2609,False,bold country propane,,,,
258,True,let private shun throng people wet close stink place,,,,
2026,False,probable work occasion nuisance complain,,,,
844,False,,,,,
1891,False,pyrate source sulphur,,,,
2644,True,act theatre inn field ladyship observe sudden change odious old fashion ready swoon come perfume look citizen dowdy daughter roll sweet bastille thame street smell musk civil,,,,
138,False,carol lion tiger proclaim evening entertainment blast trumpet file end square leave new greatly increase dullness,,,,
1917,False,law,,,,
1828,False,recently work come hand com new manager engage erect apparatus prevention nuisance satisfied mean adopt prove successful,,,,
1573,False,end similar manner form dangerous pulmonary complication equally rare,,,,
319,False,drink little bear good pure beer ale wine que brag,,,,
653,False,pan water supply privy,,,,
2677,False,stamp virtue holiness mercy goodness man man good man beast,,,,
0,True,enormous tropical forest little know man gather treasure orchid greenhouse great island observatory java cylon bear rich spice lovely plant life australian trace plant life world delicate odour fragment greenhouse,,,,
558,False,spot public decency violate time day secondary nuisance arise bad bad original,,,,
139,False,far know reason genovese avoid dark think haunt,,,,
112,False,miserable great work art soul painter perish fade away human form,,,,
531,False,,,,,
224,False,,,,,
723,False,possibility hint previous report,,,,
2323,True,find smell constantly conjoin rose mind rest inquire conjunction owe real efficiency philosophical inquiry concern human life,,,,
2458,False,leaden reason breadth place leave,,,,
1433,O O O O O O O B-1 I-1 I-1 I-1 O O O O B-1 I-1 O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O O,galloping stated that he knew women whose natural odor of musk ( and less frequently of ambergris ) was sufficiently strong to impart to a bath in less than an hour a perfume due entirely to the exhalation of the musky body , it must be added that galloping was an enthusiast in this matter .,state know woman natural odor musk frequently sufficiently strong impart bath hour perfume entirely exhalation musky body add gallop enthusiast matter,,
2225,False,work group distance halfa mile eastward mention,,,,
1458,True,interesting novel deal adventure jewish maiden xerxe title find way old testament tell customary royal harem submit woman prolonged course perform admit king month oil myrrh month sweet odor,,,,
2584,False,carpet lodging house seventy seat old omnibus gilt decorate sculpture circus fair,,,,
846,True,point objection bad smell precede scientific discovery beginning slender support rationalism,,,,
193,False,didn know howard captain summon luckily return popular attendant preside carve clasp knife personal property small roman sword,,,,
1464,True,testify somewhat shoe fetishist appear enjoy smelling shoe,,,,
946,False,root boil take ground water sugar consistency time syrup enter pore ginger preserve flavour year,,,,
2021,False,,,,,
1629,False,viridi,,,,
117,False,sun go magnificent array red green golden light pen pencil depict ringing vesper bell darkness set twilight,,,,
645,True,prince street cesspool choke drain warehouse pool stagnant sewage inmate place complain sickness headache woman employ wash clothe premise effect stench suddenly seize vomiting purge force leave work,,,,
1870,False,establish year,,,,
3,False,tell common attempt conform fair life tile pattern clip set mere colour paper stainer carpet maker degrade garden ugly ridiculous point view nature true art,,,,
74,False,length horse appear surround messenger kick drag shout abuse,,,,
